"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.242,0.223,0.26,0.218,0.239,0.265,0.242,0.221,0.25,0.254,0.255,0.215,0.531,0.063,0.087
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.225,0.206,0.244,0.147,0.182,0.273,0.337,0.22,0.214,0.249,0.223,0.23,0.08,0.394,0.206
"Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.099,0.078,0.12,0.066,0.098,0.111,0.121,0.1,0.094,0.106,0.103,0.093,0.066,0.141,0.102
"María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.061,0.051,0.07,0.074,0.048,0.053,0.085,0.072,0.059,0.05,0.064,0.054,0.026,0.094,0.097
"Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.042,0.045,0.04,0.035,0.047,0.044,0.037,0.043,0.041,0.044,0.032,0.063,0.023,0.052,0.137
"José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.02,0.025,0.015,0.033,0.015,0.021,0.016,0.016,0.018,0.028,0.021,0.018,0.007,0.024,0.026
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.123,0.17,0.076,0.187,0.147,0.09,0.045,0.107,0.146,0.103,0.114,0.139,0.053,0.129,0.168
"A los candidatos del Frente de Izquierda",0.079,0.102,0.057,0.145,0.093,0.038,0.036,0.097,0.073,0.068,0.077,0.084,0.059,0.057,0.055
"No sabe",0.109,0.1,0.118,0.095,0.131,0.105,0.081,0.124,0.105,0.098,0.111,0.104,0.155,0.046,0.122
