"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.535,0.57,0.675,0.479
"P05","Realizo changas o trabajos de vez en cuando",0.09,0.152,0.103,0.136
"P05","No tengo trabajo",0.119,0.106,0.102,0.16
"P05","Soy jubilado o pensionado",0.256,0.172,0.12,0.225
"P06","1",0.363,0.344,0.188,0.243
"P06","2",0.074,0.066,0.035,0.065
"P06","3",0.076,0.055,0.052,0.069
"P06","4",0.102,0.044,0.045,0.075
"P06","5",0.206,0.255,0.195,0.235
"P06","6",0.036,0.045,0.052,0.056
"P06","7",0.028,0.057,0.133,0.074
"P06","8",0.039,0.034,0.072,0.039
"P06","9",0.076,0.1,0.228,0.144
"P07","1",0.152,0.234,0.369,0.236
"P07","2",0.046,0.04,0.066,0.037
"P07","3",0.039,0.041,0.072,0.051
"P07","4",0.046,0.03,0.051,0.035
"P07","5",0.168,0.241,0.174,0.201
"P07","6",0.069,0.056,0.032,0.059
"P07","7",0.109,0.063,0.037,0.08
"P07","8",0.07,0.053,0.039,0.096
"P07","9",0.301,0.242,0.16,0.205
"P08","1",0.2,0.308,0.592,0.369
"P08","2",0.036,0.021,0.038,0.031
"P08","3",0.023,0.033,0.032,0.018
"P08","4",0.027,0.032,0.026,0.033
"P08","5",0.116,0.135,0.087,0.152
"P08","6",0.034,0.031,0.009,0.019
"P08","7",0.049,0.055,0.013,0.038
"P08","8",0.053,0.042,0.016,0.058
"P08","9",0.462,0.343,0.187,0.282
"P10","Del Frente de Todos y el peronismo",0.064,0.247,0.593,0.284
"P10","De Cambiemos",0.705,0.362,0.088,0.278
"P10","De los Liberales libertarios",0.193,0.286,0.182,0.229
"P10","De la Izquierda",0.008,0.014,0.058,0.04
"P10","No sabe",0.03,0.091,0.079,0.169
"P11","A Alberto Fernández",0.215,0.23,0.119,0.166
"P11","A Sergio Massa",0.106,0.188,0.197,0.255
"P11","A algún candidato del peronismo",0.415,0.182,0.094,0.15
"P11","A algún candidato del kirchnerismo",0.264,0.4,0.59,0.429
"P12","A Alberto Fernández",0.045,0.182,0.025,0.107
"P12","A Sergio Massa",0.187,0.151,0.122,0.122
"P12","A algún candidato del peronismo",0.299,0.146,0.07,0.113
"P12","A Cristina Fernández de Kirchner",0.469,0.521,0.783,0.658
"P13","A Horacio Rodriguez Larreta",0.18,0.272,0.359,0.256
"P13","A Patricia Bullrich",0.766,0.645,0.33,0.578
"P13","A Facundo Manes",0.026,0.056,0.28,0.105
"P13","A Gerardo Morales",0.028,0.027,0.031,0.061
"P14","Lo votaría",0.049,0.2,0.538,0.236
"P14","Puede que lo vote",0.061,0.066,0.071,0.105
"P14","Nunca lo votaría",0.881,0.698,0.304,0.591
"P14","No sabe",0.009,0.036,0.087,0.068
"P15","Lo votaría",0.03,0.057,0.164,0.082
"P15","Puede que lo vote",0.042,0.166,0.329,0.169
"P15","Nunca lo votaría",0.905,0.699,0.403,0.586
"P15","No sabe",0.023,0.078,0.104,0.163
"P16","Lo votaría",0.356,0.167,0.054,0.151
"P16","Puede que lo vote",0.385,0.298,0.091,0.224
"P16","Nunca lo votaría",0.225,0.445,0.816,0.45
"P16","No sabe",0.034,0.09,0.039,0.175
"P17","Lo votaría",0.38,0.13,0.035,0.123
"P17","Puede que lo vote",0.446,0.305,0.05,0.196
"P17","Nunca lo votaría",0.126,0.441,0.878,0.426
"P17","No sabe",0.048,0.124,0.037,0.255
"P18","Lo votaría",0.065,0.117,0.135,0.126
"P18","Puede que lo vote",0.08,0.161,0.323,0.187
"P18","Nunca lo votaría",0.845,0.654,0.491,0.583
"P18","No sabe",0.01,0.068,0.051,0.104
"P19","Lo votaría",0.053,0.076,0.051,0.061
"P19","Puede que lo vote",0.134,0.167,0.134,0.21
"P19","Nunca lo votaría",0.782,0.659,0.783,0.589
"P19","No sabe",0.031,0.098,0.032,0.14
"P20","Lo votaría",0.283,0.208,0.096,0.172
"P20","Puede que lo vote",0.409,0.268,0.085,0.22
"P20","Nunca lo votaría",0.264,0.428,0.785,0.443
"P20","No sabe",0.044,0.096,0.034,0.165
"P21","Lo votaría",0.101,0.057,0.011,0.024
"P21","Puede que lo vote",0.226,0.142,0.054,0.081
"P21","Nunca lo votaría",0.467,0.514,0.801,0.406
"P21","No sabe",0.206,0.287,0.134,0.489
"P22","Lo votaría",0.029,0.061,0.114,0.062
"P22","Puede que lo vote",0.055,0.149,0.293,0.156
"P22","Nunca lo votaría",0.875,0.698,0.514,0.61
"P22","No sabe",0.041,0.092,0.079,0.172
"P23","Lo votaría",0.176,0.019,0.017,0.009
"P23","Puede que lo vote",0.319,0.176,0.071,0.031
"P23","Nunca lo votaría",0.404,0.562,0.788,0.395
"P23","No sabe",0.101,0.243,0.124,0.565
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.029,0.089,0.162,0.106
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.034,0.139,0.37,0.16
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.63,0.265,0.111,0.182
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.083,0.153,0.087,0.12
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.046,0.043,0.014,0.061
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.06,0.048,0.023,0.048
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.022,0.018,0.003,0.017
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.081,0.177,0.151,0.185
"P24","A los candidatos del Frente de Izquierda",0.003,0.004,0.028,0.017
"P24","No sabe",0.012,0.064,0.051,0.104
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.024,0.106,0.1,0.095
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.026,0.123,0.481,0.191
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.64,0.262,0.038,0.148
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.091,0.138,0.037,0.109
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.023,0.029,0.024,0.053
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.049,0.037,0.045,0.047
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.038,0.022,0.009,0.015
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.098,0.233,0.166,0.223
"P25","A los candidatos del Frente de Izquierda",0.001,0.003,0.044,0.029
"P25","No sabe",0.01,0.047,0.056,0.09
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.052,0.197,0.467,0.231
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.602,0.236,0.077,0.157
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.108,0.111,0.061,0.11
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.073,0.072,0.034,0.085
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.041,0.038,0.012,0.04
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.022,0.019,0.009,0.017
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.067,0.188,0.119,0.177
"P26","A los candidatos del Frente de Izquierda",0.027,0.067,0.113,0.084
"P26","No sabe",0.008,0.072,0.108,0.099
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.056,0.195,0.532,0.26
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.632,0.27,0.054,0.179
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.108,0.137,0.05,0.121
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.041,0.05,0.041,0.037
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.036,0.025,0.009,0.02
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.091,0.189,0.129,0.198
"P27","A los candidatos del Frente de Izquierda",0.013,0.033,0.076,0.037
"P27","No sabe",0.023,0.101,0.109,0.148
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.026,0.188,0.481,0.255
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.66,0.266,0.041,0.177
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.09,0.151,0.042,0.105
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.058,0.059,0.035,0.047
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.028,0.031,0.015,0.016
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.091,0.211,0.15,0.23
"P28","A los candidatos del Frente de Izquierda",0.014,0.008,0.087,0.042
"P28","No sabe",0.033,0.086,0.149,0.128
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.071,0.198,0.505,0.259
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.64,0.262,0.056,0.173
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.092,0.136,0.041,0.108
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.045,0.045,0.028,0.036
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.026,0.025,0.008,0.018
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.094,0.238,0.164,0.223
"P29","A los candidatos del Frente de Izquierda",0.016,0.013,0.079,0.043
"P29","No sabe",0.016,0.083,0.119,0.14
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.218,0.255,0.414,0.251
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.387,0.22,0.205,0.257
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.237,0.349,0.202,0.253
"P30","A los candidatos del Frente de Izquierda",0.008,0.019,0.072,0.041
"P30","No sabe",0.15,0.157,0.107,0.198
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.323,0.292,0.408,0.294
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.486,0.261,0.206,0.253
