"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tengo trabajo estable",0.625,0.639,0.586,0.567,0.558,0.395
"P05","Realizo changas o trabajos de vez en cuando",0.105,0.087,0.108,0.11,0.134,0.105
"P05","No tengo trabajo",0.05,0.078,0.131,0.094,0.146,0.322
"P05","Soy jubilado o pensionado",0.22,0.196,0.175,0.229,0.162,0.178
"P06","1",0.233,0.207,0.22,0.265,0.352,0.224
"P06","2",0.065,0.04,0.043,0.045,0.072,0.178
"P06","3",0.037,0.031,0.043,0.087,0.078,0.018
"P06","4",0.059,0.034,0.047,0.094,0.075,0.063
"P06","5",0.148,0.179,0.259,0.259,0.229,0.352
"P06","6",0.032,0.068,0.06,0.034,0.04,0
"P06","7",0.119,0.162,0.096,0.075,0.027,0.024
"P06","8",0.026,0.085,0.082,0.03,0.033,0.015
"P06","9",0.281,0.194,0.15,0.111,0.094,0.126
"P07","1",0.454,0.423,0.318,0.166,0.157,0.157
"P07","2",0.075,0.06,0.058,0.035,0.035,0.177
"P07","3",0.068,0.089,0.061,0.065,0.03,0
"P07","4",0.038,0.042,0.046,0.059,0.035,0
"P07","5",0.137,0.149,0.24,0.193,0.216,0.137
"P07","6",0.036,0.037,0.045,0.08,0.053,0.016
"P07","7",0.028,0.05,0.039,0.104,0.082,0.162
"P07","8",0.015,0.038,0.056,0.082,0.076,0.115
"P07","9",0.149,0.112,0.137,0.216,0.316,0.236
"P08","1",0.514,0.581,0.476,0.279,0.283,0.252
"P08","2",0.042,0.026,0.049,0.038,0.026,0
"P08","3",0.018,0.042,0.013,0.052,0.021,0
"P08","4",0.029,0.021,0.022,0.043,0.03,0.162
"P08","5",0.09,0.078,0.117,0.087,0.15,0.181
"P08","6",0.01,0.021,0.021,0.041,0.02,0
"P08","7",0.015,0.008,0.024,0.071,0.05,0
"P08","8",0.022,0.03,0.041,0.026,0.05,0.121
"P08","9",0.26,0.193,0.237,0.363,0.37,0.284
"P10","Del Frente de Todos y el peronismo",0.623,0.751,0.455,0.156,0.089,0.132
"P10","De Cambiemos",0.236,0.118,0.242,0.412,0.468,0.223
"P10","De los Liberales libertarios",0.091,0.062,0.15,0.256,0.335,0.354
"P10","De la Izquierda",0.014,0.012,0.038,0.059,0.03,0
"P10","No sabe",0.036,0.057,0.115,0.117,0.078,0.291
"P11","A Alberto Fernández",0.145,0.124,0.131,0.223,0.308,0.639
"P11","A Sergio Massa",0.229,0.206,0.154,0.221,0.228,0.131
"P11","A algún candidato del peronismo",0.154,0.103,0.121,0.152,0.161,0.23
"P11","A algún candidato del kirchnerismo",0.472,0.567,0.594,0.404,0.303,0
"P12","A Alberto Fernández",0.076,0.048,0.078,0.144,0.102,0.243
"P12","A Sergio Massa",0.119,0.144,0.109,0.09,0.158,0.131
"P12","A algún candidato del peronismo",0.1,0.05,0.11,0.274,0.161,0
"P12","A Cristina Fernández de Kirchner",0.705,0.758,0.703,0.492,0.579,0.626
"P13","A Horacio Rodriguez Larreta",0.347,0.322,0.303,0.224,0.207,0.119
"P13","A Patricia Bullrich",0.632,0.482,0.558,0.607,0.717,0.82
"P13","A Facundo Manes",0.006,0.163,0.105,0.119,0.046,0
"P13","A Gerardo Morales",0.015,0.033,0.034,0.05,0.03,0.061
"P14","Lo votaría",0.598,0.67,0.396,0.116,0.065,0.049
"P14","Puede que lo vote",0.054,0.082,0.082,0.119,0.05,0.162
"P14","Nunca lo votaría",0.321,0.178,0.448,0.718,0.843,0.668
"P14","No sabe",0.027,0.07,0.074,0.047,0.042,0.121
"P15","Lo votaría",0.199,0.179,0.086,0.043,0.041,0.057
"P15","Puede que lo vote",0.281,0.438,0.289,0.09,0.065,0.015
"P15","Nunca lo votaría",0.412,0.296,0.458,0.75,0.844,0.626
"P15","No sabe",0.108,0.087,0.167,0.117,0.05,0.302
"P16","Lo votaría",0.163,0.052,0.14,0.159,0.234,0.196
"P16","Puede que lo vote",0.122,0.118,0.19,0.313,0.312,0.062
"P16","Nunca lo votaría",0.671,0.773,0.538,0.446,0.391,0.569
"P16","No sabe",0.044,0.057,0.132,0.082,0.063,0.173
"P17","Lo votaría",0.165,0.05,0.106,0.146,0.214,0.14
"P17","Puede que lo vote",0.122,0.109,0.18,0.324,0.314,0.131
"P17","Nunca lo votaría",0.653,0.794,0.552,0.403,0.374,0.361
"P17","No sabe",0.06,0.047,0.162,0.127,0.098,0.368
"P18","Lo votaría",0.285,0.21,0.152,0.062,0.038,0.017
"P18","Puede que lo vote",0.274,0.423,0.32,0.129,0.072,0.13
"P18","Nunca lo votaría",0.394,0.307,0.443,0.741,0.859,0.541
"P18","No sabe",0.047,0.06,0.085,0.068,0.031,0.312
"P19","Lo votaría",0.05,0.061,0.069,0.067,0.053,0.029
"P19","Puede que lo vote",0.094,0.131,0.149,0.207,0.166,0.121
"P19","Nunca lo votaría",0.804,0.751,0.675,0.664,0.724,0.368
"P19","No sabe",0.052,0.057,0.107,0.062,0.057,0.482
"P20","Lo votaría",0.108,0.034,0.105,0.225,0.275,0.054
"P20","Puede que lo vote",0.102,0.119,0.175,0.312,0.312,0.166
"P20","Nunca lo votaría",0.769,0.81,0.57,0.397,0.347,0.306
"P20","No sabe",0.021,0.037,0.15,0.066,0.066,0.474
"P21","Lo votaría",0.071,0.014,0.045,0.06,0.049,0
"P21","Puede que lo vote",0.119,0.09,0.117,0.154,0.129,0.036
"P21","Nunca lo votaría",0.683,0.721,0.541,0.465,0.553,0.324
"P21","No sabe",0.127,0.175,0.297,0.321,0.269,0.64
"P22","Lo votaría",0.221,0.139,0.074,0.024,0.021,0.047
"P22","Puede que lo vote",0.26,0.437,0.244,0.087,0.058,0.089
"P22","Nunca lo votaría",0.472,0.331,0.516,0.799,0.863,0.487
"P22","No sabe",0.047,0.093,0.166,0.09,0.058,0.377
"P23","Lo votaría",0.061,0.017,0.043,0.053,0.065,0
"P23","Puede que lo vote",0.073,0.09,0.115,0.18,0.192,0.026
"P23","Nunca lo votaría",0.711,0.684,0.526,0.5,0.545,0.342
"P23","No sabe",0.155,0.209,0.316,0.267,0.198,0.632
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.385,0.229,0.09,0.013,0.023,0
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.195,0.445,0.306,0.118,0.071,0.018
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.231,0.136,0.184,0.315,0.386,0.136
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.059,0.075,0.127,0.148,0.124,0.048
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.034,0.014,0.03,0.048,0.043,0.038
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.037,0.023,0.046,0.07,0.038,0.11
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.013,0.005,0.013,0.023,0.016,0
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.034,0.028,0.103,0.163,0.236,0.316
"P24","A los candidatos del Frente de Izquierda",0,0.003,0.016,0.032,0.016,0
"P24","No sabe",0.012,0.042,0.085,0.07,0.047,0.334
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.208,0.146,0.128,0.038,0.023,0.018
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.385,0.553,0.326,0.117,0.067,0.057
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.206,0.099,0.165,0.297,0.354,0.159
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.038,0.054,0.109,0.118,0.103,0.077
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.038,0.018,0.007,0.034,0.042,0.044
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.03,0.033,0.036,0.068,0.048,0
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.008,0.008,0.01,0.026,0.029,0
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.048,0.043,0.135,0.206,0.271,0.413
"P25","A los candidatos del Frente de Izquierda",0.005,0.01,0.019,0.037,0.02,0
"P25","No sabe",0.034,0.036,0.065,0.059,0.043,0.232
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.561,0.631,0.325,0.098,0.065,0.109
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.165,0.092,0.165,0.296,0.36,0.201
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.098,0.07,0.095,0.114,0.095,0.21
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.033,0.036,0.067,0.062,0.075,0.047
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.016,0.007,0.034,0.053,0.035,0
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.008,0.005,0.015,0.016,0.023,0
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.067,0.031,0.1,0.143,0.21,0.212
"P26","A los candidatos del Frente de Izquierda",0.015,0.032,0.086,0.116,0.087,0.151
"P26","No sabe",0.037,0.096,0.113,0.102,0.05,0.07
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.622,0.658,0.353,0.13,0.078,0.079
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.192,0.104,0.177,0.324,0.371,0.148
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.052,0.06,0.109,0.14,0.114,0.062
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.042,0.048,0.041,0.055,0.04,0
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.008,0.005,0.018,0.019,0.029,0
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.034,0.03,0.111,0.18,0.229,0.342
"P27","A los candidatos del Frente de Izquierda",0.033,0.011,0.049,0.067,0.046,0.086
"P27","No sabe",0.017,0.084,0.142,0.085,0.093,0.283
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.526,0.641,0.312,0.101,0.067,0.101
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.213,0.092,0.168,0.337,0.371,0.138
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.059,0.041,0.121,0.123,0.109,0.077
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.029,0.027,0.046,0.083,0.055,0
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.002,0.009,0.019,0.013,0.037,0
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.061,0.037,0.136,0.189,0.246,0.434
"P28","A los candidatos del Frente de Izquierda",0.024,0.023,0.044,0.071,0.043,0
"P28","No sabe",0.086,0.13,0.154,0.083,0.072,0.25
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.588,0.655,0.332,0.129,0.09,0.075
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.201,0.088,0.178,0.317,0.377,0.17
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.051,0.056,0.111,0.122,0.101,0.077
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.029,0.011,0.038,0.063,0.045,0
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.005,0.005,0.012,0.013,0.03,0
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.069,0.048,0.138,0.209,0.256,0.428
"P29","A los candidatos del Frente de Izquierda",0.019,0.02,0.051,0.063,0.039,0
"P29","No sabe",0.038,0.117,0.14,0.084,0.062,0.25
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.473,0.542,0.323,0.214,0.176,0.22
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.419,0.285,0.22,0.235,0.241,0.08
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.061,0.078,0.199,0.325,0.387,0.45
"P30","A los candidatos del Frente de Izquierda",0.003,0.012,0.043,0.063,0.041,0
"P30","No sabe",0.044,0.083,0.215,0.163,0.155,0.25
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.458,0.544,0.352,0.263,0.238,0.254
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.425,0.284,0.23,0.27,0.31,0.054
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.066,0.084,0.175,0.264,0.325,0.428
"P31","A los candidatos del Frente de Izquierda",0.011,0.018,0.052,0.062,0.035,0
"P31","No sabe",0.04,0.07,0.191,0.141,0.092,0.264
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.396,0.493,0.298,0.208,0.182,0.232
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.396,0.265,0.23,0.235,0.241,0.085
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.077,0.078,0.185,0.336,0.395,0.45
"P32","A los candidatos del Frente de Izquierda",0.04,0.028,0.076,0.061,0.038,0
"P32","No sabe",0.091,0.136,0.211,0.16,0.144,0.233
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.407,0.489,0.34,0.219,0.231,0.268
