"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.655,0.565,0.584,0.491
"P05","Realizo changas o trabajos de vez en cuando",0.056,0.151,0.131,0.141
"P05","No tengo trabajo",0.066,0.122,0.131,0.14
"P05","Soy jubilado o pensionado",0.223,0.162,0.154,0.228
"P06","1",0.114,0.259,0.364,0.315
"P06","2",0.044,0.053,0.067,0.055
"P06","3",0.022,0.035,0.089,0.075
"P06","4",0.032,0.059,0.07,0.089
"P06","5",0.173,0.251,0.23,0.225
"P06","6",0.069,0.056,0.031,0.049
"P06","7",0.185,0.082,0.033,0.046
"P06","8",0.091,0.04,0.035,0.035
"P06","9",0.27,0.165,0.081,0.111
"P07","1",0.434,0.304,0.16,0.233
"P07","2",0.075,0.042,0.041,0.042
"P07","3",0.074,0.061,0.037,0.049
"P07","4",0.043,0.046,0.037,0.043
"P07","5",0.15,0.232,0.209,0.182
"P07","6",0.036,0.048,0.063,0.047
"P07","7",0.051,0.059,0.082,0.063
"P07","8",0.034,0.048,0.07,0.085
"P07","9",0.103,0.16,0.301,0.256
"P08","1",0.706,0.434,0.227,0.316
"P08","2",0.027,0.027,0.035,0.035
"P08","3",0.035,0.022,0.029,0.021
"P08","4",0.015,0.038,0.032,0.028
"P08","5",0.08,0.098,0.144,0.134
"P08","6",0.006,0.019,0.029,0.029
"P08","7",0.009,0.037,0.047,0.048
"P08","8",0.016,0.036,0.055,0.03
"P08","9",0.106,0.289,0.402,0.359
"P10","Del Frente de Todos y el peronismo",0.841,0.407,0.065,0.201
"P10","De Cambiemos",0.073,0.278,0.488,0.346
"P10","De los Liberales libertarios",0.035,0.147,0.342,0.257
"P10","De la Izquierda",0.02,0.059,0.024,0.04
"P10","No sabe",0.031,0.109,0.081,0.156
"P11","A Alberto Fernández",0.118,0.199,0.187,0.207
"P11","A Sergio Massa",0.224,0.17,0.158,0.159
"P11","A algún candidato del peronismo",0.114,0.123,0.307,0.152
"P11","A algún candidato del kirchnerismo",0.544,0.508,0.348,0.482
"P12","A Alberto Fernández",0.036,0.116,0.105,0.135
"P12","A Sergio Massa",0.133,0.134,0.117,0.108
"P12","A algún candidato del peronismo",0.065,0.15,0.251,0.078
"P12","A Cristina Fernández de Kirchner",0.766,0.6,0.527,0.679
"P13","A Horacio Rodriguez Larreta",0.267,0.322,0.2,0.279
"P13","A Patricia Bullrich",0.308,0.522,0.737,0.626
"P13","A Facundo Manes",0.407,0.114,0.029,0.072
"P13","A Gerardo Morales",0.018,0.042,0.034,0.023
"P14","Lo votaría",0.778,0.358,0.04,0.149
"P14","Puede que lo vote",0.069,0.104,0.052,0.097
"P14","Nunca lo votaría",0.079,0.469,0.883,0.684
"P14","No sabe",0.074,0.069,0.025,0.07
"P15","Lo votaría",0.265,0.096,0.015,0.038
"P15","Puede que lo vote",0.472,0.25,0.036,0.147
"P15","Nunca lo votaría",0.179,0.521,0.9,0.664
"P15","No sabe",0.084,0.133,0.049,0.151
"P16","Lo votaría",0.038,0.152,0.236,0.188
"P16","Puede que lo vote",0.099,0.209,0.307,0.273
"P16","Nunca lo votaría",0.826,0.545,0.404,0.375
"P16","No sabe",0.037,0.094,0.053,0.164
"P17","Lo votaría",0.022,0.113,0.249,0.132
"P17","Puede que lo vote",0.039,0.197,0.354,0.234
"P17","Nunca lo votaría",0.914,0.568,0.332,0.367
"P17","No sabe",0.025,0.122,0.065,0.267
"P18","Lo votaría",0.237,0.131,0.046,0.092
"P18","Puede que lo vote",0.424,0.241,0.08,0.158
"P18","Nunca lo votaría",0.283,0.543,0.85,0.647
"P18","No sabe",0.056,0.085,0.024,0.103
"P19","Lo votaría",0.059,0.079,0.048,0.074
"P19","Puede que lo vote",0.094,0.167,0.175,0.177
"P19","Nunca lo votaría",0.808,0.679,0.726,0.599
"P19","No sabe",0.039,0.075,0.051,0.15
"P20","Lo votaría",0.022,0.118,0.288,0.202
"P20","Puede que lo vote",0.042,0.198,0.345,0.232
"P20","Nunca lo votaría",0.922,0.579,0.306,0.403
"P20","No sabe",0.014,0.105,0.061,0.163
"P21","Lo votaría",0.005,0.029,0.081,0.033
"P21","Puede que lo vote",0.047,0.128,0.167,0.091
"P21","Nunca lo votaría",0.792,0.594,0.523,0.41
"P21","No sabe",0.156,0.249,0.229,0.466
"P22","Lo votaría",0.165,0.095,0.021,0.047
"P22","Puede que lo vote",0.448,0.174,0.048,0.138
"P22","Nunca lo votaría",0.316,0.589,0.868,0.69
"P22","No sabe",0.071,0.142,0.063,0.125
"P23","Lo votaría",0.033,0.04,0.075,0.025
"P23","Puede que lo vote",0.096,0.141,0.217,0.053
"P23","Nunca lo votaría",0.668,0.572,0.569,0.449
"P23","No sabe",0.203,0.247,0.139,0.473
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.242,0.143,0.023,0.067
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.486,0.245,0.05,0.117
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.117,0.189,0.415,0.265
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.07,0.14,0.108,0.129
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.003,0.024,0.058,0.048
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.035,0.052,0.038,0.054
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.002,0.008,0.02,0.019
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.01,0.109,0.227,0.187
"P24","A los candidatos del Frente de Izquierda",0.008,0.033,0.009,0.013
"P24","No sabe",0.027,0.057,0.052,0.101
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.165,0.113,0.027,0.085
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.651,0.28,0.031,0.116
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.039,0.175,0.401,0.248
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.02,0.134,0.089,0.126
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.012,0.021,0.04,0.042
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.042,0.039,0.045,0.054
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.001,0.01,0.032,0.028
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.02,0.129,0.277,0.208
"P25","A los candidatos del Frente de Izquierda",0.014,0.044,0.016,0.015
"P25","No sabe",0.036,0.055,0.042,0.078
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.679,0.303,0.054,0.166
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.073,0.174,0.381,0.243
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.082,0.105,0.092,0.097
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.019,0.06,0.075,0.089
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.011,0.048,0.035,0.028
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.003,0.005,0.026,0.021
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.025,0.11,0.187,0.19
"P26","A los candidatos del Frente de Izquierda",0.018,0.078,0.105,0.085
"P26","No sabe",0.09,0.117,0.045,0.081
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.766,0.339,0.05,0.177
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.045,0.178,0.418,0.258
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.04,0.122,0.102,0.142
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.038,0.048,0.042,0.05
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.007,0.012,0.035,0.017
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.02,0.127,0.209,0.201
"P27","A los candidatos del Frente de Izquierda",0.02,0.055,0.051,0.039
"P27","No sabe",0.064,0.119,0.093,0.116
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.719,0.295,0.028,0.186
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.047,0.184,0.422,0.247
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.018,0.124,0.105,0.13
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.035,0.055,0.054,0.048
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.003,0.015,0.038,0.017
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.019,0.116,0.247,0.229
"P28","A los candidatos del Frente de Izquierda",0.039,0.064,0.031,0.042
"P28","No sabe",0.12,0.147,0.075,0.101
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.76,0.3,0.059,0.174
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.045,0.181,0.422,0.247
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.023,0.118,0.095,0.131
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.021,0.045,0.043,0.043
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.001,0.011,0.031,0.017
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.031,0.133,0.258,0.238
"P29","A los candidatos del Frente de Izquierda",0.034,0.074,0.029,0.037
"P29","No sabe",0.085,0.138,0.063,0.113
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.608,0.335,0.142,0.236
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.261,0.259,0.261,0.242
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.021,0.183,0.411,0.285
"P30","A los candidatos del Frente de Izquierda",0.033,0.074,0.026,0.032
"P30","No sabe",0.077,0.149,0.16,0.205
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.61,0.366,0.205,0.271
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.27,0.254,0.329,0.263
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.02,0.178,0.338,0.273
