"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.008,0.01,0.015,0.01
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.027,0.094,0.024,0.036
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0,0.003,0.004,0.001
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.02,0.016,0.013,0.006
"P25","A los candidatos del Frente de Izquierda",0.011,0.01,0.014,0.007
"P25","No sabe",0.045,0.113,0.143,0.063
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.547,0.756,0.561,0.687
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.141,0.011,0.088,0.024
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.036,0.089,0.101,0.047
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.087,0.036,0.002,0.005
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.012,0.016,0.023,0.016
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.002,0.003,0.01,0.005
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.015,0.009,0.014,0.015
"P26","A los candidatos del Frente de Izquierda",0.025,0.001,0.045,0.033
"P26","No sabe",0.135,0.079,0.156,0.168
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.713,0.669,0.608,0.765
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.069,0.042,0.11,0.006
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.068,0.065,0.052,0.03
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.062,0.069,0.026,0.033
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.003,0.019,0.005,0.001
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.011,0.014,0.009,0.005
"P27","A los candidatos del Frente de Izquierda",0.01,0.015,0.026,0.026
"P27","No sabe",0.064,0.107,0.164,0.134
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.784,0.727,0.564,0.698
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.086,0.012,0.114,0.01
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.053,0.032,0.028,0.007
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.009,0.054,0.044,0.014
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0,0,0.029,0.014
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.002,0.004,0.027,0.006
"P28","A los candidatos del Frente de Izquierda",0.008,0.023,0.018,0.046
"P28","No sabe",0.058,0.148,0.176,0.205
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.71,0.778,0.585,0.739
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.075,0.018,0.13,0.006
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.066,0.058,0.033,0.024
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0,0.022,0.017,0.006
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.013,0,0.018,0.004
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.033,0.026,0.019,0.022
"P29","A los candidatos del Frente de Izquierda",0.027,0.029,0.023,0.039
"P29","No sabe",0.076,0.069,0.175,0.16
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.599,0.596,0.553,0.583
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.206,0.252,0.22,0.269
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.019,0.01,0.082,0.006
"P30","A los candidatos del Frente de Izquierda",0.044,0.019,0.04,0.036
"P30","No sabe",0.132,0.123,0.105,0.106
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.666,0.591,0.596,0.589
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.22,0.285,0.204,0.279
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.015,0.018,0.056,0.008
"P31","A los candidatos del Frente de Izquierda",0.026,0.017,0.026,0.032
"P31","No sabe",0.073,0.089,0.118,0.092
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.697,0.486,0.519,0.497
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.207,0.28,0.227,0.238
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.034,0.046,0.07,0.007
"P32","A los candidatos del Frente de Izquierda",0.002,0.043,0.028,0.06
"P32","No sabe",0.06,0.145,0.156,0.198
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.66,0.542,0.482,0.515
"P33","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.25,0.262,0.277,0.237
"P33","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.035,0.028,0.062,0.009
"P33","A los candidatos del Frente de Izquierda",0.022,0.039,0.027,0.062
"P33","No sabe",0.033,0.129,0.152,0.177
"P34","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.621,0.629,0.497,0.535
"P34","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.225,0.3,0.274,0.261
"P34","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.039,0.002,0.073,0.006
"P34","A los candidatos del Frente de Izquierda",0.042,0.023,0.022,0.051
"P34","No sabe",0.073,0.046,0.134,0.147
"P35","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.778,0.819,0.653,0.752
"P35","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.084,0.091,0.155,0.047
"P35","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.008,0.018,0.054,0.006
"P35","A los candidatos del Frente de Izquierda",0.01,0.015,0.027,0.046
"P35","No sabe",0.12,0.057,0.111,0.149
"P36","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.766,0.746,0.707,0.895
"P36","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.038,0.036,0.1,0.025
"P36","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.041,0.025,0.074,0.006
"P36","A los candidatos del Frente de Izquierda",0.008,0.015,0.011,0.009
"P36","No sabe",0.147,0.178,0.108,0.065
"P37","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.772,0.743,0.694,0.909
"P37","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.045,0.028,0.112,0.014
"P37","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.055,0.025,0.085,0.007
"P37","A los candidatos del Frente de Izquierda",0.005,0.015,0.005,0.008
"P37","No sabe",0.123,0.189,0.104,0.062
"P38","Muy buena",0.593,0.477,0.409,0.684
"P38","Buena",0.221,0.309,0.268,0.235
"P38","Ni buena ni mala",0.13,0.133,0.095,0.048
"P38","Mala",0.016,0.032,0.06,0.015
"P38","Muy mala",0.04,0.043,0.154,0.017
"P38","No sabe",0,0.006,0.014,0.001
"P39","Muy buena",0.606,0.639,0.497,0.827
"P39","Buena",0.19,0.213,0.187,0.132
"P39","Ni buena ni mala",0.139,0.084,0.08,0.02
"P39","Mala",0.01,0.039,0.045,0.01
"P39","Muy mala",0.047,0.025,0.184,0.009
"P39","No sabe",0.008,0,0.007,0.002
"P40","Muy buena",0.254,0.334,0.268,0.307
"P40","Buena",0.2,0.321,0.22,0.309
"P40","Ni buena ni mala",0.309,0.2,0.213,0.233
"P40","Mala",0.064,0.048,0.085,0.03
"P40","Muy mala",0.037,0.017,0.101,0.027
"P40","No sabe",0.136,0.08,0.113,0.094
"P41","Muy buena",0.112,0.047,0.027,0.019
"P41","Buena",0.102,0.059,0.098,0.031
"P41","Ni buena ni mala",0.304,0.24,0.246,0.121
"P41","Mala",0.196,0.313,0.306,0.293
"P41","Muy mala",0.191,0.281,0.26,0.504
"P41","No sabe",0.095,0.06,0.063,0.032
"P42","Muy buena",0.032,0.014,0.042,0.006
"P42","Buena",0.057,0.039,0.102,0.013
"P42","Ni buena ni mala",0.267,0.145,0.261,0.068
"P42","Mala",0.196,0.31,0.162,0.232
"P42","Muy mala",0.351,0.434,0.37,0.645
"P42","No sabe",0.097,0.058,0.063,0.036
"P43","Muy buena",0.048,0.014,0.052,0.001
"P43","Buena",0.011,0.008,0.078,0.021
"P43","Ni buena ni mala",0.304,0.19,0.274,0.158
"P43","Mala",0.15,0.252,0.15,0.198
"P43","Muy mala",0.315,0.335,0.268,0.489
"P43","No sabe",0.172,0.201,0.178,0.133
"P44","Muy buena",0.01,0.014,0.029,0.017
"P44","Buena",0.022,0.008,0.076,0.007
"P44","Ni buena ni mala",0.234,0.104,0.194,0.076
"P44","Mala",0.199,0.263,0.152,0.166
"P44","Muy mala",0.372,0.5,0.469,0.675
"P44","No sabe",0.163,0.111,0.08,0.059
"P45","Muy buena",0.039,0.023,0.064,0.014
"P45","Buena",0.035,0.021,0.054,0.004
"P45","Ni buena ni mala",0.197,0.098,0.169,0.046
"P45","Mala",0.217,0.218,0.153,0.16
"P45","Muy mala",0.407,0.584,0.493,0.76
"P45","No sabe",0.105,0.056,0.067,0.016
"P46","Muy buena",0.103,0.031,0.105,0.021
"P46","Buena",0.062,0.099,0.104,0.049
"P46","Ni buena ni mala",0.229,0.282,0.272,0.202
"P46","Mala",0.15,0.255,0.18,0.226
"P46","Muy mala",0.36,0.289,0.302,0.479
"P46","No sabe",0.096,0.044,0.037,0.023
"P47","Muy buena",0.222,0.148,0.187,0.211
"P47","Buena",0.204,0.317,0.284,0.332
"P47","Ni buena ni mala",0.23,0.361,0.246,0.268
"P47","Mala",0.063,0.079,0.081,0.11
"P47","Muy mala",0.177,0.069,0.176,0.057
"P47","No sabe",0.104,0.026,0.026,0.022
"P48","Muy buena",0.274,0.111,0.059,0.071
"P48","Buena",0.357,0.377,0.328,0.392
"P48","Ni buena ni mala",0.205,0.337,0.327,0.357
"P48","Mala",0.089,0.129,0.114,0.155
"P48","Muy mala",0.05,0.042,0.163,0.017
"P48","No sabe",0.025,0.004,0.009,0.008
"P49","Muy buena",0.345,0.136,0.102,0.062
"P49","Buena",0.358,0.339,0.298,0.295
"P49","Ni buena ni mala",0.144,0.306,0.245,0.371
"P49","Mala",0.103,0.148,0.141,0.209
"P49","Muy mala",0.05,0.063,0.205,0.058
"P49","No sabe",0,0.008,0.009,0.005
"P50","Muy buena",0.634,0.602,0.449,0.877
"P50","Buena",0.162,0.172,0.188,0.051
"P50","Ni buena ni mala",0.088,0.104,0.124,0.043
"P50","Mala",0.051,0.059,0.06,0.014
"P50","Muy mala",0.065,0.063,0.172,0.015
"P50","No sabe",0,0,0.007,0
"P51","Muy buena",0.231,0.109,0.104,0.058
"P51","Buena",0.04,0.037,0.05,0.007
"P51","Ni buena ni mala",0.051,0.037,0.019,0.017
"P51","Mala",0.212,0.164,0.193,0.092
"P51","Muy mala",0.432,0.653,0.621,0.824
"P51","No sabe",0.034,0,0.013,0.002
"P52","Muy buena",0.03,0.04,0.048,0.006
"P52","Buena",0.066,0.02,0.149,0.005
"P52","Ni buena ni mala",0.137,0.127,0.147,0.042
"P52","Mala",0.283,0.303,0.158,0.181
"P52","Muy mala",0.459,0.502,0.486,0.764
"P52","No sabe",0.025,0.008,0.012,0.002
"P53","Muy buena",0.167,0.393,0.043,0.052
"P53","Buena",0.306,0.387,0.336,0.364
"P53","Ni buena ni mala",0.264,0.097,0.366,0.361
"P53","Mala",0.118,0.056,0.059,0.137
"P53","Muy mala",0.111,0.067,0.154,0.073
"P53","No sabe",0.034,0,0.042,0.013
"P54","Muy buena",0.076,0.054,0.064,0.009
"P54","Buena",0.113,0.08,0.085,0.018
"P54","Ni buena ni mala",0.079,0.081,0.096,0.053
"P54","Mala",0.24,0.117,0.134,0.1
"P54","Muy mala",0.457,0.661,0.579,0.816
"P54","No sabe",0.035,0.007,0.042,0.004
"P55","Muy buena",0.054,0.014,0.055,0.009
"P55","Buena",0.033,0.075,0.1,0.011
"P55","Ni buena ni mala",0.086,0.088,0.139,0.019
"P55","Mala",0.179,0.103,0.121,0.1
"P55","Muy mala",0.558,0.717,0.576,0.861
"P55","No sabe",0.09,0.003,0.009,0
"P56","Muy buena",0.061,0.01,0.037,0.004
"P56","Buena",0.071,0.057,0.116,0.007
"P56","Ni buena ni mala",0.05,0.036,0.097,0.007
"P56","Mala",0.212,0.199,0.16,0.123
"P56","Muy mala",0.55,0.695,0.576,0.858
"P56","No sabe",0.056,0.003,0.014,0.001
"P57","Muy buena",0.153,0.192,0.205,0.155
"P57","Buena",0.324,0.425,0.34,0.46
"P57","Ni buena ni mala",0.187,0.176,0.22,0.265
"P57","Mala",0.085,0.067,0.073,0.048
"P57","Muy mala",0.234,0.137,0.154,0.072
"P57","No sabe",0.017,0.003,0.008,0
"P58","Muy buena",0.033,0.056,0.057,0.028
"P58","Buena",0.208,0.222,0.15,0.083
"P58","Ni buena ni mala",0.317,0.38,0.418,0.38
"P58","Mala",0.164,0.168,0.205,0.253
"P58","Muy mala",0.155,0.134,0.099,0.224
"P58","No sabe",0.123,0.04,0.071,0.032
"P59","Siempre",0.299,0.313,0.249,0.304
"P59","Casi siempre",0.416,0.396,0.433,0.425
"P59","Casi nunca",0.144,0.195,0.257,0.207
"P59","Nunca, pero esta es una excepción",0.141,0.096,0.061,0.064
"P60","Si",0.652,0.517,0.57,0.609
"P60","No",0.348,0.483,0.43,0.391
