"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.294,0.265,0.322,0.236,0.286,0.333,0.309,0.287,0.293,0.302,0.305,0.27,0.474,0.217,0.186
"Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.263,0.231,0.294,0.161,0.228,0.302,0.375,0.268,0.247,0.282,0.267,0.255,0.234,0.336,0.245
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.244,0.328,0.162,0.397,0.282,0.186,0.106,0.247,0.257,0.22,0.238,0.256,0.102,0.275,0.294
"A los candidatos del Frente de Izquierda",0.037,0.04,0.033,0.046,0.053,0.017,0.021,0.035,0.037,0.038,0.038,0.034,0.039,0.018,0.016
"No sabe",0.162,0.136,0.189,0.16,0.151,0.162,0.189,0.163,0.166,0.158,0.152,0.185,0.151,0.154,0.259
