"var","categoria","Si","No"
"P23","Puede que lo vote",0.158,0.136
"P23","Nunca lo votaría",0.567,0.586
"P23","No sabe",0.221,0.232
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.098,0.108
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.211,0.168
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.294,0.269
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.116,0.11
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.032,0.042
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.031,0.056
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.011,0.017
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.151,0.149
"P24","A los candidatos del Frente de Izquierda",0.015,0.014
"P24","No sabe",0.041,0.067
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.081,0.073
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.247,0.211
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.258,0.251
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.088,0.098
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.028,0.036
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.048,0.038
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.014,0.027
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.181,0.184
"P25","A los candidatos del Frente de Izquierda",0.019,0.019
"P25","No sabe",0.036,0.063
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.266,0.242
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.251,0.258
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.099,0.088
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.057,0.068
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.028,0.034
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.014,0.019
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.147,0.13
"P26","A los candidatos del Frente de Izquierda",0.073,0.078
"P26","No sabe",0.065,0.083
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.298,0.261
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.27,0.261
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.097,0.108
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.041,0.046
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.022,0.017
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.155,0.152
"P27","A los candidatos del Frente de Izquierda",0.044,0.035
"P27","No sabe",0.073,0.12
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.268,0.232
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.258,0.284
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.096,0.094
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.046,0.057
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.02,0.023
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.181,0.155
"P28","A los candidatos del Frente de Izquierda",0.04,0.045
"P28","No sabe",0.091,0.11
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.294,0.26
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.256,0.282
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.094,0.093
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.036,0.041
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.017,0.02
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.188,0.165
"P29","A los candidatos del Frente de Izquierda",0.038,0.041
"P29","No sabe",0.077,0.098
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.31,0.274
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.278,0.241
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.257,0.278
"P30","A los candidatos del Frente de Izquierda",0.033,0.035
"P30","No sabe",0.122,0.172
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.329,0.337
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.312,0.278
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.231,0.224
"P31","A los candidatos del Frente de Izquierda",0.036,0.037
"P31","No sabe",0.092,0.124
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.287,0.266
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.272,0.236
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.265,0.278
"P32","A los candidatos del Frente de Izquierda",0.049,0.042
"P32","No sabe",0.127,0.178
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.314,0.294
"P33","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.299,0.272
"P33","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.238,0.237
"P33","A los candidatos del Frente de Izquierda",0.044,0.041
"P33","No sabe",0.105,0.156
"P34","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.31,0.298
"P34","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.279,0.235
"P34","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.255,0.277
"P34","A los candidatos del Frente de Izquierda",0.046,0.036
"P34","No sabe",0.11,0.154
"P35","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.303,0.284
"P35","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.328,0.336
"P35","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.235,0.222
"P35","A los candidatos del Frente de Izquierda",0.042,0.032
"P35","No sabe",0.092,0.126
"P36","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.323,0.271
"P36","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.296,0.269
"P36","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.264,0.286
"P36","A los candidatos del Frente de Izquierda",0.024,0.025
"P36","No sabe",0.093,0.149
"P37","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.32,0.282
"P37","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.336,0.332
"P37","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.238,0.237
"P37","A los candidatos del Frente de Izquierda",0.026,0.021
"P37","No sabe",0.08,0.128
"P38","Muy buena",0.238,0.208
"P38","Buena",0.133,0.101
"P38","Ni buena ni mala",0.087,0.104
"P38","Mala",0.087,0.1
"P38","Muy mala",0.447,0.475
"P38","No sabe",0.008,0.012
"P39","Muy buena",0.26,0.235
"P39","Buena",0.078,0.081
"P39","Ni buena ni mala",0.07,0.067
"P39","Mala",0.073,0.09
"P39","Muy mala",0.51,0.513
"P39","No sabe",0.009,0.014
"P40","Muy buena",0.111,0.106
"P40","Buena",0.116,0.099
"P40","Ni buena ni mala",0.199,0.195
"P40","Mala",0.104,0.123
"P40","Muy mala",0.303,0.304
"P40","No sabe",0.167,0.173
"P41","Muy buena",0.125,0.114
"P41","Buena",0.175,0.172
"P41","Ni buena ni mala",0.234,0.237
"P41","Mala",0.167,0.185
"P41","Muy mala",0.245,0.224
"P41","No sabe",0.054,0.068
"P42","Muy buena",0.128,0.117
"P42","Buena",0.183,0.177
"P42","Ni buena ni mala",0.222,0.212
"P42","Mala",0.129,0.16
"P42","Muy mala",0.282,0.258
"P42","No sabe",0.056,0.076
"P43","Muy buena",0.077,0.087
"P43","Buena",0.138,0.133
"P43","Ni buena ni mala",0.28,0.276
"P43","Mala",0.106,0.097
"P43","Muy mala",0.228,0.222
"P43","No sabe",0.171,0.185
"P44","Muy buena",0.051,0.054
"P44","Buena",0.113,0.124
"P44","Ni buena ni mala",0.295,0.301
"P44","Mala",0.141,0.129
"P44","Muy mala",0.298,0.274
"P44","No sabe",0.102,0.118
"P45","Muy buena",0.139,0.158
"P45","Buena",0.191,0.186
"P45","Ni buena ni mala",0.216,0.2
"P45","Mala",0.122,0.114
"P45","Muy mala",0.277,0.281
"P45","No sabe",0.055,0.061
"P46","Muy buena",0.057,0.074
"P46","Buena",0.128,0.121
"P46","Ni buena ni mala",0.293,0.291
"P46","Mala",0.192,0.175
"P46","Muy mala",0.291,0.284
"P46","No sabe",0.039,0.055
"P47","Muy buena",0.073,0.076
"P47","Buena",0.135,0.107
"P47","Ni buena ni mala",0.172,0.17
"P47","Mala",0.126,0.118
"P47","Muy mala",0.46,0.473
"P47","No sabe",0.034,0.056
"P48","Muy buena",0.04,0.045
"P48","Buena",0.142,0.131
"P48","Ni buena ni mala",0.145,0.143
"P48","Mala",0.124,0.109
"P48","Muy mala",0.541,0.552
"P48","No sabe",0.008,0.02
"P49","Muy buena",0.05,0.06
"P49","Buena",0.122,0.105
"P49","Ni buena ni mala",0.14,0.127
"P49","Mala",0.125,0.126
"P49","Muy mala",0.558,0.571
"P49","No sabe",0.005,0.011
"P50","Muy buena",0.275,0.246
"P50","Buena",0.053,0.05
"P50","Ni buena ni mala",0.053,0.049
"P50","Mala",0.045,0.061
"P50","Muy mala",0.571,0.577
"P50","No sabe",0.003,0.017
"P51","Muy buena",0.207,0.203
"P51","Buena",0.148,0.127
"P51","Ni buena ni mala",0.115,0.125
"P51","Mala",0.102,0.138
"P51","Muy mala",0.423,0.396
"P51","No sabe",0.005,0.011
"P52","Muy buena",0.118,0.106
"P52","Buena",0.192,0.187
"P52","Ni buena ni mala",0.186,0.193
"P52","Mala",0.14,0.153
"P52","Muy mala",0.358,0.345
"P52","No sabe",0.006,0.016
"P53","Muy buena",0.064,0.071
"P53","Buena",0.165,0.165
"P53","Ni buena ni mala",0.169,0.159
"P53","Mala",0.121,0.111
"P53","Muy mala",0.469,0.478
"P53","No sabe",0.012,0.016
"P54","Muy buena",0.285,0.246
"P54","Buena",0.17,0.156
"P54","Ni buena ni mala",0.089,0.119
"P54","Mala",0.083,0.1
"P54","Muy mala",0.367,0.359
"P54","No sabe",0.006,0.02
"P55","Muy buena",0.231,0.212
"P55","Buena",0.125,0.124
"P55","Ni buena ni mala",0.163,0.185
"P55","Mala",0.098,0.102
"P55","Muy mala",0.365,0.343
"P55","No sabe",0.018,0.034
"P56","Muy buena",0.161,0.136
"P56","Buena",0.196,0.195
"P56","Ni buena ni mala",0.142,0.155
"P56","Mala",0.117,0.139
"P56","Muy mala",0.376,0.359
"P56","No sabe",0.008,0.016
"P57","Muy buena",0.089,0.084
"P57","Buena",0.196,0.167
"P57","Ni buena ni mala",0.17,0.163
"P57","Mala",0.116,0.147
"P57","Muy mala",0.425,0.425
"P57","No sabe",0.004,0.014
"P58","Muy buena",0.064,0.087
"P58","Buena",0.15,0.166
"P58","Ni buena ni mala",0.359,0.315
"P58","Mala",0.164,0.172
"P58","Muy mala",0.211,0.208
"P58","No sabe",0.052,0.052
"P59","Siempre",0.399,0.177
"P59","Casi siempre",0.362,0.436
"P59","Casi nunca",0.184,0.258
"P59","Nunca, pero esta es una excepción",0.055,0.129
