"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Tengo trabajo estable",0.531,0.569,0.542,0.443
"P05","Realizo changas o trabajos de vez en cuando",0.181,0.137,0.149,0.193
"P05","No tengo trabajo",0.099,0.127,0.134,0.182
"P05","Soy jubilado o pensionado",0.189,0.167,0.175,0.182
"P06","1",0.236,0.163,0.35,0.265
"P06","2",0.055,0.05,0.064,0.045
"P06","3",0.011,0.032,0.068,0.029
"P06","4",0.019,0.045,0.073,0.053
"P06","5",0.171,0.19,0.225,0.284
"P06","6",0.057,0.079,0.04,0.037
"P06","7",0.107,0.157,0.039,0.073
"P06","8",0.061,0.072,0.034,0.033
"P06","9",0.283,0.212,0.107,0.181
"P07","1",0.44,0.377,0.202,0.331
"P07","2",0.064,0.073,0.034,0.076
"P07","3",0.037,0.076,0.037,0.036
"P07","4",0.023,0.064,0.04,0.06
"P07","5",0.158,0.194,0.217,0.219
"P07","6",0.038,0.039,0.053,0.021
"P07","7",0.047,0.045,0.066,0.048
"P07","8",0.036,0.026,0.076,0.05
"P07","9",0.157,0.106,0.275,0.159
"P08","1",0.595,0.583,0.285,0.405
"P08","2",0.027,0.029,0.034,0.038
"P08","3",0.033,0.024,0.025,0.03
"P08","4",0.012,0.021,0.027,0.019
"P08","5",0.07,0.094,0.131,0.14
"P08","6",0.022,0.02,0.022,0.016
"P08","7",0.011,0.018,0.04,0.028
"P08","8",0.016,0.025,0.049,0.029
"P08","9",0.214,0.186,0.387,0.295
"P10","Del Frente de Todos y el peronismo",0.697,0.687,0.107,0.374
"P10","De Cambiemos",0.089,0.111,0.428,0.143
"P10","De los Liberales libertarios",0.056,0.062,0.297,0.11
"P10","De la Izquierda",0.048,0.037,0.04,0.048
"P10","No sabe",0.11,0.103,0.128,0.325
"P11","A Alberto Fernández",0.127,0.148,0.188,0.233
"P11","A Sergio Massa",0.204,0.166,0.211,0.2
"P11","A algún candidato del peronismo",0.173,0.138,0.254,0.103
"P11","A algún candidato del kirchnerismo",0.496,0.548,0.347,0.464
"P12","A Alberto Fernández",0.077,0.08,0.123,0.125
"P12","A Sergio Massa",0.132,0.114,0.164,0.077
"P12","A algún candidato del peronismo",0.116,0.084,0.227,0.08
"P12","A Cristina Fernández de Kirchner",0.675,0.722,0.486,0.718
"P13","A Horacio Rodriguez Larreta",0.39,0.386,0.233,0.43
"P13","A Patricia Bullrich",0.238,0.345,0.656,0.385
"P13","A Facundo Manes",0.25,0.191,0.06,0.073
"P13","A Gerardo Morales",0.122,0.078,0.051,0.112
"P14","Lo votaría",0.717,0.583,0.095,0.277
"P14","Puede que lo vote",0.097,0.166,0.049,0.107
"P14","Nunca lo votaría",0.114,0.192,0.826,0.283
"P14","No sabe",0.072,0.059,0.03,0.333
"P16","Lo votaría",0.162,0.059,0.207,0.069
