"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P25","A los candidatos del Frente de Izquierda",0,0.006,0.017,0.01
"P25","No sabe",0.041,0.143,0.126,0.069
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.552,0.843,0.451,0.676
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.069,0.031,0.119,0.038
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.044,0.028,0.093,0.064
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.055,0.05,0.025,0.014
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.024,0.009,0.06,0.009
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.004,0,0.012,0.005
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.012,0.003,0.022,0.015
"P26","A los candidatos del Frente de Izquierda",0.054,0.001,0.027,0.029
"P26","No sabe",0.186,0.035,0.191,0.15
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.675,0.654,0.53,0.761
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.047,0.068,0.153,0.013
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.09,0.06,0.08,0.033
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.076,0.066,0.049,0.034
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.006,0.031,0,0.002
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.004,0.006,0.015,0.008
"P27","A los candidatos del Frente de Izquierda",0.014,0,0.039,0.023
"P27","No sabe",0.088,0.115,0.134,0.126
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.766,0.715,0.496,0.718
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.112,0.036,0.157,0.01
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.024,0.039,0.043,0.016
"P28","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.019,0.06,0.04,0.017
"P28","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0,0,0.027,0.013
"P28","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.005,0.002,0.025,0.007
"P28","A los candidatos del Frente de Izquierda",0.005,0.005,0.027,0.04
"P28","No sabe",0.069,0.143,0.185,0.179
"P29","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.665,0.806,0.496,0.743
"P29","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.109,0.051,0.18,0.006
"P29","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.051,0.048,0.028,0.037
"P29","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0,0.024,0.029,0.006
"P29","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.019,0.004,0.026,0.003
"P29","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.013,0.024,0.04,0.023
"P29","A los candidatos del Frente de Izquierda",0.023,0.003,0.026,0.039
"P29","No sabe",0.12,0.04,0.175,0.143
"P30","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.628,0.594,0.497,0.59
"P30","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.173,0.229,0.236,0.263
"P30","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.027,0.013,0.11,0.007
"P30","A los candidatos del Frente de Izquierda",0.062,0.018,0.053,0.032
"P30","No sabe",0.11,0.146,0.104,0.108
"P31","Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.663,0.609,0.536,0.603
"P31","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.202,0.232,0.227,0.277
"P31","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.018,0.02,0.086,0.008
"P31","A los candidatos del Frente de Izquierda",0.026,0.019,0.031,0.029
"P31","No sabe",0.091,0.12,0.12,0.083
"P32","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.694,0.507,0.438,0.526
"P32","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.25,0.257,0.22,0.24
"P32","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.049,0.047,0.1,0.012
"P32","A los candidatos del Frente de Izquierda",0,0.045,0.042,0.048
"P32","No sabe",0.007,0.144,0.2,0.174
"P33","Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.704,0.549,0.462,0.529
"P33","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.245,0.256,0.246,0.249
"P33","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.051,0.023,0.07,0.015
"P33","A los candidatos del Frente de Izquierda",0,0.037,0.054,0.052
"P33","No sabe",0,0.135,0.168,0.155
"P34","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.624,0.656,0.42,0.557
"P34","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.155,0.298,0.248,0.272
"P34","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.059,0.003,0.118,0.005
"P34","A los candidatos del Frente de Izquierda",0.031,0.008,0.063,0.044
"P34","No sabe",0.131,0.035,0.151,0.122
"P35","Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.754,0.821,0.588,0.768
"P35","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.114,0.101,0.15,0.057
"P35","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.016,0.028,0.074,0.004
"P35","A los candidatos del Frente de Izquierda",0.009,0.005,0.057,0.036
"P35","No sabe",0.107,0.045,0.131,0.135
"P36","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.662,0.709,0.562,0.895
"P36","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.046,0.047,0.133,0.024
"P36","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.062,0.039,0.108,0.006
"P36","A los candidatos del Frente de Izquierda",0.015,0.02,0.015,0.007
"P36","No sabe",0.215,0.185,0.182,0.068
"P37","Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.646,0.692,0.555,0.907
"P37","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.043,0.037,0.15,0.017
"P37","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.071,0.039,0.107,0.011
"P37","A los candidatos del Frente de Izquierda",0.009,0.016,0.007,0.007
"P37","No sabe",0.231,0.216,0.181,0.058
"P38","Muy buena",0.443,0.43,0.304,0.677
"P38","Buena",0.283,0.32,0.246,0.238
"P38","Ni buena ni mala",0.146,0.179,0.18,0.046
"P38","Mala",0.019,0.021,0.073,0.019
"P38","Muy mala",0.109,0.05,0.187,0.016
"P38","No sabe",0,0,0.01,0.004
"P39","Muy buena",0.603,0.579,0.386,0.794
"P39","Buena",0.196,0.277,0.184,0.138
"P39","Ni buena ni mala",0.07,0.089,0.155,0.038
"P39","Mala",0.022,0.017,0.068,0.014
"P39","Muy mala",0.109,0.038,0.197,0.013
"P39","No sabe",0,0,0.01,0.003
"P40","Muy buena",0.221,0.278,0.188,0.327
"P40","Buena",0.075,0.321,0.183,0.311
"P40","Ni buena ni mala",0.388,0.243,0.349,0.202
"P40","Mala",0.069,0.048,0.091,0.037
"P40","Muy mala",0.055,0.026,0.112,0.025
"P40","No sabe",0.192,0.084,0.077,0.098
"P41","Muy buena",0.101,0.067,0.036,0.029
"P41","Buena",0.05,0.033,0.13,0.05
"P41","Ni buena ni mala",0.356,0.276,0.337,0.135
"P41","Mala",0.235,0.309,0.284,0.285
"P41","Muy mala",0.097,0.273,0.149,0.461
"P41","No sabe",0.161,0.042,0.064,0.04
"P42","Muy buena",0.061,0.021,0.055,0.005
"P42","Buena",0.039,0.063,0.115,0.02
"P42","Ni buena ni mala",0.425,0.212,0.302,0.074
"P42","Mala",0.188,0.278,0.225,0.23
"P42","Muy mala",0.147,0.4,0.245,0.622
"P42","No sabe",0.14,0.026,0.058,0.049
"P43","Muy buena",0.02,0.047,0.035,0.009
"P43","Buena",0.006,0.013,0.088,0.019
"P43","Ni buena ni mala",0.52,0.235,0.291,0.151
"P43","Mala",0.113,0.205,0.225,0.198
"P43","Muy mala",0.1,0.352,0.185,0.473
"P43","No sabe",0.241,0.148,0.176,0.15
"P44","Muy buena",0.013,0.021,0.037,0.014
"P44","Buena",0.039,0.038,0.071,0.005
"P44","Ni buena ni mala",0.4,0.146,0.231,0.073
"P44","Mala",0.169,0.194,0.252,0.18
"P44","Muy mala",0.215,0.518,0.318,0.647
"P44","No sabe",0.164,0.083,0.091,0.081
"P45","Muy buena",0.076,0.021,0.101,0.011
"P45","Buena",0,0.057,0.071,0.006
"P45","Ni buena ni mala",0.293,0.142,0.179,0.055
"P45","Mala",0.277,0.193,0.206,0.164
"P45","Muy mala",0.208,0.557,0.381,0.73
"P45","No sabe",0.146,0.03,0.062,0.034
"P46","Muy buena",0.139,0.062,0.112,0.025
"P46","Buena",0.081,0.094,0.066,0.063
"P46","Ni buena ni mala",0.314,0.28,0.274,0.208
"P46","Mala",0.157,0.237,0.21,0.216
"P46","Muy mala",0.182,0.294,0.273,0.459
"P46","No sabe",0.127,0.033,0.065,0.029
"P47","Muy buena",0.262,0.199,0.111,0.202
"P47","Buena",0.194,0.258,0.187,0.339
"P47","Ni buena ni mala",0.21,0.42,0.31,0.254
"P47","Mala",0.097,0.035,0.116,0.1
"P47","Muy mala",0.113,0.073,0.226,0.076
"P47","No sabe",0.124,0.015,0.05,0.029
"P48","Muy buena",0.313,0.141,0.041,0.092
"P48","Buena",0.475,0.317,0.219,0.399
"P48","Ni buena ni mala",0.102,0.343,0.332,0.344
"P48","Mala",0.035,0.148,0.188,0.134
"P48","Muy mala",0.075,0.047,0.207,0.02
"P48","No sabe",0,0.004,0.013,0.011
"P49","Muy buena",0.537,0.124,0.058,0.095
"P49","Buena",0.316,0.349,0.244,0.317
"P49","Ni buena ni mala",0.055,0.296,0.263,0.339
"P49","Mala",0.017,0.147,0.18,0.191
"P49","Muy mala",0.075,0.084,0.255,0.05
"P49","No sabe",0,0,0,0.008
"P50","Muy buena",0.587,0.517,0.295,0.843
"P50","Buena",0.188,0.208,0.219,0.069
"P50","Ni buena ni mala",0.109,0.103,0.178,0.049
"P50","Mala",0.033,0.067,0.072,0.024
"P50","Muy mala",0.083,0.105,0.226,0.015
"P50","No sabe",0,0,0.01,0
"P51","Muy buena",0.157,0.126,0.137,0.086
"P51","Buena",0.024,0.033,0.105,0.01
"P51","Ni buena ni mala",0.062,0.036,0.063,0.016
"P51","Mala",0.396,0.19,0.212,0.092
"P51","Muy mala",0.309,0.615,0.483,0.79
"P51","No sabe",0.052,0,0,0.006
"P52","Muy buena",0.019,0.067,0.085,0.005
"P52","Buena",0.118,0.026,0.123,0.018
"P52","Ni buena ni mala",0.174,0.119,0.242,0.051
"P52","Mala",0.406,0.285,0.164,0.195
"P52","Muy mala",0.251,0.499,0.361,0.727
"P52","No sabe",0.032,0.004,0.025,0.004
"P53","Muy buena",0.07,0.482,0.064,0.091
"P53","Buena",0.398,0.372,0.242,0.365
"P53","Ni buena ni mala",0.305,0.038,0.359,0.33
"P53","Mala",0.098,0.063,0.056,0.124
"P53","Muy mala",0.094,0.045,0.202,0.08
"P53","No sabe",0.035,0,0.077,0.01
"P54","Muy buena",0.064,0.117,0.078,0.012
"P54","Buena",0.093,0.117,0.06,0.038
"P54","Ni buena ni mala",0.085,0.054,0.182,0.053
"P54","Mala",0.358,0.128,0.126,0.107
"P54","Muy mala",0.364,0.58,0.516,0.779
"P54","No sabe",0.036,0.004,0.038,0.011
"P55","Muy buena",0.073,0.046,0.073,0.007
"P55","Buena",0.013,0.116,0.114,0.017
"P55","Ni buena ni mala",0.181,0.066,0.186,0.027
"P55","Mala",0.313,0.093,0.111,0.1
"P55","Muy mala",0.322,0.675,0.516,0.837
"P55","No sabe",0.098,0.004,0,0.012
"P56","Muy buena",0.079,0.042,0.048,0.004
"P56","Buena",0.04,0.071,0.141,0.021
"P56","Ni buena ni mala",0.109,0.05,0.066,0.015
"P56","Mala",0.333,0.164,0.283,0.12
"P56","Muy mala",0.347,0.669,0.456,0.834
"P56","No sabe",0.092,0.004,0.006,0.006
"P57","Muy buena",0.176,0.155,0.169,0.17
"P57","Buena",0.273,0.461,0.209,0.452
"P57","Ni buena ni mala",0.246,0.191,0.255,0.231
"P57","Mala",0.121,0.042,0.169,0.043
"P57","Muy mala",0.17,0.147,0.198,0.1
"P57","No sabe",0.014,0.004,0,0.004
"P58","Muy buena",0,0.055,0.065,0.035
"P58","Buena",0.165,0.242,0.182,0.111
"P58","Ni buena ni mala",0.329,0.355,0.37,0.384
"P58","Mala",0.125,0.2,0.218,0.228
"P58","Muy mala",0.204,0.13,0.105,0.196
"P58","No sabe",0.177,0.018,0.06,0.046
"P59","Siempre",0.273,0.318,0.227,0.307
"P59","Casi siempre",0.478,0.369,0.379,0.428
"P59","Casi nunca",0.135,0.206,0.308,0.191
"P59","Nunca, pero esta es una excepción",0.114,0.107,0.086,0.074
"P60","Si",0.652,0.536,0.465,0.615
"P60","No",0.348,0.464,0.535,0.385
