"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.276,0.25,0.301,0.219,0.284,0.298,0.281,0.276,0.275,0.276,0.29,0.247,0.574,0.103,0.099
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.249,0.239,0.259,0.169,0.199,0.286,0.379,0.249,0.236,0.27,0.254,0.239,0.078,0.433,0.269
"Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.101,0.073,0.129,0.084,0.086,0.117,0.125,0.098,0.097,0.109,0.103,0.095,0.054,0.161,0.164
"Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.046,0.048,0.045,0.03,0.053,0.049,0.044,0.054,0.044,0.041,0.038,0.063,0.021,0.055,0.099
"José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.021,0.026,0.015,0.031,0.02,0.017,0.018,0.02,0.02,0.022,0.022,0.019,0.009,0.022,0.042
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.159,0.216,0.103,0.272,0.193,0.107,0.056,0.166,0.172,0.133,0.139,0.202,0.069,0.155,0.211
"A los candidatos del Frente de Izquierda",0.039,0.04,0.038,0.059,0.048,0.025,0.019,0.035,0.036,0.047,0.039,0.037,0.05,0.014,0.013
"No sabe",0.109,0.108,0.11,0.136,0.117,0.101,0.078,0.102,0.12,0.102,0.115,0.098,0.145,0.057,0.103
