"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P05","Mucho",0.475,0.395,0.442,0.307
"P05","Bastante",0.301,0.33,0.296,0.183
"P05","Poco",0.121,0.154,0.168,0.241
"P05","Nada",0.079,0.093,0.09,0.194
"P05","No sabe",0.024,0.028,0.004,0.075
"P06","Siempre",0.225,0.177,0.195,0.157
"P06","Casi siempre",0.352,0.301,0.429,0.287
"P06","Casi nunca",0.241,0.316,0.269,0.312
"P06","Nunca, pero esta es una excepción",0.182,0.206,0.107,0.244
"P09","Unión por la Patria",0.638,0.011,0.143,0.113
"P09","Juntos por el Cambio",0.086,0.351,0.35,0.29
"P09","Juntos Somos Río Negro",0.078,0.111,0.088,0.135
"P09","Liberales",0.009,0.423,0.032,0.041
"P09","Izquierda",0.054,0.02,0.225,0.021
"P09","Otro",0.043,0.004,0.047,0.059
"P09","No sabe",0.092,0.08,0.115,0.341
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.557,0.006,0.063,0.079
"P10","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.232,0.008,0.062,0.056
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.029,0.295,0.284,0.263
"P10","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.025,0.033,0.134,0.133
"P10","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.077,0.033,0.066,0.064
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.001,0.603,0.085,0.051
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.023,0.001,0.105,0
"P10","En blanco",0.028,0.001,0.109,0.021
"P10","No sabe",0.028,0.02,0.092,0.333
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.159,0.81,0.322,0.052
"P14","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0,0,0,0
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.256,0.1,0,0.052
"P14","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.278,0.09,0.077,0
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.271,0,0,0.214
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0,0
"P14","En blanco",0.036,0,0.415,0.555
"P14","No sabe",0,0,0.186,0.127
"P17","Sí",0.583,0.581,0.611,0.525
"P17","No",0.417,0.419,0.389,0.475
"P18","Martín Soria a Diputado Nacional por Unión por la Patria",0.233,0.097,0.156,0.225
"P18","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.103,0.17,0.177,0.191
"P18","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.041,0.165,0.117,0.094
"P18","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.313,0.23,0.144,0.184
"P18","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.153,0.306,0.076,0.102
"P18","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.09,0.009,0.226,0.032
"P18","En blanco",0.041,0.005,0.057,0.029
"P18","No sabe",0.026,0.018,0.047,0.143
"P22","Totalmente seguro",0.609,0.755,0.645,0.372
"P22","Bastante seguro",0.215,0.173,0.163,0.197
"P22","Algo seguro",0.09,0.032,0.102,0.072
"P22","Para nada seguro",0.086,0.04,0.09,0.359
"P23","Tiene Decidido que va a ir a votar",0.915,0.943,0.89,0.828
"P23","Tiene dudas sobre si va a ir a  votar",0.071,0.039,0.031,0.098
"P23","Tiene Decidido que no va a ir a votar",0.014,0.018,0.079,0.074
"P24","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.691,0.005,0.08,0.108
"P24","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.033,0.313,0.407,0.23
"P24","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.087,0.065,0.077,0.115
"P24","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.036,0.561,0.014,0.096
"P24","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.059,0,0.134,0.016
"P24","Otros",0.044,0.014,0.137,0.138
"P24","En blanco",0.019,0.003,0.107,0.025
"P24","No sabe",0.031,0.039,0.044,0.272
"P28","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.672,0.033,0.088,0.089
"P28","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.062,0.173,0.311,0.183
"P28","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.066,0.115,0.125,0.105
"P28","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.062,0.581,0.042,0.119
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.055,0,0.172,0.038
"P28","Otros",0.037,0.033,0.106,0.123
"P28","En blanco",0.003,0.011,0.106,0.042
"P28","No sabe",0.043,0.054,0.05,0.301
"P32","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.884,0.031,0.162,0.091
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.051,0.623,0.422,0.375
"P32","En blanco",0.008,0.174,0.313,0.044
"P32","No sabe",0.057,0.172,0.103,0.49
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.204,0.342,0.443,0.256
