"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.306,0.281,0.243,0.259
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.032,0.111,0.12,0.069
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.036,0.038,0.057,0.037
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.034,0.057,0.036,0.083
"P08_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.276,0.213,0.174,0.135
"P08_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.102,0.108,0.078,0.085
"P08_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.165,0.158,0.195,0.195
"P08_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.017,0.014,0.024,0.024
"P08_imputadas","Otros",0.032,0.02,0.073,0.113
"P13_imputadas","Fernando Espinoza a intendente por Unión por la Patria",0.289,0.304,0.249,0.29
"P13_imputadas","Patricia Cubria a intendente por Unión por la Patria",0.079,0.12,0.133,0.1
"P13_imputadas","María Laura Ramírez a intendente por Unión por la Patria",0.006,0.009,0.018,0.035
"P13_imputadas","Eduardo “Lalo” Creus por Juntos por el Cambio",0.222,0.198,0.209,0.167
"P13_imputadas","Josefina Mendoza por Juntos por el Cambio",0.052,0.059,0.065,0.057
"P13_imputadas","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.1,0.094,0.101,0.05
"P13_imputadas","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.213,0.152,0.137,0.212
"P13_imputadas","Alberto Samid a intendente por Principios y Valores",0.022,0.012,0.027,0.047
"P13_imputadas","Alguno de los candidatos a intendente de la Izquierda",0.017,0.052,0.061,0.042
