"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.632,0.332,0.229,0.184
"P06","Bastante",0.204,0.448,0.265,0.139
"P06","Poco",0.077,0.133,0.289,0.144
"P06","Nada",0.066,0.061,0.148,0.371
"P06","No sabe",0.021,0.026,0.069,0.162
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.281,0.264,0.221,0.211
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.032,0.1,0.11,0.052
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.035,0.035,0.057,0.038
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.033,0.057,0.036,0.05
"P08","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.272,0.208,0.15,0.066
"P08","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.097,0.104,0.075,0.072
"P08","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.156,0.144,0.186,0.147
"P08","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.017,0.013,0.022,0.024
"P08","Otros",0.032,0.02,0.061,0.107
"P08","No sabe",0.045,0.055,0.082,0.233
"P11","Totalmente seguro",0.773,0.613,0.487,0.419
"P11","Bastante seguro",0.105,0.176,0.156,0.066
"P11","Algo seguro",0.065,0.112,0.171,0.125
"P11","Para nada seguro",0.057,0.099,0.186,0.39
"P12","Tiene Decidido que va a ir a votar",0.906,0.882,0.764,0.695
"P12","Tiene dudas sobre si va a ir a  votar",0.066,0.087,0.14,0.143
"P12","Tiene Decidido que no va a ir a votar",0.028,0.031,0.096,0.162
"P13","Fernando Espinoza a intendente por Unión por la Patria",0.282,0.266,0.22,0.22
"P13","Patricia Cubria a intendente por Unión por la Patria",0.079,0.108,0.12,0.045
"P13","María Laura Ramírez a intendente por Unión por la Patria",0.005,0.008,0.018,0.024
"P13","Eduardo “Lalo” Creus por Juntos por el Cambio",0.213,0.158,0.166,0.126
"P13","Josefina Mendoza por Juntos por el Cambio",0.048,0.046,0.048,0.033
"P13","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.093,0.079,0.067,0.027
"P13","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.185,0.129,0.106,0.095
"P13","Alberto Samid a intendente por Principios y Valores",0.022,0.012,0.013,0.011
"P13","Alguno de los candidatos a intendente de la Izquierda",0.012,0.041,0.058,0.033
"P13","No sabe",0.061,0.153,0.184,0.386
"P16","Lo votaría",0.34,0.21,0.237,0.121
"P16","Puede que lo vote",0.077,0.122,0.115,0.084
"P16","Nunca lo votaría",0.524,0.568,0.509,0.483
"P16","No sabe",0.059,0.1,0.139,0.312
"P17","Lo votaría",0.154,0.099,0.109,0.041
"P17","Puede que lo vote",0.131,0.146,0.151,0.072
"P17","Nunca lo votaría",0.578,0.518,0.529,0.528
"P17","No sabe",0.137,0.237,0.211,0.359
"P18","Lo votaría",0.113,0.022,0.068,0.042
"P18","Puede que lo vote",0.108,0.108,0.113,0.028
"P18","Nunca lo votaría",0.599,0.549,0.55,0.565
"P18","No sabe",0.18,0.321,0.269,0.365
"P19","Lo votaría",0.223,0.132,0.119,0.052
"P19","Puede que lo vote",0.145,0.12,0.125,0.093
"P19","Nunca lo votaría",0.462,0.468,0.518,0.534
"P19","No sabe",0.17,0.28,0.238,0.321
"P20","Lo votaría",0.14,0.025,0.06,0.031
"P20","Puede que lo vote",0.12,0.083,0.129,0.01
"P20","Nunca lo votaría",0.572,0.556,0.528,0.608
"P20","No sabe",0.168,0.336,0.283,0.351
"P21","Lo votaría",0.229,0.137,0.15,0.069
"P21","Puede que lo vote",0.101,0.2,0.126,0.047
"P21","Nunca lo votaría",0.534,0.465,0.526,0.571
"P21","No sabe",0.136,0.198,0.198,0.313
"P22","Lo votaría",0.223,0.119,0.125,0.165
"P22","Puede que lo vote",0.079,0.139,0.081,0.05
"P22","Nunca lo votaría",0.552,0.552,0.604,0.489
"P22","No sabe",0.146,0.19,0.19,0.296
"P23","Lo votaría",0.109,0.054,0.065,0.063
"P23","Puede que lo vote",0.081,0.072,0.071,0.044
"P23","Nunca lo votaría",0.717,0.693,0.674,0.687
"P23","No sabe",0.093,0.181,0.19,0.206
"P24","Si",0.604,0.466,0.263,0.167
"P24","No",0.396,0.534,0.737,0.833
