"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.283,0.271,0.271,0.203
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.063,0.087,0.203,0.105
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.027,0.075,0.077,0.053
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.049,0.066,0.032,0.055
"P08_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.248,0.191,0.072,0.182
"P08_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.091,0.137,0.09,0.067
"P08_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.188,0.13,0.175,0.172
"P08_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.012,0.01,0.038,0.044
"P08_imputadas","Otros",0.039,0.033,0.042,0.119
"P13_imputadas","Fernando Espinoza a intendente por Unión por la Patria",0.311,0.287,0.242,0.196
"P13_imputadas","Patricia Cubria a intendente por Unión por la Patria",0.103,0.117,0.138,0.119
"P13_imputadas","María Laura Ramírez a intendente por Unión por la Patria",0.006,0.011,0.016,0.051
"P13_imputadas","Eduardo “Lalo” Creus por Juntos por el Cambio",0.215,0.186,0.166,0.199
"P13_imputadas","Josefina Mendoza por Juntos por el Cambio",0.053,0.082,0.041,0.076
"P13_imputadas","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.075,0.106,0.138,0.105
"P13_imputadas","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.197,0.107,0.166,0.125
"P13_imputadas","Alberto Samid a intendente por Principios y Valores",0.015,0.014,0.012,0.074
"P13_imputadas","Alguno de los candidatos a intendente de la Izquierda",0.025,0.09,0.081,0.055
