"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.418,0.163,0.101,0.105,0.075
"P07","Casi siempre",0.277,0.453,0.22,0.121,0.119
"P07","Casi nunca",0.213,0.299,0.535,0.329,0.357
"P07","Nunca, pero esta es una excepción",0.092,0.085,0.144,0.445,0.449
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.312,0.243,0.227,0.106,0.248
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.069,0.085,0.129,0.044,0.061
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.043,0.063,0.036,0.004,0.047
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.073,0.02,0.031,0.048,0.011
"P08","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.167,0.254,0.14,0.143,0.122
"P08","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.081,0.089,0.091,0.109,0.075
"P08","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.149,0.167,0.192,0.176,0.058
"P08","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.017,0.013,0.014,0.042,0.009
"P08","Otros",0.043,0.028,0.033,0.119,0.086
"P08","No sabe",0.046,0.038,0.107,0.209,0.283
"P11","Totalmente seguro",0.724,0.619,0.391,0.454,0.368
"P11","Bastante seguro",0.109,0.187,0.157,0.104,0.081
"P11","Algo seguro",0.09,0.105,0.262,0.043,0.161
"P11","Para nada seguro",0.077,0.089,0.19,0.399,0.39
"P12","Tiene Decidido que va a ir a votar",0.898,0.908,0.719,0.719,0.479
"P12","Tiene dudas sobre si va a ir a  votar",0.071,0.063,0.209,0.136,0.176
"P12","Tiene Decidido que no va a ir a votar",0.031,0.029,0.072,0.145,0.345
"P13","Fernando Espinoza a intendente por Unión por la Patria",0.334,0.25,0.203,0.092,0.187
"P13","Patricia Cubria a intendente por Unión por la Patria",0.132,0.069,0.081,0.082,0.087
"P13","María Laura Ramírez a intendente por Unión por la Patria",0.006,0.019,0.02,0.006,0.015
"P13","Eduardo “Lalo” Creus por Juntos por el Cambio",0.124,0.222,0.176,0.157,0.179
"P13","Josefina Mendoza por Juntos por el Cambio",0.034,0.063,0.037,0.028,0.085
"P13","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.068,0.089,0.095,0.024,0.027
"P13","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.14,0.139,0.119,0.136,0.041
"P13","Alberto Samid a intendente por Principios y Valores",0.015,0.02,0.013,0.008,0
"P13","Alguno de los candidatos a intendente de la Izquierda",0.049,0.031,0.041,0.037,0.014
"P13","No sabe",0.098,0.098,0.215,0.43,0.365
"P16","Lo votaría",0.344,0.203,0.192,0.118,0.12
"P16","Puede que lo vote",0.083,0.124,0.125,0.073,0.151
"P16","Nunca lo votaría",0.487,0.584,0.531,0.582,0.295
"P16","No sabe",0.086,0.089,0.152,0.227,0.434
"P17","Lo votaría",0.164,0.08,0.052,0.112,0.024
"P17","Puede que lo vote",0.162,0.146,0.12,0.039,0.139
"P17","Nunca lo votaría",0.543,0.551,0.58,0.511,0.317
"P17","No sabe",0.131,0.223,0.248,0.338,0.52
"P18","Lo votaría",0.077,0.052,0.056,0.028,0.095
"P18","Puede que lo vote",0.092,0.115,0.113,0.08,0.035
"P18","Nunca lo votaría",0.636,0.561,0.52,0.515,0.317
"P18","No sabe",0.195,0.272,0.311,0.377,0.553
"P19","Lo votaría",0.164,0.174,0.097,0.071,0.069
"P19","Puede que lo vote",0.117,0.133,0.091,0.165,0.128
"P19","Nunca lo votaría",0.551,0.43,0.534,0.47,0.302
"P19","No sabe",0.168,0.263,0.278,0.294,0.501
"P20","Lo votaría",0.108,0.042,0.02,0.058,0.047
"P20","Puede que lo vote",0.084,0.116,0.092,0.119,0.011
"P20","Nunca lo votaría",0.599,0.556,0.544,0.543,0.33
"P20","No sabe",0.209,0.286,0.344,0.28,0.612
"P21","Lo votaría",0.184,0.173,0.136,0.081,0.067
"P21","Puede que lo vote",0.114,0.188,0.125,0.1,0.031
"P21","Nunca lo votaría",0.584,0.444,0.518,0.579,0.276
"P21","No sabe",0.118,0.195,0.221,0.24,0.626
"P22","Lo votaría",0.193,0.111,0.163,0.123,0.143
"P22","Puede que lo vote",0.065,0.148,0.131,0.034,0.029
"P22","Nunca lo votaría",0.611,0.583,0.492,0.536,0.291
"P22","No sabe",0.131,0.158,0.214,0.307,0.537
"P23","Lo votaría",0.099,0.065,0.03,0.035,0.159
"P23","Puede que lo vote",0.072,0.06,0.084,0.076,0.059
"P23","Nunca lo votaría",0.709,0.748,0.652,0.679,0.384
"P23","No sabe",0.12,0.127,0.234,0.21,0.398
"P24","Si",0.546,0.383,0.343,0.137,0.284
"P24","No",0.454,0.617,0.657,0.863,0.716
