"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Mucho",0.603,0.316,0.387,0.267
"P06","Bastante",0.195,0.356,0.295,0.301
"P06","Poco",0.053,0.161,0.165,0.208
"P06","Nada",0.118,0.162,0.127,0.13
"P06","No sabe",0.031,0.005,0.026,0.094
"P07","Siempre",0.526,0.3,0.248,0.145
"P07","Casi siempre",0.122,0.272,0.312,0.374
"P07","Casi nunca",0.288,0.413,0.292,0.311
"P07","Nunca, pero esta es una excepción",0.064,0.015,0.148,0.17
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.228,0.122,0.264,0.249
"P08","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.069,0.094,0.078,0.087
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.011,0.089,0.04,0.038
"P08","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.03,0.033,0.05,0.055
"P08","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.314,0.208,0.205,0.132
"P08","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.139,0.18,0.048,0.089
"P08","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.115,0.144,0.195,0.149
"P08","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.007,0.055,0.023,0.016
"P08","Otros",0.061,0.019,0.047,0.052
"P08","No sabe",0.026,0.056,0.05,0.133
"P11","Totalmente seguro",0.647,0.467,0.65,0.493
"P11","Bastante seguro",0.208,0.222,0.119,0.129
"P11","Algo seguro",0.06,0.206,0.112,0.134
"P11","Para nada seguro",0.085,0.105,0.119,0.244
"P12","Tiene Decidido que va a ir a votar",0.759,0.891,0.878,0.784
"P12","Tiene dudas sobre si va a ir a  votar",0.203,0.106,0.056,0.141
"P12","Tiene Decidido que no va a ir a votar",0.038,0.003,0.066,0.075
"P13","Fernando Espinoza a intendente por Unión por la Patria",0.283,0.151,0.263,0.235
"P13","Patricia Cubria a intendente por Unión por la Patria",0.068,0.128,0.096,0.092
"P13","María Laura Ramírez a intendente por Unión por la Patria",0,0.01,0.016,0.007
"P13","Eduardo “Lalo” Creus por Juntos por el Cambio",0.199,0.22,0.185,0.152
"P13","Josefina Mendoza por Juntos por el Cambio",0.191,0.078,0.024,0.044
"P13","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.065,0.095,0.081,0.047
"P13","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.183,0.157,0.156,0.077
"P13","Alberto Samid a intendente por Principios y Valores",0,0.011,0.009,0.009
"P13","Alguno de los candidatos a intendente de la Izquierda",0.004,0.098,0.029,0.039
"P13","No sabe",0.007,0.052,0.141,0.298
"P16","Lo votaría",0.528,0.09,0.242,0.177
"P16","Puede que lo vote",0.077,0.353,0.078,0.082
"P16","Nunca lo votaría",0.34,0.463,0.653,0.39
"P16","No sabe",0.055,0.094,0.027,0.351
"P17","Lo votaría",0.415,0.138,0.083,0.086
"P17","Puede que lo vote",0.093,0.409,0.105,0.101
"P17","Nunca lo votaría",0.342,0.365,0.746,0.222
"P17","No sabe",0.15,0.088,0.066,0.591
"P18","Lo votaría",0.377,0.022,0.032,0.035
"P18","Puede que lo vote",0.157,0.387,0.063,0.059
"P18","Nunca lo votaría",0.336,0.408,0.826,0.172
"P18","No sabe",0.13,0.183,0.079,0.734
"P19","Lo votaría",0.472,0.137,0.148,0.063
"P19","Puede que lo vote",0.197,0.332,0.122,0.057
"P19","Nunca lo votaría",0.223,0.356,0.676,0.201
"P19","No sabe",0.108,0.175,0.054,0.679
"P21","Lo votaría",0.465,0.19,0.126,0.122
"P21","Puede que lo vote",0.09,0.388,0.126,0.07
"P21","Nunca lo votaría",0.305,0.311,0.697,0.282
"P21","No sabe",0.14,0.111,0.051,0.526
"P22","Lo votaría",0.446,0.101,0.166,0.089
"P22","Puede que lo vote",0.074,0.249,0.079,0.065
"P22","Nunca lo votaría",0.408,0.508,0.709,0.32
"P22","No sabe",0.072,0.142,0.046,0.526
"P23","Lo votaría",0.402,0.058,0.038,0.069
"P23","Puede que lo vote",0.069,0.194,0.068,0.039
"P23","Nunca lo votaría",0.413,0.684,0.861,0.432
"P23","No sabe",0.116,0.064,0.033,0.46
"P24","Si",0.594,0.37,0.416,0.346
"P24","No",0.406,0.63,0.584,0.654
