"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.277,0.23,0.233
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.079,0.129,0.154
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.048,0.023,0.041
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.056,0.032,0.023
"P08_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.217,0.145,0.193
"P08_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.083,0.129,0.103
"P08_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.175,0.229,0.137
"P08_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.019,0.018,0.035
"P08_imputadas","Otros",0.046,0.065,0.081
"P13_imputadas","Fernando Espinoza a intendente por Unión por la Patria",0.292,0.302,0.119
"P13_imputadas","Patricia Cubria a intendente por Unión por la Patria",0.108,0.167,0.068
"P13_imputadas","María Laura Ramírez a intendente por Unión por la Patria",0.006,0.052,0.068
"P13_imputadas","Eduardo “Lalo” Creus por Juntos por el Cambio",0.204,0.137,0.284
"P13_imputadas","Josefina Mendoza por Juntos por el Cambio",0.058,0.041,0.098
"P13_imputadas","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.086,0.077,0.182
"P13_imputadas","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.189,0.099,0.046
"P13_imputadas","Alberto Samid a intendente por Principios y Valores",0.017,0.029,0.104
"P13_imputadas","Alguno de los candidatos a intendente de la Izquierda",0.04,0.096,0.031
