"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Agustín Rossi  por el Frente de Todos",0.185,0.173,0.197,0.15,0.179,0.215,0.206,0.164,0.189,0.204,0.167,0.11,0.15,0.239,0.374,0.058,0.141
"Patricia Bullrich por Juntos por el Cambio",0.2,0.188,0.212,0.144,0.158,0.241,0.319,0.184,0.2,0.219,0.226,0.203,0.156,0.184,0.093,0.369,0.153
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.105,0.095,0.114,0.085,0.104,0.108,0.126,0.111,0.098,0.107,0.088,0.091,0.062,0.131,0.072,0.148,0.112
"Facundo Manes por Juntos por el Cambio",0.035,0.032,0.038,0.026,0.038,0.04,0.033,0.032,0.033,0.041,0.034,0.033,0.031,0.036,0.028,0.037,0.056
"Gerardo Morales",0.028,0.026,0.031,0.015,0.028,0.035,0.039,0.029,0.025,0.032,0.025,0.055,0.028,0.02,0.02,0.034,0.046
"Javier Milei por la Libertad Avanza",0.258,0.334,0.186,0.389,0.291,0.182,0.113,0.27,0.271,0.228,0.263,0.301,0.319,0.227,0.171,0.286,0.273
"Al candidato del Frente de Izquierda",0.034,0.027,0.039,0.045,0.039,0.021,0.024,0.029,0.035,0.036,0.042,0.016,0.029,0.035,0.036,0.01,0.042
"En blanco",0.04,0.038,0.042,0.042,0.046,0.037,0.027,0.048,0.038,0.034,0.041,0.052,0.051,0.033,0.053,0.011,0.054
"No sabe",0.115,0.087,0.141,0.104,0.117,0.121,0.113,0.133,0.111,0.099,0.114,0.139,0.174,0.095,0.153,0.047,0.123
