"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Axel Kicillof por el Frente de Todos",0.26,0.24,0.279,0.232,0.255,0.28,0.273,0.243,0.25,0.289,0.257,0.189,0.262,0.293,0.505,0.083,0.203
"Patricia Bullrich por Juntos por el Cambio",0.295,0.263,0.327,0.201,0.244,0.348,0.436,0.261,0.296,0.328,0.3,0.288,0.204,0.307,0.13,0.522,0.274
"Javier Milei por la Libertad Avanza",0.285,0.364,0.208,0.446,0.328,0.207,0.129,0.32,0.298,0.234,0.278,0.342,0.341,0.258,0.19,0.307,0.3
"Al candidato del Frente de Izquierda",0.029,0.028,0.03,0.033,0.036,0.023,0.02,0.03,0.026,0.033,0.031,0.014,0.035,0.034,0.027,0.009,0.035
"En blanco",0.043,0.039,0.047,0.037,0.046,0.044,0.039,0.042,0.043,0.043,0.046,0.048,0.05,0.037,0.049,0.022,0.056
"No sabe",0.088,0.066,0.109,0.051,0.091,0.098,0.103,0.104,0.087,0.073,0.088,0.119,0.108,0.071,0.099,0.057,0.132
