"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Sergio Massa",0.173,0.199,0.149,0.235,0.143,0.169,0.174,0.213,0.169,0.136,0.169,0.157,0.271,0.172,0.168,0.236,0.171
"A Daniel Scioli",0.082,0.096,0.068,0.082,0.073,0.084,0.099,0.084,0.089,0.07,0.088,0.11,0.074,0.064,0.067,0.143,0.175
"A algún candidato del peronismo",0.116,0.115,0.117,0.127,0.135,0.084,0.103,0.116,0.112,0.122,0.139,0.154,0.107,0.083,0.081,0.342,0.076
"A Cristina Fernández de Kirchner",0.629,0.59,0.666,0.556,0.649,0.663,0.624,0.587,0.63,0.672,0.604,0.579,0.548,0.681,0.684,0.279,0.578
