"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Agustín Rossi  por el Frente de Todos",0.232,0.225,0.239,0.205,0.218,0.257,0.259,0.224,0.222,0.255,0.221,0.185,0.197,0.268,0.453,0.075,0.198
"Patricia Bullrich por Juntos por el Cambio",0.294,0.265,0.323,0.214,0.242,0.346,0.426,0.266,0.292,0.326,0.295,0.273,0.237,0.311,0.123,0.52,0.259
"Javier Milei por la Libertad Avanza",0.278,0.351,0.205,0.425,0.325,0.202,0.12,0.3,0.294,0.234,0.275,0.327,0.342,0.249,0.184,0.303,0.3
"Al candidato del Frente de Izquierda",0.035,0.033,0.037,0.044,0.043,0.024,0.022,0.032,0.033,0.04,0.039,0.024,0.048,0.033,0.041,0.012,0.03
"En blanco",0.053,0.047,0.059,0.048,0.057,0.052,0.049,0.057,0.05,0.052,0.058,0.057,0.055,0.046,0.068,0.023,0.068
"No sabe",0.108,0.079,0.137,0.064,0.115,0.119,0.124,0.121,0.109,0.093,0.112,0.134,0.121,0.093,0.131,0.067,0.145
