"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Siempre",0.288,0.249,0.276,0.248
"P07","Casi siempre",0.349,0.349,0.346,0.301
"P07","Casi nunca",0.275,0.252,0.262,0.222
"P07","Nunca, pero esta es una excepción",0.088,0.15,0.116,0.229
"P08","Muy buena",0.584,0.192,0.048,0.015
"P08","Buena",0.149,0.166,0.058,0.161
"P08","Ni buena ni mala",0.145,0.263,0.361,0.414
"P08","Mala",0.042,0.143,0.258,0.027
"P08","Muy mala",0.033,0.14,0.231,0.115
"P08","No sabe",0.047,0.096,0.044,0.268
"P09","Muy positiva",0.398,0.082,0.027,0.151
"P09","Positiva",0.331,0.194,0.028,0.017
"P09","Indiferente",0.096,0.245,0.18,0.612
"P09","Negativa",0.053,0.135,0.151,0.123
"P09","Muy negativa",0.122,0.344,0.614,0.097
"P11","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.941,0.436,0.042,0.026
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.054,0.455,0.809,0.212
"P11","En blanco",0.002,0.015,0.119,0.165
"P11","No sabe",0.003,0.094,0.03,0.597
"P14","Lo votaría",0.071,0.347,0.719,0.056
"P14","Puede que lo vote",0.039,0.207,0.105,0.084
"P14","Nunca lo votaría",0.867,0.42,0.146,0.181
"P14","No sabe",0.023,0.026,0.03,0.679
