"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P08","Muy buena",0.344,0.31,0.296,0.289
"P08","Buena",0.113,0.105,0.123,0.098
"P08","Ni buena ni mala",0.241,0.258,0.272,0.286
"P08","Mala",0.149,0.152,0.123,0.1
"P08","Muy mala",0.104,0.128,0.12,0.135
"P08","No sabe",0.049,0.047,0.066,0.092
"P09","Muy positiva",0.225,0.226,0.171,0.206
"P09","Positiva",0.145,0.173,0.218,0.174
"P09","Indiferente",0.15,0.168,0.16,0.185
"P09","Negativa",0.095,0.123,0.114,0.047
"P09","Muy negativa",0.385,0.31,0.337,0.388
"P11","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.54,0.49,0.499,0.371
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.378,0.415,0.402,0.463
"P11","En blanco",0.044,0.053,0.069,0.082
"P11","No sabe",0.038,0.042,0.03,0.084
"P13","Lo votaría",0.497,0.485,0.497,0.389
"P13","Puede que lo vote",0.054,0.061,0.057,0.083
"P13","Nunca lo votaría",0.416,0.421,0.415,0.449
"P13","No sabe",0.033,0.033,0.031,0.079
"P14","Lo votaría",0.396,0.322,0.347,0.412
"P14","Puede que lo vote",0.045,0.105,0.083,0.071
"P14","Nunca lo votaría",0.526,0.509,0.524,0.445
"P14","No sabe",0.033,0.064,0.046,0.072
