"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Siempre",0.311,0.288,0.263,0.306,0.247,0.24
"P07","Casi siempre",0.337,0.321,0.337,0.376,0.363,0.281
"P07","Casi nunca",0.251,0.295,0.279,0.238,0.266,0.304
"P07","Nunca, pero esta es una excepción",0.101,0.096,0.121,0.08,0.124,0.175
"P09","Muy positiva",0.475,0.148,0.055,0.063,0.127,0.123
"P09","Positiva",0.28,0.313,0.116,0.08,0.033,0.187
"P09","Indiferente",0.03,0.185,0.356,0.098,0.067,0.331
"P09","Negativa",0.028,0.202,0.163,0.144,0.039,0.11
"P09","Muy negativa",0.187,0.152,0.31,0.615,0.734,0.249
"P11","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.878,0.652,0.313,0.16,0.145,0.46
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.108,0.202,0.528,0.736,0.791,0.249
"P11","En blanco",0.007,0.088,0.083,0.085,0.053,0.111
"P11","No sabe",0.007,0.058,0.076,0.019,0.011,0.18
"P13","Lo votaría",0.897,0.64,0.276,0.145,0.127,0.397
"P13","Puede que lo vote",0.037,0.089,0.062,0.062,0.067,0.102
"P13","Nunca lo votaría",0.064,0.217,0.601,0.786,0.772,0.324
"P13","No sabe",0.002,0.054,0.061,0.007,0.034,0.177
"P14","Lo votaría",0.114,0.191,0.453,0.66,0.671,0.221
"P14","Puede que lo vote",0.022,0.065,0.13,0.107,0.115,0.043
"P14","Nunca lo votaría",0.857,0.669,0.334,0.215,0.164,0.547
"P14","No sabe",0.007,0.075,0.083,0.018,0.05,0.189
