"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.232,0.212,0.249,0.197,0.304,0.211,0.172,0.239,0.191,0.26,0.59,0.089,0.241,0.653,0.549,0.06,0.212,0.059
"Juntos por el Cambio",0.395,0.354,0.429,0.209,0.312,0.555,0.592,0.28,0.402,0.431,0.118,0.619,0.266,0.185,0.137,0.806,0.517,0.083
"De los liberales libertarios",0.206,0.255,0.165,0.341,0.204,0.146,0.109,0.251,0.199,0.195,0.163,0.208,0.166,0.103,0.125,0.085,0.134,0.657
"De la Izquierda",0.051,0.055,0.047,0.061,0.068,0.034,0.026,0.07,0.054,0.041,0.041,0.027,0.027,0.017,0.15,0.009,0.03,0.039
"Hacemos por nuestro país",0.028,0.029,0.026,0.046,0.03,0.013,0.016,0.039,0.028,0.023,0.036,0.019,0.021,0.015,0,0.004,0.039,0.058
"Otro",0.028,0.029,0.028,0.059,0.014,0.008,0.037,0.045,0.037,0.016,0.012,0.013,0.114,0.012,0.007,0.006,0.018,0.047
"En blanco",0.017,0.026,0.01,0.019,0.016,0.017,0.02,0.017,0.027,0.01,0.011,0.005,0.06,0.002,0.025,0.014,0.025,0.006
"No sabe",0.043,0.04,0.046,0.068,0.052,0.016,0.028,0.059,0.062,0.024,0.029,0.02,0.105,0.013,0.007,0.016,0.025,0.051
