"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.69,0.699,0.684,0.743,0.639,0.723,0.689,0.592,0.628,0.768,0.718,0.71,0.583,0.712,0.664,0.719,0.645,0.741
"Bastante seguro",0.151,0.143,0.156,0.145,0.167,0.111,0.17,0.179,0.185,0.116,0.106,0.168,0.105,0.124,0.152,0.18,0.161,0.127
"Algo seguro",0.103,0.086,0.117,0.072,0.121,0.116,0.092,0.131,0.126,0.078,0.114,0.094,0.243,0.115,0.15,0.073,0.123,0.083
"Para nada seguro",0.056,0.072,0.043,0.04,0.073,0.05,0.049,0.098,0.061,0.038,0.062,0.028,0.069,0.049,0.034,0.028,0.071,0.049
