"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.259,0.215,0.244,0.162
"P10","Juntos por el Cambio",0.434,0.444,0.319,0.25
"P10","De los liberales libertarios",0.212,0.203,0.223,0.073
"P10","De la Izquierda",0.042,0.042,0.062,0.114
"P10","Hacemos por nuestro país",0.023,0.037,0.041,0.047
"P10","Otro",0.015,0.022,0.04,0.081
"P10","En blanco",0.002,0.019,0.014,0.05
"P10","No sabe",0.013,0.018,0.057,0.223
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.274,0.26,0.309,0.259
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.425,0.386,0.314,0.192
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.227,0.196,0.194,0.092
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.035,0.063,0.038,0.066
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.056,0.086,0.066
"P13","En blanco",0.01,0.022,0.018,0.082
"P13","No sabe",0.005,0.017,0.041,0.243
"P16","Union por la Patria",0.291,0.249,0.288,0.255
"P16","Cambiemos",0.458,0.498,0.34,0.204
"P16","Liberales",0.174,0.137,0.181,0.041
"P16","Izquierda",0.041,0.035,0.022,0.071
"P16","No sabe",0.036,0.081,0.169,0.429
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.274,0.259,0.264,0.221
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.456,0.423,0.37,0.174
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.175,0.165,0.145,0.106
"P17","La candidata a Jefe de Gobierno de la izquierda",0.032,0.028,0.019,0.112
"P17","En blanco",0.027,0.067,0.119,0.168
"P17","No sabe",0.036,0.058,0.083,0.219
"P27","Tiene Decidido que va a ir a votar",0.965,0.778,0.776,0.786
"P27","Tiene dudas sobre si va a ir a  votar",0.026,0.208,0.09,0.152
"P27","Tiene Decidido que no va a ir a votar",0.009,0.014,0.134,0.062
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.341,0.313,0.421,0.331
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.475,0.52,0.361,0.277
"P28","En blanco",0.121,0.068,0.083,0.136
"P28","No sabe",0.063,0.099,0.135,0.256
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.495,0.561,0.495,0.337
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.255,0.262,0.21,0.235
"P29","En blanco",0.162,0.104,0.182,0.201
"P29","No sabe",0.088,0.073,0.113,0.227
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.361,0.36,0.446,0.344
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.312,0.334,0.215,0.266
"P30","En blanco",0.23,0.17,0.21,0.156
"P30","No sabe",0.097,0.136,0.129,0.234
"P38","Inflación",0.378,0.345,0.303,0.356
"P38","Desempleo",0.068,0.1,0.099,0.155
"P38","Corrupción",0.307,0.285,0.238,0.341
"P38","Inseguridad",0.105,0.179,0.082,0.03
"P38","Precio del dólar",0.005,0.005,0.076,0
"P38","Pobreza",0.062,0.021,0.126,0.053
"P38","Narcotráfico",0.002,0.011,0,0.016
"P38","Tarifas",0.004,0,0.005,0
"P38","Otro",0.058,0.046,0.046,0.049
"P38","No sabe",0.011,0.008,0.025,0
"P10_imputada","Unión por la Patria",0.259,0.221,0.246,0.218
"P10_imputada","Juntos por el Cambio",0.439,0.444,0.349,0.336
"P10_imputada","De los liberales libertarios",0.213,0.203,0.242,0.107
"P10_imputada","De la Izquierda",0.045,0.042,0.068,0.123
"P10_imputada","Hacemos por nuestro país",0.026,0.037,0.041,0.077
"P10_imputada","Otro",0.016,0.022,0.04,0.081
"P10_imputada","En blanco",0.002,0.031,0.014,0.058
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.274,0.264,0.331,0.364
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.426,0.392,0.33,0.237
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.202,0.197,0.165
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.035,0.063,0.038,0.066
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.057,0.086,0.066
"P13_imputada","En blanco",0.01,0.022,0.018,0.102
"P16_imputada","Union por la Patria",0.3,0.284,0.32,0.429
"P16_imputada","Cambiemos",0.473,0.517,0.396,0.287
"P16_imputada","Liberales",0.186,0.159,0.262,0.171
"P16_imputada","Izquierda",0.041,0.04,0.022,0.113
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.289,0.267,0.292,0.254
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.459,0.431,0.416,0.286
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.183,0.207,0.146,0.106
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.042,0.028,0.019,0.112
"P17_imputada","En blanco",0.027,0.067,0.127,0.242
