"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.305,0.293,0.315,0.358,0.347,0.262,0.22,0.408,0.246,0.312,0.675,0.13,0.363,0.73,0.669,0.075,0.232,0.151
"Cambiemos",0.458,0.436,0.476,0.272,0.366,0.608,0.665,0.332,0.443,0.513,0.154,0.67,0.405,0.169,0.145,0.832,0.627,0.222
"Liberales",0.191,0.221,0.166,0.332,0.224,0.091,0.081,0.185,0.268,0.137,0.125,0.174,0.221,0.064,0.137,0.083,0.104,0.603
"Izquierda",0.046,0.05,0.043,0.038,0.063,0.039,0.034,0.075,0.043,0.038,0.046,0.026,0.011,0.037,0.049,0.01,0.037,0.024
