"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P10","Unión por la Patria",0.258,0.118,0.207
"P10","Juntos por el Cambio",0.417,0.383,0.322
"P10","De los liberales libertarios",0.207,0.164,0.123
"P10","De la Izquierda",0.04,0.105,0.161
"P10","Hacemos por nuestro país",0.029,0.029,0
"P10","Otro",0.015,0.112,0.081
"P10","En blanco",0.006,0.03,0.042
"P10","No sabe",0.028,0.059,0.064
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.273,0.249,0.219
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.413,0.235,0.221
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.214,0.241,0.081
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.029,0.093
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.156,0.254
"P13","En blanco",0.013,0.034,0.094
"P13","No sabe",0.022,0.056,0.038
"P16","Union por la Patria",0.292,0.164,0.273
"P16","Cambiemos",0.443,0.365,0.258
"P16","Liberales",0.162,0.251,0.04
"P16","Izquierda",0.04,0.036,0.082
"P16","No sabe",0.063,0.184,0.347
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.271,0.253,0.117
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.445,0.189,0.292
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.164,0.298,0.054
"P17","La candidata a Jefe de Gobierno de la izquierda",0.033,0.045,0.08
"P17","En blanco",0.036,0.15,0.292
"P17","No sabe",0.051,0.065,0.165
"P26","Totalmente seguro",0.735,0.266,0.241
"P26","Bastante seguro",0.129,0.469,0.084
"P26","Algo seguro",0.089,0.141,0.543
"P26","Para nada seguro",0.047,0.124,0.132
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.361,0.171,0.162
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.459,0.457,0.471
"P28","En blanco",0.101,0.171,0.315
"P28","No sabe",0.079,0.201,0.052
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.517,0.26,0.271
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.246,0.363,0.16
"P29","En blanco",0.15,0.18,0.408
"P29","No sabe",0.087,0.197,0.161
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.383,0.196,0.206
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.3,0.322,0.433
"P30","En blanco",0.212,0.265,0.233
"P30","No sabe",0.105,0.217,0.128
"P38","Inflación",0.362,0.483,0.16
"P38","Desempleo",0.076,0.138,0.045
"P38","Corrupción",0.308,0.15,0.223
"P38","Inseguridad",0.113,0.035,0.185
"P38","Precio del dólar",0.008,0.037,0.126
"P38","Pobreza",0.061,0.068,0.059
"P38","Narcotráfico",0.004,0.014,0
"P38","Tarifas",0.004,0,0
"P38","Otro",0.053,0.057,0.202
"P38","No sabe",0.011,0.018,0
"P10_imputada","Unión por la Patria",0.262,0.122,0.24
"P10_imputada","Juntos por el Cambio",0.427,0.408,0.347
"P10_imputada","De los liberales libertarios",0.211,0.184,0.123
"P10_imputada","De la Izquierda",0.043,0.115,0.161
"P10_imputada","Hacemos por nuestro país",0.033,0.029,0
"P10_imputada","Otro",0.015,0.112,0.08
"P10_imputada","En blanco",0.009,0.03,0.049
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.28,0.288,0.219
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.419,0.24,0.25
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.219,0.252,0.091
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.041,0.029,0.093
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.026,0.156,0.254
"P13_imputada","En blanco",0.015,0.035,0.093
"P16_imputada","Union por la Patria",0.312,0.26,0.301
"P16_imputada","Cambiemos",0.463,0.405,0.384
"P16_imputada","Liberales",0.183,0.283,0.234
"P16_imputada","Izquierda",0.042,0.052,0.081
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.287,0.269,0.156
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.454,0.228,0.402
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.177,0.298,0.054
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.041,0.051,0.08
"P17_imputada","En blanco",0.041,0.154,0.308
