"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.368,0.351,0.382,0.438,0.394,0.329,0.297,0.494,0.292,0.378,0.758,0.199,0.415,0.835,0.704,0.15,0.377,0.074
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.304,0.357,0.26,0.416,0.315,0.283,0.197,0.272,0.321,0.302,0.14,0.372,0.212,0.056,0.14,0.264,0.244,0.822
"En blanco",0.216,0.199,0.23,0.111,0.191,0.273,0.301,0.129,0.267,0.211,0.053,0.288,0.323,0.065,0.123,0.394,0.252,0.048
"No sabe",0.112,0.093,0.128,0.035,0.1,0.115,0.205,0.105,0.12,0.109,0.049,0.141,0.05,0.044,0.033,0.192,0.127,0.056
