"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.908,0.915,0.902,0.891,0.902,0.95,0.89,0.838,0.872,0.957,0.916,0.912,0.917,0.911,0.885,0.936,0.923,0.886
"Tiene dudas sobre si va a ir a  votar",0.067,0.054,0.077,0.086,0.07,0.036,0.074,0.108,0.098,0.031,0.062,0.061,0.058,0.059,0.061,0.043,0.066,0.1
"Tiene Decidido que no va a ir a votar",0.025,0.031,0.021,0.023,0.028,0.014,0.036,0.054,0.03,0.012,0.022,0.027,0.025,0.03,0.054,0.021,0.011,0.014
