"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.389,0.15,0.097,0.093,0.022
"P06","Casi siempre",0.307,0.41,0.146,0.099,0.215
"P06","Casi nunca",0.204,0.296,0.453,0.418,0.348
"P06","Nunca, pero esta es una excepción",0.1,0.144,0.304,0.39,0.415
"P09","Frente chaqueño",0.343,0.307,0.187,0.354,0.166
"P09","Juntos por el cambio",0.416,0.387,0.396,0.181,0.332
"P09","Corriente de expresión renovada",0.039,0.066,0.008,0.007,0
"P09","Partido Integrador",0.013,0.018,0.023,0.011,0
"P09","La libertad avanza",0.108,0.128,0.121,0.123,0.086
"P09","Libertarios en acción",0.014,0.006,0.01,0.011,0
"P09","Frente unidos por la gente",0.012,0.008,0.003,0.004,0
"P09","En blanco",0.02,0.036,0.076,0.141,0
"P09","No sabe",0.035,0.044,0.176,0.168,0.416
"P11","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.462,0.457,0.397,0.602,0.341
"P11","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.355,0.371,0.343,0.134,0.135
"P11","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.04,0.036,0.014,0.057,0
"P11","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.012,0.018,0.039,0.028,0.092
"P11","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.072,0.054,0.055,0.021,0
"P11","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.006,0.005,0.002,0,0
"P11","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.004,0.001,0.012,0.004,0
"P11","En blanco",0.01,0.04,0.042,0.044,0
"P11","No sabe",0.039,0.018,0.096,0.11,0.432
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.47,0.469,0.49,0.58,0.396
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.237,0.232,0.195,0.121,0.091
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.172,0.181,0.106,0.009,0.115
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.053,0.054,0.111,0.186,0
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.039,0.023,0,0,0.058
"P13","No sabe",0.029,0.041,0.098,0.104,0.34
"P14","Totalmente seguro.",0.769,0.675,0.569,0.619,0.451
"P14","Bastante seguro",0.162,0.19,0.201,0.145,0.121
"P14","Algo seguro",0.052,0.12,0.094,0.013,0.163
"P14","Para nada seguro",0.017,0.015,0.136,0.223,0.265
"P15","Tiene Decidido que va a ir a votar.",0.841,0.899,0.787,0.797,0.713
"P15","Tiene dudas sobre si va a ir a  votar",0.133,0.079,0.19,0.171,0.287
"P15","Tiene Decidido que no va a ir a votar",0.026,0.022,0.023,0.032,0
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.421,0.443,0.308,0.215,0.452
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.234,0.201,0.156,0.092,0.147
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.295,0.331,0.38,0.408,0
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.008,0.041,0.096,0
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.007,0.004,0.026,0,0
"P16","En blanco",0.019,0.002,0.023,0.043,0
"P16","No sabe",0.019,0.011,0.066,0.146,0.401
"P19","Si",0.616,0.468,0.46,0.392,0.582
"P19","No",0.384,0.532,0.54,0.608,0.418
"P11_imputada","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.476,0.464,0.459,0.645,0.341
"P11_imputada","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.374,0.377,0.364,0.201,0.348
"P11_imputada","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.04,0.036,0.014,0.057,0
"P11_imputada","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.012,0.023,0.039,0.028,0.311
"P11_imputada","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.073,0.055,0.058,0.021,0
"P11_imputada","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.005,0.004,0.002,0,0
"P11_imputada","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.004,0.001,0.017,0.004,0
"P11_imputada","En blanco",0.016,0.04,0.047,0.044,0
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.435,0.445,0.335,0.356,0.558
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.236,0.209,0.158,0.092,0.195
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.298,0.333,0.41,0.413,0.226
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.008,0.041,0.096,0
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.007,0.004,0.026,0,0
"P16_imputada","En blanco",0.019,0.001,0.03,0.043,0.021
