"var","categoria","Si","No"
"P05","Mucho",0.519,0.367
"P05","Bastante",0.259,0.334
"P05","Poco",0.17,0.225
"P05","Nada",0.033,0.058
"P05","No sabe",0.019,0.016
"P06","Siempre",0.345,0.188
"P06","Casi siempre",0.367,0.29
"P06","Casi nunca",0.222,0.342
"P06","Nunca, pero esta es una excepción",0.066,0.18
"P09","Frente chaqueño",0.394,0.259
"P09","Juntos por el cambio",0.358,0.376
"P09","Corriente de expresión renovada",0.038,0.055
"P09","Partido Integrador",0.018,0.019
"P09","La libertad avanza",0.091,0.161
"P09","Libertarios en acción",0.003,0.017
"P09","Frente unidos por la gente",0.009,0.003
"P09","En blanco",0.032,0.027
"P09","No sabe",0.057,0.083
"P11","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.477,0.373
"P11","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.324,0.403
"P11","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.048,0.035
"P11","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.027,0.025
"P11","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.062,0.065
"P11","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.004,0.006
"P11","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.001,0
"P11","En blanco",0.013,0.033
"P11","No sabe",0.044,0.06
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.47,0.485
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.196,0.186
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.189,0.136
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.088,0.072
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.033,0.018
"P13","No sabe",0.024,0.103
"P14","Totalmente seguro.",0.796,0.651
"P14","Bastante seguro",0.125,0.172
"P14","Algo seguro",0.052,0.093
"P14","Para nada seguro",0.027,0.084
"P15","Tiene Decidido que va a ir a votar.",0.902,0.86
"P15","Tiene dudas sobre si va a ir a  votar",0.078,0.118
"P15","Tiene Decidido que no va a ir a votar",0.02,0.022
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.469,0.291
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.183,0.238
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.289,0.384
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.014
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.01,0.004
"P16","En blanco",0.009,0.023
"P16","No sabe",0.028,0.046
"P11_imputada","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.503,0.388
"P11_imputada","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.341,0.419
"P11_imputada","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.048,0.035
"P11_imputada","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.027,0.034
"P11_imputada","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.063,0.069
"P11_imputada","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.004,0.006
"P11_imputada","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.001,0.003
"P11_imputada","En blanco",0.013,0.046
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.495,0.306
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.185,0.241
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.289,0.412
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.014
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.01,0.004
"P16_imputada","En blanco",0.009,0.023
