"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.501,0.413,0.29,0.143
"P05","Bastante",0.283,0.311,0.431,0.082
"P05","Poco",0.169,0.232,0.237,0.525
"P05","Nada",0.035,0.032,0.006,0.162
"P05","No sabe",0.012,0.012,0.036,0.088
"P06","Siempre",0.305,0.13,0.184,0.107
"P06","Casi siempre",0.318,0.509,0.28,0.132
"P06","Casi nunca",0.26,0.273,0.397,0.434
"P06","Nunca, pero esta es una excepción",0.117,0.088,0.139,0.327
"P09","Frente chaqueño",0.331,0.303,0.325,0.089
"P09","Juntos por el cambio",0.413,0.398,0.309,0.139
"P09","Corriente de expresión renovada",0.042,0.063,0.021,0.018
"P09","Partido Integrador",0.009,0.022,0.079,0
"P09","La libertad avanza",0.13,0.104,0.111,0.067
"P09","Libertarios en acción",0.012,0.007,0.006,0
"P09","Frente unidos por la gente",0.006,0,0.02,0.004
"P09","En blanco",0.021,0.019,0.044,0.225
"P09","No sabe",0.036,0.084,0.085,0.458
"P11","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.426,0.511,0.358,0.316
"P11","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.389,0.308,0.297,0.134
"P11","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.04,0.053,0.019,0.013
"P11","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.016,0.022,0.063,0.06
"P11","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.084,0.017,0.057,0.009
"P11","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.004,0.001,0.023,0
"P11","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0,0,0.005,0.068
"P11","En blanco",0.012,0.032,0.101,0.133
"P11","No sabe",0.029,0.056,0.077,0.267
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.527,0.309,0.463,0.364
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.186,0.369,0.124,0.22
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.156,0.105,0.323,0.088
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.07,0.103,0.006,0.085
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.031,0.004,0.047,0
"P13","No sabe",0.03,0.11,0.037,0.243
"P15","Tiene Decidido que va a ir a votar.",0.915,0.668,0.719,0.665
"P15","Tiene dudas sobre si va a ir a  votar",0.077,0.295,0.159,0.288
"P15","Tiene Decidido que no va a ir a votar",0.008,0.037,0.122,0.047
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.4,0.439,0.327,0.328
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.212,0.188,0.248,0.065
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.325,0.303,0.323,0.331
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.021,0.006,0.012
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.012,0.002,0.006,0.008
"P16","En blanco",0.016,0.021,0,0.01
"P16","No sabe",0.019,0.026,0.09,0.246
"P19","Si",0.581,0.451,0.387,0.267
"P19","No",0.419,0.549,0.613,0.733
"P11_imputada","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.442,0.534,0.4,0.374
"P11_imputada","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.399,0.316,0.333,0.245
"P11_imputada","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.04,0.053,0.019,0.012
"P11_imputada","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.016,0.022,0.063,0.127
"P11_imputada","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.085,0.023,0.057,0.019
"P11_imputada","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.004,0.001,0.022,0
"P11_imputada","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.002,0,0.005,0.068
"P11_imputada","En blanco",0.012,0.051,0.101,0.155
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.415,0.457,0.352,0.418
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.212,0.188,0.271,0.11
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.33,0.311,0.365,0.408
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.021,0.006,0.012
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.012,0.002,0.006,0.009
"P16_imputada","En blanco",0.015,0.021,0,0.043
