"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.68,0.429,0.266,0.217
"P05","Bastante",0.192,0.419,0.283,0.227
"P05","Poco",0.098,0.117,0.338,0.375
"P05","Nada",0.029,0.025,0.098,0.151
"P05","No sabe",0.001,0.01,0.015,0.03
"P09","Frente chaqueño",0.383,0.276,0.291,0.208
"P09","Juntos por el cambio",0.363,0.462,0.347,0.365
"P09","Corriente de expresión renovada",0.045,0.052,0.028,0.014
"P09","Partido Integrador",0.008,0.013,0.024,0.022
"P09","La libertad avanza",0.122,0.096,0.135,0.118
"P09","Libertarios en acción",0.002,0.013,0.011,0.018
"P09","Frente unidos por la gente",0.008,0.008,0.012,0.001
"P09","En blanco",0.036,0.025,0.036,0.106
"P09","No sabe",0.033,0.055,0.116,0.148
"P11","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.402,0.529,0.443,0.39
"P11","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.404,0.31,0.34,0.311
"P11","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.037,0.036,0.026,0.037
"P11","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.021,0.012,0.031,0.027
"P11","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.06,0.058,0.054,0.074
"P11","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.001,0.007,0.006,0
"P11","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.006,0.007,0,0.007
"P11","En blanco",0.012,0.007,0.036,0.074
"P11","No sabe",0.057,0.034,0.064,0.08
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.533,0.413,0.526,0.418
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.193,0.304,0.161,0.183
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.161,0.164,0.163,0.092
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.052,0.054,0.085,0.111
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.034,0.024,0.013,0.042
"P13","No sabe",0.027,0.041,0.052,0.154
"P14","Totalmente seguro.",0.829,0.647,0.634,0.647
"P14","Bastante seguro",0.09,0.265,0.171,0.124
"P14","Algo seguro",0.059,0.067,0.114,0.09
"P14","Para nada seguro",0.022,0.021,0.081,0.139
"P15","Tiene Decidido que va a ir a votar.",0.903,0.764,0.863,0.887
"P15","Tiene dudas sobre si va a ir a  votar",0.08,0.204,0.108,0.105
"P15","Tiene Decidido que no va a ir a votar",0.017,0.032,0.029,0.008
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.408,0.409,0.379,0.389
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.212,0.222,0.198,0.133
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.316,0.318,0.331,0.32
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.003,0.041,0.025
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.001,0.012,0.013,0.013
"P16","En blanco",0.032,0.011,0.006,0.014
"P16","No sabe",0.029,0.025,0.032,0.106
"P19","Si",0.675,0.589,0.424,0.293
"P19","No",0.325,0.411,0.576,0.707
"P11_imputada","Jorge Capitanich a gobernador y Analia Rach a vicegobernador por Frente chaqueño",0.451,0.54,0.468,0.393
"P11_imputada","Leandro Zdero a gobernador y Silvina Schneider a vicegobernadora por Juntos por el cambio",0.41,0.32,0.373,0.354
"P11_imputada","Gustavo Martinez a gobernador y Lidia Viviam Piolini a vicegobernadora por Corriente de expresión renovada",0.037,0.036,0.026,0.037
"P11_imputada","Bassileff Ivanoff a gobernador y Picon Cesar a vicegobernador por el Partido Integrador",0.021,0.016,0.03,0.05
"P11_imputada","Alfredo Rodríguez a gobernador y Llena Aguirre a vicegobernadora por la libertad avanza",0.062,0.058,0.057,0.077
"P11_imputada","Rubén Galassi a gobernador y Marta Kassor a vicegobernador por libertarios en acción",0.001,0.007,0.006,0
"P11_imputada","Domingo Peppo a gobernador y Nicolas Matta a vicegobernador por el frente unidos por la gente",0.006,0.007,0,0.015
"P11_imputada","En blanco",0.012,0.016,0.04,0.074
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.434,0.42,0.397,0.424
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.212,0.231,0.202,0.133
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.316,0.323,0.337,0.392
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.003,0.003,0.041,0.024
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.001,0.012,0.013,0.013
"P16_imputada","En blanco",0.034,0.011,0.01,0.014
