"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Siempre",0.23,0.177,0.188,0.151
"P10","Casi siempre",0.288,0.369,0.297,0.301
"P10","Casi nunca",0.301,0.296,0.358,0.312
"P10","Nunca, pero esta es una excepción",0.181,0.158,0.157,0.236
"P11","Unión por la Patria",0.428,0.359,0.245,0.133
"P11","Juntos por el Cambio",0.453,0.438,0.359,0.239
"P11","En blanco",0.072,0.126,0.207,0.207
"P11","No sabe",0.047,0.077,0.189,0.421
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.491,0.453,0.263,0.145
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.46,0.476,0.401,0.256
"P13","En blanco",0.034,0.053,0.206,0.144
"P13","No sabe",0.015,0.018,0.13,0.455
"P16","Tiene Decidido que va a ir a votar",0.96,0.859,0.648,0.658
"P16","Tiene dudas sobre si va a ir a  votar",0.027,0.126,0.131,0.224
"P16","Tiene Decidido que no va a ir a votar",0.013,0.015,0.221,0.118
"P17","Lo votaría",0.529,0.537,0.266,0.249
"P17","Puede que lo vote",0.023,0.072,0.207,0.195
"P17","Nunca lo votaría",0.434,0.372,0.447,0.39
"P17","No sabe",0.014,0.019,0.08,0.166
"P18","Lo votaría",0.448,0.399,0.215,0.176
"P18","Puede que lo vote",0.046,0.141,0.288,0.311
"P18","Nunca lo votaría",0.489,0.434,0.402,0.317
"P18","No sabe",0.017,0.026,0.095,0.196
"P19","Muy buena",0.356,0.45,0.101,0.262
"P19","Buena",0.126,0.114,0.069,0.134
"P19","Ni buena ni mala",0.335,0.278,0.545,0.234
"P19","Mala",0.116,0.109,0.192,0.253
"P19","Muy mala",0.036,0.035,0.093,0.043
"P19","No sabe",0.031,0.014,0,0.074
"P20","Totalmente de acuerdo",0.244,0.337,0.153,0.303
"P20","Algo de acuerdo",0.093,0.027,0.016,0.121
"P20","ni de acuerdo ni en desacuerdo",0.25,0.218,0.42,0.346
"P20","En desacuerdo",0.212,0.305,0.2,0.199
"P20","Totalmente en desacuerdo",0.201,0.113,0.211,0.031
"P21","Cristiano no practicante",0.229,0.401,0.182,0.118
"P21","Católico apostólico romano",0.421,0.391,0.431,0.571
"P21","Cristiano evangelista o pentecostal",0.111,0.108,0.025,0.096
"P21","Otras confesiones cristianas",0.066,0.036,0.063,0.125
"P21","Musulmán",0.03,0.025,0.106,0.012
"P21","Judío",0.013,0,0.106,0
"P21","Otras",0.024,0.003,0.055,0
"P21","No soy religioso",0.069,0.03,0.024,0.049
"P21","Ateo",0.037,0.006,0.008,0.029
"P11_imputada","Unión por la Patria",0.451,0.401,0.32,0.272
"P11_imputada","Juntos por el Cambio",0.473,0.465,0.451,0.427
"P11_imputada","En blanco",0.076,0.134,0.229,0.301
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.497,0.457,0.338,0.313
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.468,0.489,0.441,0.483
"P13_imputada","En blanco",0.035,0.054,0.221,0.204
