"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Los robos",0.494,0.583,0.408,0.594,0.514,0.396,0.384,0.482,0.55,0.405,0.54,0.514,0.308
"El narcotráfico",0.146,0.124,0.167,0.051,0.115,0.281,0.217,0.184,0.125,0.118,0.111,0.202,0.143
"La ausencia de patrulleros y personal policial",0.217,0.178,0.255,0.336,0.209,0.13,0.143,0.147,0.234,0.311,0.206,0.155,0.534
"Otro",0.11,0.091,0.129,0.019,0.125,0.149,0.187,0.154,0.065,0.119,0.116,0.088,0.015
"Ninguno",0.033,0.024,0.041,0,0.037,0.044,0.069,0.033,0.026,0.047,0.027,0.041,0
