"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Que continúe el intendente Ariel Sujarchuk",0.356,0.337,0.374,0.397,0.415,0.263,0.218,0.395,0.348,0.302,0.648,0.113,0.292
"Que continúe Ariel Sujarchuk  pero con mejoras",0.194,0.168,0.222,0.146,0.199,0.241,0.198,0.168,0.181,0.269,0.209,0.183,0.265
"Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.126,0.128,0.124,0.138,0.083,0.161,0.197,0.145,0.106,0.133,0.114,0.162,0.042
"Que cambie el intendente Ariel Sujarchuk",0.324,0.367,0.28,0.319,0.303,0.335,0.387,0.292,0.365,0.296,0.029,0.542,0.401
