"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.724,0.797,0.163,0.022
"P07","Al candidato de Juntos por el Cambio",0.137,0.073,0.383,0.233
"P07","Al candidato de los liberales - libertarios",0.086,0.039,0.25,0.623
"P07","Al candidato de Consenso Federal",0,0,0.002,0
"P07","Al candidato de la Izquierda",0,0.006,0.029,0
"P07","A otro candidato",0.01,0.029,0.12,0.062
"P07","No sabe",0.043,0.056,0.053,0.06
"P08","A Ariel Sujarchuk por el Frente de Todos",0.776,0.805,0.246,0.66
"P08","A Roberto Costa por Juntos por el cambio",0.13,0.053,0.253,0.03
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.02,0.031,0.144,0.046
"P08","A Jesica Avejera por Juntos por el Cambio",0,0.003,0.039,0.049
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0,0
"P08","A Griselda Romariz por los liberales libertarios",0.067,0.022,0.134,0
"P08","A Sandro Salazar por el Frente de Izquierda",0,0.018,0.029,0
"P08","No sabe",0.007,0.068,0.155,0.215
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.633,0.584,0.083,0.66
"P09","A Roberto Costa por Juntos por el cambio",0.121,0.131,0.236,0.03
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.053,0.052,0.139,0
"P09","A Jesica Avejera por Juntos por el Cambio",0,0.008,0.044,0.049
"P09","A Ricardo Choffi por Consenso Federal",0.006,0.012,0.008,0
"P09","A Griselda Romariz por los liberales libertarios",0.118,0.014,0.195,0
"P09","A Sandro Salazar por el Frente de Izquierda",0.005,0,0.053,0.046
"P09","No sabe",0.064,0.199,0.242,0.215
"P10","A Ariel Sujarchuk por el Frente de Todos",0.758,0.819,0.198,0.694
"P10","A Roberto Costa por Juntos por el Cambio",0.186,0.077,0.317,0.03
"P10","A Ricardo Choffi por Consenso Federal",0.035,0.008,0.037,0
"P10","A Griselda Romariz por los liberales libertarios",0.002,0.016,0.182,0
"P10","A Sandro Salazar por el Frente de Izquierda",0.006,0,0.033,0.046
"P10","No sabe",0.013,0.08,0.233,0.23
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.682,0.683,0.13,0.691
"P12","A Roberto Costa por Juntos por el Cambio",0.125,0.092,0.342,0.079
"P12","A Ricardo Choffi por Consenso Federal",0.003,0.018,0.024,0
"P12","A Griselda Romariz por los liberales libertarios",0.122,0.031,0.206,0
"P12","A Sandro Salazar por el Frente de Izquierda",0.015,0.007,0.033,0
"P12","No sabe",0.053,0.169,0.265,0.23
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.645,0.503,0.078,0.645
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.152,0.216,0.322,0.125
"P13","A Ricardo Choffi por Consenso Federal",0.001,0.019,0.028,0
"P13","A Griselda Romariz por los liberales libertarios",0.128,0.027,0.209,0
"P13","A Sandro Salazar por el Frente de Izquierda",0.01,0.059,0.029,0
"P13","No sabe",0.064,0.176,0.334,0.23
"P14","Lo votaria",0.752,0.738,0.165,0.721
"P14","Puede que lo vote",0.085,0.075,0.145,0.049
"P14","Nunca lo votaría",0.151,0.132,0.639,0
"P14","No sabe",0.012,0.055,0.051,0.23
"P15","Lo votaria",0.147,0.117,0.275,0
"P15","Puede que lo vote",0.215,0.108,0.164,0.101
"P15","Nunca lo votaría",0.556,0.745,0.458,0.884
"P15","No sabe",0.082,0.03,0.103,0.015
"P16","Lo votaria",0.065,0.216,0.157,0.669
"P16","Puede que lo vote",0.196,0.135,0.204,0.071
"P16","Nunca lo votaría",0.381,0.543,0.444,0.185
"P16","No sabe",0.358,0.106,0.195,0.075
"P17","Lo votaria",0.407,0.256,0.068,0
"P17","Puede que lo vote",0.178,0.084,0.21,0.022
"P17","Nunca lo votaría",0.249,0.494,0.568,0.854
"P17","No sabe",0.166,0.166,0.154,0.124
"P18","Lo votaria",0.097,0.013,0.015,0.046
"P18","Puede que lo vote",0.134,0.045,0.161,0
"P18","Nunca lo votaría",0.57,0.785,0.587,0.645
"P18","No sabe",0.199,0.157,0.237,0.309
"P19","Lo votaria",0.163,0.02,0.096,0.046
"P19","Puede que lo vote",0.057,0.048,0.241,0
"P19","Nunca lo votaría",0.509,0.765,0.447,0.645
"P19","No sabe",0.271,0.167,0.216,0.309
"P20","Lo votaria",0.12,0.041,0.097,0.046
"P20","Puede que lo vote",0.193,0.08,0.217,0.022
"P20","Nunca lo votaría",0.466,0.697,0.419,0.623
"P20","No sabe",0.221,0.182,0.267,0.309
"P21","Positiva",0.758,0.631,0.206,0.709
"P21","Neutra",0.171,0.276,0.334,0.231
"P21","Negativa",0.071,0.093,0.411,0.06
"P21","No sabe",0,0,0.049,0
"P22","Que continúe el intendente Ariel Sujarchuk",0.635,0.377,0.141,0.645
"P22","Que continúe Ariel Sujarchuk  pero con mejoras",0.141,0.296,0.178,0.092
"P22","Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.084,0.259,0.127,0.203
"P22","Que cambie el intendente Ariel Sujarchuk",0.14,0.068,0.554,0.06
"P23","La seguridad",0.028,0.157,0.033,0
"P23","El tránsito",0.047,0.036,0.045,0
"P23","El arreglo de las calles",0.346,0.273,0.17,0.74
"P23","Los parques y los espacios públicos",0.147,0.051,0.214,0
"P23","El sistema de salud",0.148,0.145,0.084,0.015
"P23","La limpieza de las calles",0.009,0.003,0.022,0
"P23","El deporte y la cultura",0.121,0.24,0.062,0
"P23","La luminaria",0.083,0.027,0.037,0
"P23","No sabe",0.071,0.068,0.333,0.245
"P24","La seguridad",0.306,0.344,0.292,0.668
"P24","El tránsito",0.189,0.202,0.158,0.046
"P24","El arreglo de las calles",0.183,0.122,0.198,0
"P24","Los parques y los espacios públicos",0.023,0.149,0.017,0
"P24","El sistema de salud",0.123,0.063,0.147,0.049
"P24","La limpieza de las calles",0.022,0.019,0.057,0
"P24","El deporte y la cultura",0.049,0.063,0.004,0
"P24","La luminaria",0.037,0,0.018,0
"P24","No sabe",0.068,0.038,0.109,0.237
"P25","Agua corriente y cloacas",0.589,0.375,0.5,0.116
"P25","Energía eléctrica",0.068,0.341,0.207,0.623
"P25","Red de gas natural",0.069,0.075,0.089,0
"P25","Recolección de residuos",0.175,0.046,0.123,0
"P25","Ninguno",0.099,0.163,0.081,0.261
"P26","Los robos",0.459,0.472,0.428,0.668
"P26","El narcotráfico",0.116,0.128,0.191,0
"P26","La ausencia de patrulleros y personal policial",0.235,0.311,0.235,0.069
"P26","Otro",0.165,0.081,0.095,0.108
"P26","Ninguno",0.025,0.008,0.051,0.155
"P27","Positiva",0.75,0.522,0.191,0.709
"P27","Neutra",0.142,0.38,0.355,0.03
"P27","Negativa",0.108,0.098,0.424,0.155
"P27","No sabe",0,0,0.03,0.106
"P28","Positiva",0.249,0.135,0.197,0.079
"P28","Neutra",0.434,0.475,0.363,0.022
"P28","Negativa",0.288,0.353,0.347,0.046
"P28","No sabe",0.029,0.037,0.093,0.853
"P29","Positiva",0.131,0.132,0.14,0.049
"P29","Neutra",0.565,0.353,0.405,0.068
"P29","Negativa",0.181,0.288,0.258,0
"P29","No sabe",0.123,0.227,0.197,0.883
"P30","Positiva",0.106,0.057,0.033,0
"P30","Neutra",0.639,0.369,0.314,0.068
"P30","Negativa",0.133,0.276,0.258,0
"P30","No sabe",0.122,0.298,0.395,0.932
"P31","Positiva",0.189,0.03,0.084,0.049
"P31","Neutra",0.498,0.338,0.384,0.068
"P31","Negativa",0.18,0.286,0.195,0
"P31","No sabe",0.133,0.346,0.337,0.883
"P32","Positiva",0.341,0.096,0.057,0
"P32","Neutra",0.413,0.295,0.393,0.046
"P32","Negativa",0.133,0.306,0.227,0.022
"P32","No sabe",0.113,0.303,0.323,0.932
"P33","Positiva",0.19,0.025,0.082,0
"P33","Neutra",0.529,0.329,0.377,0.068
"P33","Negativa",0.148,0.275,0.196,0
"P33","No sabe",0.133,0.371,0.345,0.932
"P34","Positiva",0.183,0.08,0.225,0.071
"P34","Neutra",0.475,0.337,0.418,0.046
"P34","Negativa",0.233,0.327,0.27,0
"P34","No sabe",0.109,0.256,0.087,0.883
"P35","Frente de Todos y el peronismo",0.524,0.503,0.075,0
"P35","Cambiemos",0.263,0.091,0.339,0.052
"P35","Liberales Libertarios",0.156,0.271,0.281,0.669
"P35","Izquierda",0.014,0.015,0.092,0
"P35","No sabe",0.043,0.12,0.213,0.279
"P41","Positiva",0.596,0.045,0.051,0.623
"P41","Neutra",0.222,0.369,0.108,0.064
"P41","Negativa",0.182,0.586,0.839,0.201
"P41","No sabe",0,0,0.002,0.112
"P42","Positiva",0.304,0.071,0.329,0.046
"P42","Neutra",0.174,0.312,0.26,0.086
"P42","Negativa",0.521,0.617,0.411,0.155
"P42","No sabe",0.001,0,0,0.713
"P43","Positiva",0.745,0.514,0.063,0.672
"P43","Neutra",0.074,0.152,0.098,0.022
"P43","Negativa",0.181,0.334,0.81,0.091
"P43","No sabe",0,0,0.029,0.215
"P44","Positiva",0.367,0.072,0.254,0.046
"P44","Neutra",0.209,0.417,0.196,0.079
"P44","Negativa",0.417,0.506,0.513,0.022
"P44","No sabe",0.007,0.005,0.037,0.853
"P46","Positiva",0.331,0.144,0.485,0.099
"P46","Neutra",0.199,0.379,0.194,0.015
"P46","Negativa",0.464,0.477,0.288,0
"P46","No sabe",0.006,0,0.033,0.886
"P47","Positiva",0.342,0.199,0.374,0.066
"P47","Neutra",0.067,0.315,0.272,0.073
"P47","Negativa",0.528,0.486,0.318,0
"P47","No sabe",0.063,0,0.036,0.861
