"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.174,0.526,0.767,0.088
"P07","Al candidato de Juntos por el Cambio",0.414,0.209,0.092,0.149
"P07","Al candidato de los liberales - libertarios",0.324,0.083,0.028,0.491
"P07","Al candidato de Consenso Federal",0,0.003,0,0
"P07","Al candidato de la Izquierda",0.003,0.004,0.031,0
"P07","A otro candidato",0.082,0.103,0.027,0
"P07","No sabe",0.003,0.072,0.055,0.272
"P08","A Ariel Sujarchuk por el Frente de Todos",0.236,0.603,0.812,0.579
"P08","A Roberto Costa por Juntos por el cambio",0.285,0.254,0.024,0
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.138,0.036,0.045,0.032
"P08","A Jesica Avejera por Juntos por el Cambio",0.018,0.023,0.015,0.036
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0,0
"P08","A Griselda Romariz por los liberales libertarios",0.224,0,0.017,0
"P08","A Sandro Salazar por el Frente de Izquierda",0.003,0.004,0.036,0
"P08","No sabe",0.096,0.08,0.051,0.353
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.194,0.302,0.607,0.548
"P09","A Roberto Costa por Juntos por el cambio",0.251,0.233,0.073,0
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.134,0.123,0.035,0
"P09","A Jesica Avejera por Juntos por el Cambio",0.025,0.023,0.015,0.036
"P09","A Ricardo Choffi por Consenso Federal",0.008,0.007,0.009,0
"P09","A Griselda Romariz por los liberales libertarios",0.261,0.099,0.037,0.032
"P09","A Sandro Salazar por el Frente de Izquierda",0.006,0.01,0.059,0
"P09","No sabe",0.121,0.203,0.165,0.384
"P10","A Ariel Sujarchuk por el Frente de Todos",0.211,0.576,0.783,0.615
"P10","A Roberto Costa por Juntos por el Cambio",0.401,0.25,0.057,0
"P10","A Ricardo Choffi por Consenso Federal",0.005,0.081,0.028,0
"P10","A Griselda Romariz por los liberales libertarios",0.213,0.001,0.013,0
"P10","A Sandro Salazar por el Frente de Izquierda",0.011,0.004,0.031,0.032
"P10","No sabe",0.159,0.088,0.088,0.353
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.205,0.336,0.724,0.548
"P12","A Roberto Costa por Juntos por el Cambio",0.376,0.248,0.056,0.036
"P12","A Ricardo Choffi por Consenso Federal",0.016,0.016,0.014,0
"P12","A Griselda Romariz por los liberales libertarios",0.271,0.144,0.029,0
"P12","A Sandro Salazar por el Frente de Izquierda",0.01,0.004,0.043,0
"P12","No sabe",0.122,0.252,0.134,0.416
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.158,0.288,0.618,0.548
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.371,0.267,0.109,0.036
"P13","A Ricardo Choffi por Consenso Federal",0.018,0.024,0.011,0
"P13","A Griselda Romariz por los liberales libertarios",0.276,0.144,0.032,0
"P13","A Sandro Salazar por el Frente de Izquierda",0.004,0.004,0.062,0
"P13","No sabe",0.173,0.273,0.168,0.416
"P14","Lo votaria",0.219,0.563,0.707,0.611
"P14","Puede que lo vote",0.091,0.212,0.074,0.036
"P14","Nunca lo votaría",0.651,0.2,0.199,0.008
"P14","No sabe",0.039,0.025,0.02,0.345
"P15","Lo votaria",0.365,0.17,0.063,0
"P15","Puede que lo vote",0.227,0.234,0.102,0.036
"P15","Nunca lo votaría",0.357,0.523,0.753,0.627
"P15","No sabe",0.051,0.073,0.082,0.337
"P16","Lo votaria",0.212,0.177,0.027,0.536
"P16","Puede que lo vote",0.207,0.206,0.174,0.036
"P16","Nunca lo votaría",0.341,0.406,0.55,0.145
"P16","No sabe",0.24,0.211,0.249,0.283
"P17","Lo votaria",0.108,0.297,0.313,0
"P17","Puede que lo vote",0.119,0.21,0.223,0
"P17","Nunca lo votaría",0.621,0.339,0.328,0.573
"P17","No sabe",0.152,0.154,0.136,0.427
"P18","Lo votaria",0.109,0.022,0.008,0
"P18","Puede que lo vote",0.08,0.09,0.211,0
"P18","Nunca lo votaría",0.666,0.631,0.567,0.491
"P18","No sabe",0.145,0.257,0.214,0.509
"P19","Lo votaria",0.192,0.154,0.014,0
"P19","Puede que lo vote",0.191,0.085,0.122,0
"P19","Nunca lo votaría",0.457,0.451,0.642,0.491
"P19","No sabe",0.16,0.31,0.222,0.509
"P20","Lo votaria",0.212,0.064,0.013,0
"P20","Puede que lo vote",0.155,0.296,0.159,0
"P20","Nunca lo votaría",0.412,0.424,0.594,0.491
"P20","No sabe",0.221,0.216,0.234,0.509
"P21","Positiva",0.275,0.672,0.599,0.584
"P21","Neutra",0.334,0.199,0.237,0.176
"P21","Negativa",0.387,0.082,0.164,0.051
"P21","No sabe",0.004,0.047,0,0.189
"P22","Que continúe el intendente Ariel Sujarchuk",0.133,0.468,0.552,0.503
"P22","Que continúe Ariel Sujarchuk  pero con mejoras",0.131,0.237,0.18,0.297
"P22","Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.157,0.102,0.13,0.149
"P22","Que cambie el intendente Ariel Sujarchuk",0.579,0.193,0.138,0.051
"P23","La seguridad",0.046,0.127,0.015,0
"P23","El tránsito",0.027,0.084,0.038,0
"P23","El arreglo de las calles",0.19,0.307,0.305,0.495
"P23","Los parques y los espacios públicos",0.219,0.151,0.105,0.109
"P23","El sistema de salud",0.017,0.03,0.27,0.043
"P23","La limpieza de las calles",0.023,0.018,0.003,0
"P23","El deporte y la cultura",0.094,0.133,0.119,0
"P23","La luminaria",0.118,0.02,0.014,0
"P23","No sabe",0.266,0.13,0.131,0.353
"P24","La seguridad",0.392,0.291,0.248,0.471
"P24","El tránsito",0.139,0.126,0.253,0.032
"P24","El arreglo de las calles",0.16,0.169,0.21,0
"P24","Los parques y los espacios públicos",0.013,0.126,0.012,0.077
"P24","El sistema de salud",0.093,0.067,0.163,0.264
"P24","La limpieza de las calles",0.046,0.031,0.023,0
"P24","El deporte y la cultura",0.031,0.085,0.003,0
"P24","La luminaria",0.035,0.002,0.023,0
"P24","No sabe",0.091,0.103,0.065,0.156
"P25","Agua corriente y cloacas",0.564,0.548,0.429,0.313
"P25","Energía eléctrica",0.18,0.234,0.144,0.46
"P25","Red de gas natural",0.051,0.091,0.101,0
"P25","Recolección de residuos",0.144,0.079,0.149,0.039
"P25","Ninguno",0.061,0.048,0.177,0.188
"P26","Los robos",0.464,0.751,0.263,0.503
"P26","El narcotráfico",0.208,0.118,0.118,0.039
"P26","La ausencia de patrulleros y personal policial",0.227,0.067,0.365,0.189
"P26","Otro",0.089,0.056,0.183,0.156
"P26","Ninguno",0.012,0.008,0.071,0.113
"P27","Positiva",0.202,0.646,0.609,0.615
"P27","Neutra",0.383,0.19,0.21,0.22
"P27","Negativa",0.41,0.122,0.171,0.121
"P27","No sabe",0.005,0.042,0.01,0.044
"P28","Positiva",0.339,0.276,0.051,0.036
"P28","Neutra",0.347,0.601,0.353,0.189
"P28","Negativa",0.258,0.046,0.559,0.011
"P28","No sabe",0.056,0.077,0.037,0.764
"P29","Positiva",0.232,0.148,0.041,0.036
"P29","Neutra",0.392,0.625,0.452,0
"P29","Negativa",0.214,0.058,0.349,0.032
"P29","No sabe",0.162,0.169,0.158,0.932
"P30","Positiva",0.098,0.041,0.053,0
"P30","Neutra",0.36,0.606,0.471,0
"P30","Negativa",0.176,0.107,0.306,0
"P30","No sabe",0.366,0.246,0.17,1
"P31","Positiva",0.196,0.159,0.021,0.036
"P31","Neutra",0.381,0.427,0.471,0
"P31","Negativa",0.112,0.19,0.308,0
"P31","No sabe",0.311,0.224,0.2,0.964
"P32","Positiva",0.13,0.114,0.251,0
"P32","Neutra",0.329,0.564,0.354,0
"P32","Negativa",0.224,0.158,0.22,0
"P32","No sabe",0.317,0.164,0.175,1
"P33","Positiva",0.197,0.141,0.025,0
"P33","Neutra",0.385,0.499,0.455,0
"P33","Negativa",0.12,0.133,0.3,0
"P33","No sabe",0.298,0.227,0.22,1
"P34","Positiva",0.349,0.164,0.045,0.068
"P34","Neutra",0.405,0.599,0.348,0.189
"P34","Negativa",0.141,0.129,0.462,0.011
"P34","No sabe",0.105,0.108,0.145,0.732
"P35","Frente de Todos y el peronismo",0.046,0.171,0.667,0.088
"P35","Cambiemos",0.483,0.295,0.062,0
"P35","Liberales Libertarios",0.369,0.323,0.058,0.46
"P35","Izquierda",0.008,0.013,0.111,0
"P35","No sabe",0.094,0.198,0.102,0.452
"P41","Positiva",0.161,0.13,0.435,0.503
"P41","Neutra",0.136,0.398,0.142,0.067
"P41","Negativa",0.698,0.468,0.423,0.386
