"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Inflación",0.306,0.35,0.423,0.051
"P07","Inseguridad",0.131,0.116,0.085,0.114
"P07","Pandemia",0.172,0.054,0.073,0.215
"P07","Educación",0.044,0.098,0.079,0.307
"P07","Transporte público",0.028,0.003,0.006,0
"P07","Desempleo",0.175,0.206,0.052,0
"P07","Corrupción",0.034,0.029,0.21,0.156
"P07","Vivienda",0.052,0.036,0.002,0
"P07","Otros",0.023,0.054,0.015,0
"P07","No sabe",0.035,0.054,0.055,0.157
"P08","Gerardo Zamora",0.848,0.427,0.147,0.314
"P08","Pablo Mirolo",0.03,0.161,0.051,0.124
"P08","Rodrigo Posse",0.008,0.022,0.157,0
"P08","Natalia Neme",0.004,0.089,0.063,0
"P08","Emilio Rached",0.003,0.054,0.152,0
"P08","Marcelo Lugones",0,0.01,0.108,0
"P08","No sabe",0.107,0.237,0.322,0.562
"P09","Gerardo Zamora",0.655,0.449,0.102,0.166
"P09","Pablo Mirolo",0.123,0.227,0.075,0.114
"P09","Rodrigo Posse",0.005,0,0.134,0
"P09","Natalia Neme",0.018,0.066,0.135,0
"P09","Emilio Rached",0.041,0.01,0.178,0
"P09","Marcelo Lugones",0.004,0.03,0.068,0
"P09","No sabe",0.154,0.218,0.308,0.72
"P10","A los candidatos del Frente Cívico por Santiago",0.692,0.508,0.118,0.271
"P10","A los candidatos del Frente de Todos",0.102,0.028,0.067,0
"P10","A los candidatos de Cambiemos",0.026,0.09,0.418,0
"P10","A otros candidatos",0.009,0.099,0.215,0
"P10","No sabe",0.171,0.275,0.182,0.729
"P11","Positiva",0.531,0.265,0.005,0.133
"P11","Negativa",0.296,0.623,0.983,0.538
"P11","No sabe",0.173,0.112,0.012,0.329
"P12","Positiva",0.727,0.464,0.12,0.087
"P12","Negativa",0.174,0.479,0.776,0.468
"P12","No sabe",0.099,0.057,0.104,0.445
"P13","Positiva",0.794,0.512,0.175,0.408
"P13","Negativa",0.161,0.327,0.765,0.308
"P13","No sabe",0.045,0.161,0.06,0.284
"P14","Positiva",0.592,0.448,0.347,1
"P14","Negativa",0.329,0.489,0.459,0
"P14","No sabe",0.079,0.063,0.194,0
"P15","Positiva",0.841,0.366,0.008,0.335
"P15","Negativa",0.118,0.534,0.938,0.018
"P15","No sabe",0.041,0.1,0.054,0.647
"P16","Positiva",0.864,0.599,0.185,0.579
"P16","Negativa",0.073,0.253,0.719,0.162
"P16","No sabe",0.063,0.148,0.096,0.259
"P17","Positiva",0.454,0.532,0.161,1
"P17","Negativa",0.436,0.39,0.59,0
"P17","No sabe",0.11,0.078,0.249,0
"P19","Positiva",0.103,0.161,0.423,0.103
"P19","Neutra",0.151,0.415,0.305,0.115
"P19","Negativa",0.693,0.339,0.223,0.1
"P19","No sabe",0.053,0.085,0.049,0.682
"P21","Positiva",0.817,0.293,0.068,0.249
"P21","Neutra",0.091,0.312,0.073,0.453
"P21","Negativa",0.074,0.302,0.817,0.028
"P21","No sabe",0.018,0.093,0.042,0.27
"P22","Positiva",0.172,0.185,0.549,0.034
"P22","Neutra",0.337,0.274,0.154,0.565
"P22","Negativa",0.178,0.225,0.137,0
"P22","No sabe",0.313,0.316,0.16,0.401
"P23","Positiva",0.478,0.179,0.06,0
"P23","Neutra",0.32,0.339,0.139,0.588
"P23","Negativa",0.052,0.318,0.724,0.034
"P23","No sabe",0.15,0.164,0.077,0.378
"P24","Positiva",0.084,0.084,0.483,0.033
"P24","Neutra",0.26,0.376,0.248,0.252
"P24","Negativa",0.424,0.271,0.161,0.349
"P24","No sabe",0.232,0.269,0.108,0.366
"P25","Positiva",0.143,0.245,0.58,0.034
"P25","Neutra",0.331,0.364,0.181,0
"P25","Negativa",0.365,0.143,0.107,0.353
"P25","No sabe",0.161,0.248,0.132,0.613
"P26","Positiva",0.901,0.508,0.206,0.206
"P26","Neutra",0.068,0.317,0.255,0.589
"P26","Negativa",0.026,0.1,0.521,0.039
"P26","No sabe",0.005,0.075,0.018,0.166
"P27","Positiva",0.363,0.272,0.163,0.318
"P27","Neutra",0.381,0.394,0.408,0
"P27","Negativa",0.055,0.097,0.297,0.05
"P27","No sabe",0.201,0.237,0.132,0.632
"P28","Positiva",0.082,0.063,0.188,0
"P28","Neutra",0.349,0.502,0.372,0
"P28","Negativa",0.136,0.06,0.151,0.048
"P28","No sabe",0.433,0.375,0.289,0.952
"P29","Positiva",0.169,0.089,0.206,0.322
"P29","Neutra",0.373,0.439,0.321,0.039
"P29","Negativa",0.121,0.083,0.17,0.048
"P29","No sabe",0.337,0.389,0.303,0.591
"P30","Positiva",0.256,0.175,0.325,0
"P30","Neutra",0.313,0.431,0.198,0.364
"P30","Negativa",0.203,0.079,0.248,0.048
"P30","No sabe",0.228,0.315,0.229,0.588
"P31","Positiva",0.12,0.233,0.248,0.039
"P31","Neutra",0.425,0.336,0.346,0.324
"P31","Negativa",0.063,0.063,0.141,0.047
"P31","No sabe",0.392,0.368,0.265,0.59
"P32","Positiva",0.113,0.131,0.156,0
"P32","Neutra",0.337,0.397,0.365,0
"P32","Negativa",0.073,0.036,0.123,0.044
"P32","No sabe",0.477,0.436,0.356,0.956
"P33","Positiva",0.251,0.346,0.216,0
"P33","Neutra",0.323,0.349,0.289,0.037
"P33","Negativa",0.236,0.186,0.319,0.419
"P33","No sabe",0.19,0.119,0.176,0.544
"P34","Positiva",0.928,0.561,0.182,0.173
"P34","Neutra",0.053,0.218,0.179,0.415
"P34","Negativa",0.01,0.14,0.491,0.044
"P34","No sabe",0.009,0.081,0.148,0.368
"P35","Positiva",0.619,0.207,0.088,0.378
"P35","Neutra",0.256,0.425,0.264,0.037
"P35","Negativa",0.029,0.131,0.487,0.044
"P35","No sabe",0.096,0.237,0.161,0.541
