"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Inflación",0.316,0.314,0.554,0.254
"P07","Inseguridad",0.181,0.145,0.053,0.042
"P07","Pandemia",0.119,0.098,0.176,0.079
"P07","Educación",0.063,0.096,0.063,0.045
"P07","Transporte público",0.01,0.015,0.002,0.031
"P07","Desempleo",0.1,0.169,0.075,0.228
"P07","Corrupción",0.17,0.085,0.051,0.057
"P07","Vivienda",0.006,0.015,0,0.106
"P07","Otros",0.035,0.026,0.015,0.022
"P07","No sabe",0,0.037,0.011,0.136
"P08","Gerardo Zamora",0.354,0.626,0.587,0.564
"P08","Pablo Mirolo",0.055,0.082,0.039,0.1
"P08","Rodrigo Posse",0.189,0.013,0.004,0
"P08","Natalia Neme",0.032,0.084,0.064,0.002
"P08","Emilio Rached",0.153,0.009,0.086,0.002
"P08","Marcelo Lugones",0.083,0.024,0.008,0.016
"P08","No sabe",0.134,0.162,0.212,0.316
"P09","Gerardo Zamora",0.219,0.474,0.517,0.538
"P09","Pablo Mirolo",0.138,0.152,0.072,0.142
"P09","Rodrigo Posse",0.145,0.005,0.005,0
"P09","Natalia Neme",0.1,0.098,0.064,0.004
"P09","Emilio Rached",0.17,0.082,0.016,0.017
"P09","Marcelo Lugones",0.077,0.024,0.004,0
"P09","No sabe",0.151,0.165,0.322,0.299
"P10","A los candidatos del Frente Cívico por Santiago",0.291,0.652,0.519,0.45
"P10","A los candidatos del Frente de Todos",0.061,0.054,0.116,0.045
"P10","A los candidatos de Cambiemos",0.458,0.064,0.005,0.021
"P10","A otros candidatos",0.081,0.079,0.227,0.06
"P10","No sabe",0.109,0.151,0.133,0.424
"P11","Positiva",0.143,0.516,0.421,0.176
"P11","Negativa",0.816,0.417,0.542,0.566
"P11","No sabe",0.041,0.067,0.037,0.258
"P12","Positiva",0.327,0.543,0.543,0.479
"P12","Negativa",0.606,0.38,0.45,0.303
"P12","No sabe",0.067,0.077,0.007,0.218
"P13","Positiva",0.375,0.648,0.558,0.548
"P13","Negativa",0.59,0.246,0.406,0.226
"P13","No sabe",0.035,0.106,0.036,0.226
"P14","Positiva",0.595,0.663,0.306,0.366
"P14","Negativa",0.405,0.317,0.66,0.349
"P14","No sabe",0,0.02,0.034,0.285
"P15","Positiva",0.245,0.612,0.535,0.525
"P15","Negativa",0.752,0.316,0.459,0.3
"P15","No sabe",0.003,0.072,0.006,0.175
"P16","Positiva",0.395,0.698,0.609,0.63
"P16","Negativa",0.549,0.221,0.318,0.182
"P16","No sabe",0.056,0.081,0.073,0.188
"P17","Positiva",0.532,0.517,0.396,0.237
"P17","Negativa",0.468,0.473,0.57,0.391
"P17","No sabe",0,0.01,0.034,0.372
"P19","Positiva",0.483,0.062,0.141,0.106
"P19","Neutra",0.285,0.411,0.091,0.213
"P19","Negativa",0.232,0.487,0.768,0.511
"P19","No sabe",0,0.04,0,0.17
"P20","Positiva",0.265,0.557,0.462,0.523
"P20","Neutra",0.14,0.225,0.289,0.261
"P20","Negativa",0.593,0.18,0.249,0.188
"P20","No sabe",0.002,0.038,0,0.028
"P21","Positiva",0.231,0.568,0.51,0.567
"P21","Neutra",0.049,0.239,0.129,0.171
"P21","Negativa",0.72,0.193,0.324,0.123
"P21","No sabe",0,0,0.037,0.139
"P23","Positiva",0.286,0.287,0.188,0.308
"P23","Neutra",0.13,0.529,0.385,0.089
"P23","Negativa",0.575,0.15,0.406,0.134
"P23","No sabe",0.009,0.034,0.021,0.469
"P24","Positiva",0.542,0.128,0.015,0.029
"P24","Neutra",0.282,0.537,0.096,0.117
"P24","Negativa",0.157,0.293,0.738,0.225
"P24","No sabe",0.019,0.042,0.151,0.629
"P25","Positiva",0.666,0.242,0.072,0.069
"P25","Neutra",0.25,0.468,0.132,0.21
"P25","Negativa",0.074,0.252,0.652,0.127
"P25","No sabe",0.01,0.038,0.144,0.594
"P26","Positiva",0.427,0.647,0.598,0.7
"P26","Neutra",0.213,0.23,0.184,0.108
"P26","Negativa",0.349,0.113,0.148,0.155
"P26","No sabe",0.011,0.01,0.07,0.037
"P27","Positiva",0.342,0.341,0.263,0.123
"P27","Neutra",0.431,0.383,0.472,0.254
"P27","Negativa",0.169,0.111,0.167,0.121
"P27","No sabe",0.058,0.165,0.098,0.502
"P28","Positiva",0.263,0.084,0.027,0
"P28","Neutra",0.455,0.519,0.365,0.106
"P28","Negativa",0.098,0.086,0.383,0.006
"P28","No sabe",0.184,0.311,0.225,0.888
"P29","Positiva",0.255,0.271,0.024,0.017
"P29","Neutra",0.439,0.506,0.22,0.178
"P29","Negativa",0.103,0.071,0.445,0
"P29","No sabe",0.203,0.152,0.311,0.805
"P30","Positiva",0.453,0.275,0.075,0.094
"P30","Neutra",0.272,0.446,0.246,0.185
"P30","Negativa",0.148,0.156,0.467,0.083
"P30","No sabe",0.127,0.123,0.212,0.638
"P31","Positiva",0.352,0.163,0.085,0.051
"P31","Neutra",0.438,0.486,0.446,0.088
"P31","Negativa",0.042,0.088,0.212,0.058
"P31","No sabe",0.168,0.263,0.257,0.803
"P32","Positiva",0.21,0.151,0.106,0.004
"P32","Neutra",0.479,0.387,0.395,0.105
"P32","Negativa",0.05,0.082,0.164,0.057
"P32","No sabe",0.261,0.38,0.335,0.834
"P33","Positiva",0.352,0.287,0.144,0.161
"P33","Neutra",0.372,0.421,0.165,0.188
"P33","Negativa",0.206,0.169,0.529,0.228
"P33","No sabe",0.07,0.123,0.162,0.423
"P34","Positiva",0.411,0.679,0.615,0.738
"P34","Neutra",0.15,0.167,0.193,0.024
"P34","Negativa",0.349,0.119,0.179,0.07
"P34","No sabe",0.09,0.035,0.013,0.168
"P35","Positiva",0.321,0.457,0.295,0.313
"P35","Neutra",0.286,0.373,0.276,0.191
"P35","Negativa",0.294,0.094,0.346,0.076
"P35","No sabe",0.099,0.076,0.083,0.42
