"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Inflación",0.294,0.415,0.46,0.26
"P07","Inseguridad",0.164,0.057,0.139,0.055
"P07","Pandemia",0.104,0.113,0.14,0.07
"P07","Educación",0.133,0.055,0.038,0.021
"P07","Transporte público",0.006,0.02,0.002,0.053
"P07","Desempleo",0.102,0.133,0.128,0.265
"P07","Corrupción",0.167,0.088,0.048,0.026
"P07","Vivienda",0.005,0.047,0.008,0.099
"P07","Otros",0.025,0.034,0.029,0.012
"P07","No sabe",0,0.038,0.008,0.139
"P08","Gerardo Zamora",0.333,0.637,0.733,0.504
"P08","Pablo Mirolo",0.102,0.043,0.036,0.089
"P08","Rodrigo Posse",0.142,0.062,0.004,0
"P08","Natalia Neme",0.032,0.062,0.066,0.006
"P08","Emilio Rached",0.153,0.011,0.023,0
"P08","Marcelo Lugones",0.102,0.008,0.007,0
"P08","No sabe",0.136,0.177,0.131,0.401
"P09","Gerardo Zamora",0.247,0.478,0.569,0.383
"P09","Pablo Mirolo",0.139,0.142,0.115,0.157
"P09","Rodrigo Posse",0.145,0.006,0,0
"P09","Natalia Neme",0.084,0.112,0.068,0
"P09","Emilio Rached",0.165,0.077,0.014,0.018
"P09","Marcelo Lugones",0.076,0.022,0.014,0
"P09","No sabe",0.144,0.163,0.22,0.442
"P10","A los candidatos del Frente Cívico por Santiago",0.294,0.605,0.575,0.436
"P10","A los candidatos del Frente de Todos",0.029,0.07,0.118,0.06
"P10","A los candidatos de Cambiemos",0.495,0.06,0.005,0.006
"P10","A otros candidatos",0.07,0.091,0.17,0.072
"P10","No sabe",0.112,0.174,0.132,0.426
"P11","Positiva",0.173,0.335,0.543,0.183
"P11","Negativa",0.81,0.538,0.405,0.582
"P11","No sabe",0.017,0.127,0.052,0.235
"P12","Positiva",0.252,0.593,0.656,0.413
"P12","Negativa",0.668,0.34,0.3,0.413
"P12","No sabe",0.08,0.067,0.044,0.174
"P13","Positiva",0.244,0.662,0.609,0.484
"P13","Negativa",0.665,0.307,0.365,0.304
"P13","No sabe",0.091,0.031,0.026,0.212
"P14","Positiva",0.657,0.617,0.437,0.311
"P14","Negativa",0.343,0.365,0.536,0.484
"P14","No sabe",0,0.018,0.027,0.205
"P15","Positiva",0.238,0.52,0.748,0.413
"P15","Negativa",0.751,0.43,0.218,0.421
"P15","No sabe",0.011,0.05,0.034,0.166
"P16","Positiva",0.354,0.699,0.79,0.581
"P16","Negativa",0.546,0.27,0.181,0.252
"P16","No sabe",0.1,0.031,0.029,0.167
"P17","Positiva",0.502,0.502,0.256,0.273
"P17","Negativa",0.498,0.489,0.579,0.559
"P17","No sabe",0,0.009,0.165,0.168
"P19","Positiva",0.488,0.122,0.028,0.141
"P19","Neutra",0.311,0.424,0.084,0.196
"P19","Negativa",0.201,0.431,0.862,0.477
"P19","No sabe",0,0.023,0.026,0.186
"P20","Positiva",0.215,0.529,0.7,0.406
"P20","Neutra",0.168,0.266,0.125,0.288
"P20","Negativa",0.615,0.205,0.146,0.238
"P20","No sabe",0.002,0,0.029,0.068
"P21","Positiva",0.173,0.502,0.691,0.523
"P21","Neutra",0.098,0.182,0.156,0.193
"P21","Negativa",0.729,0.316,0.124,0.163
"P21","No sabe",0,0,0.029,0.121
"P22","Positiva",0.675,0.271,0.097,0.018
"P22","Neutra",0.23,0.474,0.305,0.06
"P22","Negativa",0.041,0.08,0.471,0.137
"P22","No sabe",0.054,0.175,0.127,0.785
"P23","Positiva",0.203,0.339,0.348,0.135
"P23","Neutra",0.191,0.301,0.395,0.245
"P23","Negativa",0.589,0.282,0.215,0.067
"P23","No sabe",0.017,0.078,0.042,0.553
"P24","Positiva",0.55,0.101,0.087,0.006
"P24","Neutra",0.325,0.546,0.056,0.114
"P24","Negativa",0.096,0.242,0.849,0.032
"P24","No sabe",0.029,0.111,0.008,0.848
"P26","Positiva",0.38,0.678,0.748,0.546
"P26","Neutra",0.288,0.123,0.136,0.202
"P26","Negativa",0.321,0.186,0.116,0.134
"P26","No sabe",0.011,0.013,0,0.118
"P27","Positiva",0.355,0.209,0.346,0.168
"P27","Neutra",0.398,0.5,0.348,0.215
"P27","Negativa",0.166,0.138,0.106,0.15
"P27","No sabe",0.081,0.153,0.2,0.467
"P28","Positiva",0.302,0.05,0.027,0.003
"P28","Neutra",0.442,0.53,0.386,0.004
"P28","Negativa",0.084,0.104,0.274,0.004
