"var","categoria","Si","No"
"P06","Mucho",0.468,0.382
"P06","Bastante",0.333,0.325
"P06","Poco",0.164,0.237
"P06","Nada",0.023,0.047
"P06","No sabe",0.012,0.009
"P07","Siempre",0.341,0.209
"P07","Casi siempre",0.462,0.426
"P07","Casi nunca",0.141,0.285
"P07","Nunca, pero esta es una excepción",0.056,0.08
"P08","Tiene Decidido que va a ir a votar",0.906,0.838
"P08","Tiene dudas sobre si va a ir a  votar",0.073,0.109
"P08","Tiene Decidido que no va a ir a votar",0.021,0.053
"P10","Unión por la Patria",0.331,0.337
"P10","Juntos por el Cambio",0.389,0.366
"P10","Liberales",0.177,0.159
"P10","Izquierda",0.02,0.025
"P10","Otro",0.04,0.035
"P10","No sabe",0.043,0.078
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.249,0.247
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.091,0.076
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.287,0.288
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.118,0.117
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.19,0.179
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.012
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.019
"P11","Otros",0.02,0.025
"P11","En blanco",0.003,0.009
"P11","No sabe",0.008,0.028
"P14","Totalmente seguro",0.681,0.624
"P14","Bastante seguro",0.17,0.166
"P14","Algo seguro",0.097,0.119
"P14","Para nada seguro",0.052,0.091
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.208,0.22
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.099,0.101
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.273,0.277
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.152,0.146
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.178,0.147
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.013,0.017
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.02
"P23","Otros",0.027,0.025
"P23","En blanco",0.018,0.013
"P23","No sabe",0.014,0.034
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.306,0.307
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.353,0.359
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.207,0.185
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.023,0.027
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.039,0.028
"P30","Otros",0.037,0.037
"P30","En blanco",0.013,0.019
"P30","No sabe",0.022,0.038
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.313,0.315
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.316,0.309
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.232,0.223
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.014,0.022
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.035,0.032
"P31","Otros",0.036,0.031
"P31","En blanco",0.021,0.022
"P31","No sabe",0.033,0.046
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.356,0.359
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.471,0.451
"P36","En blanco",0.104,0.103
"P36","No sabe",0.069,0.087
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.404,0.391
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.228,0.229
"P37","En blanco",0.258,0.252
"P37","No sabe",0.11,0.128
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.343,0.347
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.414,0.396
"P38","En blanco",0.138,0.152
"P38","No sabe",0.105,0.105
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.375,0.356
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.271,0.267
"P39","En blanco",0.237,0.229
"P39","No sabe",0.117,0.148
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.36,0.364
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.377,0.331
"P40","En blanco",0.149,0.152
"P40","No sabe",0.114,0.153
"P43","Lo votaría",0.313,0.314
"P43","Puede que lo vote",0.097,0.108
"P43","Nunca lo votaría",0.55,0.513
"P43","No sabe",0.04,0.065
"P44","Lo votaría",0.234,0.221
"P44","Puede que lo vote",0.105,0.107
"P44","Nunca lo votaría",0.613,0.612
"P44","No sabe",0.048,0.06
"P45","Lo votaría",0.372,0.34
"P45","Puede que lo vote",0.142,0.149
"P45","Nunca lo votaría",0.449,0.468
"P45","No sabe",0.037,0.043
"P46","Lo votaría",0.288,0.274
"P46","Puede que lo vote",0.196,0.193
"P46","Nunca lo votaría",0.468,0.479
"P46","No sabe",0.048,0.054
"P47","Lo votaría",0.264,0.232
"P47","Puede que lo vote",0.17,0.167
"P47","Nunca lo votaría",0.528,0.553
"P47","No sabe",0.038,0.048
"P48","Lo votaría",0.075,0.058
"P48","Puede que lo vote",0.164,0.166
"P48","Nunca lo votaría",0.708,0.71
"P48","No sabe",0.053,0.066
"P49","Lo votaría",0.085,0.05
"P49","Puede que lo vote",0.191,0.219
"P49","Nunca lo votaría",0.659,0.646
"P49","No sabe",0.065,0.085
