"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.308,0.297,0.318,0.262,0.303,0.34,0.317,0.327,0.297,0.305,0.638,0.083,0.136,0.264,0.281,0.362,0.347
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.326,0.293,0.357,0.247,0.26,0.386,0.46,0.293,0.333,0.347,0.085,0.587,0.244,0.345,0.282,0.223,0.344
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.199,0.26,0.143,0.325,0.251,0.13,0.067,0.208,0.206,0.185,0.121,0.213,0.25,0.195,0.268,0.211,0.173
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.026,0.025,0.028,0.028,0.03,0.022,0.021,0.028,0.021,0.031,0.034,0.011,0.05,0.028,0.009,0.048,0.029
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.034,0.03,0.037,0.025,0.039,0.029,0.036,0.025,0.04,0.033,0.029,0.027,0.143,0.057,0.027,0.027,0.018
"Otros",0.044,0.041,0.048,0.034,0.05,0.044,0.044,0.055,0.039,0.041,0.034,0.043,0.075,0.046,0.069,0.039,0.033
"En blanco",0.021,0.02,0.02,0.02,0.025,0.013,0.021,0.021,0.02,0.02,0.026,0.01,0.026,0.024,0.023,0.033,0.015
"No sabe",0.042,0.034,0.049,0.059,0.042,0.036,0.034,0.043,0.044,0.038,0.033,0.026,0.076,0.041,0.041,0.057,0.041
