"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.352,0.35,0.354,0.308,0.354,0.381,0.347,0.368,0.335,0.359,0.707,0.131,0.189,0.33,0.284,0.422,0.389
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.388,0.367,0.408,0.329,0.345,0.427,0.475,0.361,0.398,0.399,0.105,0.638,0.395,0.396,0.397,0.32,0.388
"En blanco",0.146,0.168,0.126,0.24,0.168,0.102,0.081,0.134,0.145,0.157,0.109,0.131,0.182,0.158,0.161,0.138,0.131
"No sabe",0.114,0.115,0.112,0.123,0.133,0.09,0.097,0.137,0.122,0.085,0.079,0.1,0.234,0.116,0.158,0.12,0.092
