"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.601,0.367,0.255,0.22
"P06","Bastante",0.203,0.401,0.257,0.204
"P06","Poco",0.141,0.191,0.366,0.286
"P06","Nada",0.039,0.032,0.101,0.229
"P06","No sabe",0.016,0.009,0.021,0.061
"P08","Tiene Decidido que va a ir a votar",0.933,0.84,0.747,0.669
"P08","Tiene dudas sobre si va a ir a  votar",0.04,0.143,0.103,0.175
"P08","Tiene Decidido que no va a ir a votar",0.027,0.017,0.15,0.156
"P10","Unión por la Patria",0.35,0.317,0.243,0.19
"P10","Juntos por el Cambio",0.366,0.385,0.297,0.238
"P10","Liberales",0.14,0.12,0.189,0.162
"P10","Izquierda",0.026,0.026,0.032,0.05
"P10","Otro",0.044,0.048,0.065,0.072
"P10","No sabe",0.074,0.104,0.174,0.288
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.293,0.258,0.201,0.18
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.071,0.081,0.077,0.06
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.253,0.281,0.224,0.145
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.112,0.128,0.096,0.108
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.171,0.139,0.239,0.239
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.015,0.014,0.026
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.024,0.03,0.02
"P11","Otros",0.024,0.029,0.038,0.048
"P11","En blanco",0.021,0.012,0.022,0.044
"P11","No sabe",0.017,0.033,0.059,0.13
"P14","Totalmente seguro",0.738,0.591,0.563,0.53
"P14","Bastante seguro",0.114,0.191,0.158,0.137
"P14","Algo seguro",0.065,0.119,0.143,0.138
"P14","Para nada seguro",0.083,0.099,0.136,0.195
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.245,0.226,0.201,0.197
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.085,0.102,0.077,0.084
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.263,0.255,0.249,0.202
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.127,0.159,0.144,0.113
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.163,0.142,0.193,0.219
