"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.374,0.161,0.137,0.12,0.182
"P07","Casi siempre",0.369,0.515,0.3,0.16,0.163
"P07","Casi nunca",0.187,0.241,0.42,0.362,0.29
"P07","Nunca, pero esta es una excepción",0.07,0.083,0.143,0.358,0.365
"P08","Tiene Decidido que va a ir a votar",0.908,0.872,0.696,0.565,0.662
"P08","Tiene dudas sobre si va a ir a  votar",0.06,0.095,0.185,0.182,0.182
"P08","Tiene Decidido que no va a ir a votar",0.032,0.033,0.119,0.253,0.156
"P10","Unión por la Patria",0.382,0.287,0.214,0.132,0.086
"P10","Juntos por el Cambio",0.323,0.403,0.347,0.221,0.146
"P10","Liberales",0.153,0.141,0.143,0.162,0.127
"P10","Izquierda",0.026,0.023,0.036,0.051,0.062
"P10","Otro",0.043,0.047,0.072,0.057,0.154
"P10","No sabe",0.073,0.099,0.188,0.377,0.425
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.296,0.242,0.193,0.13,0.153
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.101,0.075,0.043,0.052,0.022
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.233,0.288,0.248,0.147,0.133
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.095,0.131,0.128,0.119,0.07
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.176,0.167,0.196,0.264,0.139
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.008,0.021,0.031,0.091
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0.02,0.032,0.025,0.05
"P11","Otros",0.029,0.021,0.046,0.051,0.047
"P11","En blanco",0.013,0.013,0.032,0.038,0.058
"P11","No sabe",0.021,0.035,0.061,0.143,0.237
"P14","Totalmente seguro",0.736,0.587,0.492,0.483,0.324
"P14","Bastante seguro",0.123,0.203,0.173,0.111,0.159
"P14","Algo seguro",0.077,0.129,0.161,0.092,0.151
"P14","Para nada seguro",0.064,0.081,0.174,0.314,0.366
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.261,0.215,0.181,0.167,0.148
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.113,0.084,0.07,0.048,0.04
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.241,0.267,0.259,0.229,0.17
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.128,0.163,0.155,0.096,0.107
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.153,0.163,0.179,0.246,0.156
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.012,0.017,0.033,0.048
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.02,0.019,0.02,0.055
"P23","Otros",0.036,0.02,0.041,0.055,0.051
"P23","En blanco",0.013,0.022,0.024,0.038,0.066
"P23","No sabe",0.018,0.034,0.055,0.068,0.159
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.379,0.289,0.238,0.162,0.25
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.298,0.385,0.327,0.242,0.134
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.186,0.185,0.218,0.323,0.208
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.025,0.017,0.052,0.05
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.028,0.032,0.046,0.027,0.059
"P30","Otros",0.039,0.034,0.062,0.074,0.065
"P30","En blanco",0.016,0.016,0.029,0.042,0.019
"P30","No sabe",0.026,0.034,0.063,0.078,0.215
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.391,0.299,0.228,0.189,0.261
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.267,0.339,0.307,0.189,0.176
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.209,0.211,0.269,0.347,0.218
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.017,0.01,0.034,0.004
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.029,0.033,0.049,0.056,0.038
"P31","Otros",0.037,0.033,0.047,0.052,0.136
"P31","En blanco",0.018,0.026,0.019,0.044,0.038
"P31","No sabe",0.021,0.042,0.071,0.089,0.129
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.432,0.342,0.276,0.206,0.301
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.402,0.504,0.478,0.38,0.259
"P36","En blanco",0.11,0.084,0.117,0.228,0.073
"P36","No sabe",0.056,0.07,0.129,0.186,0.367
