"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.357,0.441,0.4,0.271,0.226
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.226,0.213,0.249,0.33,0.158
"P37","En blanco",0.303,0.217,0.206,0.204,0.273
"P37","No sabe",0.114,0.129,0.145,0.195,0.343
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.433,0.334,0.259,0.158,0.313
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.35,0.43,0.412,0.38,0.231
"P38","En blanco",0.135,0.134,0.165,0.279,0.09
"P38","No sabe",0.082,0.102,0.164,0.183,0.366
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.343,0.407,0.351,0.251,0.328
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.253,0.252,0.301,0.431,0.18
"P39","En blanco",0.275,0.212,0.169,0.125,0.254
"P39","No sabe",0.129,0.129,0.179,0.193,0.238
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.435,0.345,0.281,0.16,0.304
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.325,0.343,0.379,0.464,0.202
"P40","En blanco",0.141,0.175,0.15,0.188,0.129
"P40","No sabe",0.099,0.137,0.19,0.188,0.365
"P43","Lo votaría",0.394,0.302,0.243,0.149,0.174
"P43","Puede que lo vote",0.086,0.103,0.132,0.123,0.165
"P43","Nunca lo votaría",0.485,0.548,0.556,0.586,0.429
"P43","No sabe",0.035,0.047,0.069,0.142,0.232
"P44","Lo votaría",0.292,0.204,0.154,0.094,0.165
"P44","Puede que lo vote",0.115,0.112,0.087,0.101,0.069
"P44","Nunca lo votaría",0.551,0.634,0.688,0.681,0.468
"P44","No sabe",0.042,0.05,0.071,0.124,0.298
"P45","Lo votaría",0.355,0.385,0.335,0.285,0.349
"P45","Puede que lo vote",0.125,0.141,0.169,0.271,0.027
"P45","Nunca lo votaría",0.492,0.434,0.44,0.348,0.302
"P45","No sabe",0.028,0.04,0.056,0.096,0.322
"P46","Lo votaría",0.257,0.309,0.307,0.274,0.311
"P46","Puede que lo vote",0.177,0.214,0.199,0.173,0.051
"P46","Nunca lo votaría",0.531,0.428,0.428,0.433,0.332
"P46","No sabe",0.035,0.049,0.066,0.12,0.306
"P47","Lo votaría",0.223,0.23,0.306,0.393,0.219
"P47","Puede que lo vote",0.151,0.173,0.195,0.11,0.096
"P47","Nunca lo votaría",0.598,0.562,0.439,0.362,0.398
"P47","No sabe",0.028,0.035,0.06,0.135,0.287
"P48","Lo votaría",0.079,0.056,0.063,0.13,0.081
"P48","Puede que lo vote",0.181,0.178,0.132,0.041,0.14
"P48","Nunca lo votaría",0.694,0.718,0.731,0.65,0.488
"P48","No sabe",0.046,0.048,0.074,0.179,0.291
"P49","Lo votaría",0.068,0.06,0.082,0.061,0.19
"P49","Puede que lo vote",0.199,0.217,0.197,0.146,0.134
"P49","Nunca lo votaría",0.678,0.65,0.639,0.611,0.322
"P49","No sabe",0.055,0.073,0.082,0.182,0.354
"P60","Si",0.554,0.509,0.412,0.335,0.566
"P60","No",0.446,0.491,0.588,0.665,0.434
