"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Mucho",0.383,0.407,0.503,0.36
"P06","Bastante",0.366,0.299,0.279,0.317
"P06","Poco",0.215,0.226,0.171,0.23
"P06","Nada",0.029,0.06,0.034,0.062
"P06","No sabe",0.007,0.008,0.013,0.031
"P07","Siempre",0.271,0.255,0.281,0.286
"P07","Casi siempre",0.459,0.398,0.46,0.406
"P07","Casi nunca",0.211,0.258,0.205,0.211
"P07","Nunca, pero esta es una excepción",0.059,0.089,0.054,0.097
"P08","Tiene Decidido que va a ir a votar",0.88,0.852,0.879,0.826
"P08","Tiene dudas sobre si va a ir a  votar",0.081,0.107,0.092,0.112
"P08","Tiene Decidido que no va a ir a votar",0.039,0.041,0.029,0.062
"P10","Unión por la Patria",0.158,0.156,0.692,0.426
"P10","Juntos por el Cambio",0.731,0.145,0.127,0.215
"P10","Liberales",0.044,0.562,0.033,0.043
"P10","Izquierda",0.007,0.013,0.047,0.036
"P10","Otro",0.027,0.044,0.048,0.066
"P10","No sabe",0.033,0.08,0.053,0.214
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.086,0.07,0.551,0.47
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.026,0.026,0.213,0.1
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.614,0.112,0.035,0.068
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.194,0.066,0.055,0.109
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.04,0.665,0.031,0.045
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.003,0.004,0.032,0.019
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.012,0.024,0.027,0.031
"P11","Otros",0.012,0.016,0.032,0.066
"P11","En blanco",0.004,0.008,0.013,0.01
"P11","No sabe",0.009,0.009,0.011,0.082
"P14","Totalmente seguro",0.636,0.706,0.68,0.486
"P14","Bastante seguro",0.185,0.115,0.166,0.209
"P14","Algo seguro",0.104,0.129,0.086,0.138
"P14","Para nada seguro",0.075,0.05,0.068,0.167
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.093,0.066,0.43,0.418
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.032,0.031,0.241,0.127
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.447,0.306,0.055,0.075
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.253,0.086,0.07,0.104
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.123,0.418,0.062,0.064
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.004,0.036,0.022
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.012,0.019,0.021,0.036
