"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mucho",0.367,0.405,0.332,0.381,0.355,0.369,0.376,0.302,0.345,0.463,0.432,0.38,0.332,0.373,0.33,0.312,0.387
"Bastante",0.289,0.284,0.293,0.23,0.282,0.324,0.328,0.235,0.291,0.341,0.272,0.337,0.267,0.267,0.221,0.27,0.337
"Poco",0.242,0.217,0.266,0.266,0.254,0.216,0.223,0.308,0.266,0.145,0.218,0.23,0.316,0.271,0.331,0.268,0.177
"Nada",0.079,0.069,0.088,0.09,0.086,0.073,0.059,0.123,0.075,0.039,0.061,0.042,0.078,0.064,0.082,0.124,0.084
"No sabe",0.023,0.025,0.021,0.033,0.023,0.018,0.014,0.032,0.023,0.012,0.017,0.011,0.007,0.025,0.036,0.026,0.015
