"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.362,0.354,0.369,0.32,0.368,0.38,0.359,0.401,0.33,0.367,0.717,0.131,0.241,0.338,0.301,0.416,0.398
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.346,0.401,0.295,0.48,0.382,0.307,0.22,0.305,0.366,0.355,0.148,0.467,0.39,0.343,0.407,0.341,0.325
"En blanco",0.155,0.125,0.183,0.126,0.141,0.16,0.201,0.129,0.16,0.171,0.084,0.214,0.195,0.181,0.137,0.116,0.146
"No sabe",0.137,0.12,0.153,0.074,0.109,0.153,0.22,0.165,0.144,0.107,0.051,0.188,0.174,0.138,0.155,0.127,0.131
