"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Totalmente seguro",0.614,0.649,0.582,0.631,0.606,0.619,0.611,0.556,0.62,0.659,0.621,0.662,0.408,0.638,0.587,0.589,0.61
"Bastante seguro",0.158,0.151,0.165,0.137,0.155,0.172,0.168,0.168,0.151,0.159,0.168,0.151,0.214,0.145,0.156,0.158,0.17
"Algo seguro",0.114,0.101,0.126,0.119,0.13,0.099,0.093,0.129,0.114,0.101,0.111,0.103,0.184,0.112,0.13,0.098,0.111
"Para nada seguro",0.114,0.099,0.127,0.113,0.109,0.11,0.128,0.147,0.115,0.081,0.1,0.084,0.194,0.105,0.127,0.155,0.109
