codigo	bloque	paleta	texto	label	aclaracion
P05	Control	quali	¿Qué tan decidido está sobre ir a votar?	Nivel de decisión sobre ir o no a votar	
P06	Control	muchopoco	¿Cuánto diría que le importa la política?	Opinión sobre la importancia de la política	
P07	Control	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P11	Preferencias políticas	politica	¿Pensando en las próximas elecciones de primera vuelta a presidente, vicepresidente y generales a diputados nacionales a que candidatos preferiría votar?	Intención de voto por fórmula presidencial en primera vuelta y a diputados en generales	
P11_imputada	Preferencias políticas	politica	¿Pensando en las próximas elecciones de primera vuelta a presidente, vicepresidente y generales a diputados nacionales a que candidatos preferiría votar?	Intención de voto por fórmula presidencial en primera vuelta y a diputados en generales	(Imputación no lineal de indecisos)
P14	Preferencias políticas	diverging	Podría usted decirnos cuán seguro está de sus preferencias de voto a presidente y vicepresidente en las próximas elecciones	Nivel de seguridad sobre intención de voto por fórmula presidencial	
P18	Preferencias políticas		En las elecciones a Diputados Nacionales por la Provincia de Neuquén,¿ usted estaría dispuesto a cortar boleta?	Intención de corte de boleta en elecciones a Diputados Nacionales	
P19	Preferencias políticas		¿Podría indicarnos cuáles serían los candidatos a Diputados Nacionales que usted preferiría votar en las próximas elecciones generales?	Intención de voto por candidatos a Diputado Nacional en caso de corte de boleta	
P19_imputada	Preferencias políticas		¿Podría indicarnos cuáles serían los candidatos a Diputados Nacionales que usted preferiría votar en las próximas elecciones generales?	Intención de voto por candidatos a Diputado Nacional	
CORTA_DIPUTADOS	Preferencias políticas	sino	En las elecciones a Diputados Nacionales por la Provincia de Neuquén,¿ usted estaría dispuesto a cortar boleta?	Intención de corte de boleta en elecciones a Diputados Nacionales	
DIPUTADOS	Preferencias políticas	politica	Intención de voto para Diputado Nacional	Intención de voto para Diputado Nacional	considerando corte de boleta
DIPUTADOS_imputada	Preferencias políticas	politica	Intención de voto para Diputado Nacional	Intención de voto para Diputado Nacional	considerando corte de boleta (imputación no lineal de indecisos)
PRESIDENTE	Preferencias políticas	politica	Intención de voto a Presidente	Intención de voto a Presidente	considerando corte de boleta
PRESIDENTE_imputada	Preferencias políticas	politica	Intención de voto a Presidente	Intención de voto a Presidente	considerando corte de boleta (imputación no lineal de indecisos)
P22	Temas de Coyuntura	quali	En su opinión, ¿cómo se sale de la permanente crisis que vive argentina?	Opinión sobre la crisis argentina	
P23	Temas de Coyuntura	quali	En su opinión las vacaciones de Insaurralde en un yate en Marbella junto con una modelo son:	Opinión sobre el las vacaciones de Martín Insaurralde	
P24	Temas de Coyuntura	ingresos	En los últimos 12 meses, su nivel de ingresos	Modificación del nivel de ingresos personales en el último año	
P25	Temas de Coyuntura	diverging	En los últimos 6 meses, ¿ha tenido dificultades para pagar las tarifas de los servicios públicos?	Dificultades en el pago de tarifas en los últimos 6 meses	
P26	Temas de Coyuntura	diverging	¿Considera que el gobierno debería intervenir para controlar y limitar los aumentos de las tarifas de los servicios públicos?	Opinión sobre la injerencia del Gobierno en las tarifas de servicios públicos	
P27	Temas de Coyuntura	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas es la mejor para mejorar la situación económica en Argentina? 	Opinión sobre medidas económicas 	
P28	Temas de Coyuntura	diverging	En relación con las recientes medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo), considera que es una medida: 	Opinión sobre las medidas económicas para monotributistas	
P29	Temas de Coyuntura	diverging	En relación con la medida de reintegro del 21% en las compras realizadas con tarjeta de débito, considera que es una medida: 	Opinión sobre el reintegro del IVA	
P30	Temas de Coyuntura	diverging	En relación con la medida de asignación no remunerativa para trabajadores registrados, considera que es una medida: 	Opinión sobre la asignación no remunerativa para trabajadores registrados	
P31	Temas de Coyuntura	diverging	En relación con la medida de eliminación del impuesto a las ganancias para trabajadores registrados, considera que es una medida: 	Opinión sobre la eliminación del impuesto a las ganancias para trabajadores registrados	
P32	Temas de Coyuntura	diverging	En relación con la medida de aumento del 8% en el presupuesto de educación, considera que es una medida: 	Opinión sobre el aumento del presupuesto en educación	
P33	Imagen de dirigentes	opinion	¿Qué imagen tiene de Rolo Figueroa? 	Imagen de Rolo Figueroa	
P34	Imagen de dirigentes	opinion	¿Qué imagen tiene de Ramón Rioseco? 	Imagen de Ramón Rioseco	
P35	Imagen de dirigentes	opinion	¿Qué imagen tiene de Omar Gutiérrez? 	Imagen de Omar Gutiérrez	
P36	Imagen de dirigentes	opinion	¿Qué imagen tiene de Mariano Gaido? 	Imagen de Mariano Gaido	
P37	Imagen de dirigentes	opinion	¿Qué imagen tiene de Carlos Quintriqueo? 	Imagen de Carlos Quintriqueo	
P38	Imagen de dirigentes	opinion	¿Qué imagen tiene de Marcelo Guagliardo? 	Imagen de Marcelo Guagliardo	
P39	Control	sino	Nos gustaría volver a contactarlo para otras encuestas que se realizan de manera online. La misma se la enviaremos a través de un enlace por mensaje de texto a su celular ¿Está interesado en realizarla?  	Interés en próximas encuestas	
