"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Empleado sector publico",0.23,0.231,0.229,0.201,0.263,0.237,0.161,0.211,0.198,0.298,0.269,0.197,0.267,0.286,0.188,0.227,0.182,0.277
"Empleado sector privado",0.202,0.23,0.174,0.191,0.255,0.165,0.13,0.173,0.214,0.215,0.205,0.247,0.192,0.169,0.25,0.217,0.209,0.178
"Changas o trabajos eventuales",0.214,0.212,0.216,0.313,0.22,0.182,0.114,0.279,0.239,0.107,0.237,0.171,0.17,0.226,0.196,0.211,0.222,0.21
"Estudiante",0.036,0.03,0.041,0.094,0.021,0.014,0.034,0.017,0.038,0.052,0.028,0.027,0.059,0.027,0.034,0.04,0.04,0.026
"Amas de casa",0.087,0.029,0.147,0.064,0.059,0.1,0.174,0.125,0.094,0.036,0.086,0.095,0.082,0.086,0.08,0.093,0.088,0.078
"Profesional o independiente",0.096,0.121,0.07,0.051,0.091,0.133,0.112,0.063,0.076,0.16,0.071,0.121,0.096,0.086,0.111,0.084,0.132,0.077
"Comerciante, emprendedor o empresario",0.041,0.05,0.032,0.01,0.039,0.07,0.044,0.025,0.039,0.062,0.026,0.081,0.027,0.025,0.063,0.045,0.036,0.041
"Trabajador informal",0.025,0.036,0.014,0.028,0.021,0.025,0.034,0.027,0.03,0.016,0.027,0.015,0.02,0.028,0.024,0.014,0.036,0.031
"No tengo trabajo",0.069,0.061,0.077,0.048,0.031,0.074,0.197,0.08,0.072,0.054,0.051,0.046,0.087,0.067,0.054,0.069,0.055,0.082
