"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.291,0.309,0.273,0.217,0.295,0.404,0.267,0.326,0.283,0.245,0.525,0.129,0.07,0.452,0.153,0.152,0,0.302
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.197,0.214,0.182,0.159,0.161,0.267,0.259,0.136,0.202,0.293,0.081,0.491,0.238,0.163,0.418,0.237,0.217,0.446
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.153,0.195,0.115,0.206,0.167,0.078,0.124,0.134,0.163,0.166,0.093,0.177,0.3,0.129,0.13,0.199,0.196,0.106
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.056,0.055,0.057,0.03,0.092,0.027,0.062,0.068,0.037,0.076,0.051,0.021,0.048,0.054,0.041,0,0.531,0.116
"En blanco",0.075,0.064,0.086,0.078,0.092,0.056,0.058,0.074,0.084,0.059,0.077,0.041,0.102,0.046,0.044,0.128,0.037,0
"No sabe",0.228,0.163,0.287,0.31,0.193,0.168,0.23,0.262,0.231,0.161,0.173,0.141,0.242,0.156,0.214,0.284,0.019,0.03
