"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.33,0.09,0.04,0.063,0.066
"P06","Casi siempre",0.264,0.429,0.187,0.029,0.091
"P06","Casi nunca",0.231,0.302,0.531,0.248,0.218
"P06","Nunca, pero esta es una excepción",0.175,0.179,0.242,0.66,0.625
"P09","Unión por la Patria",0.505,0.434,0.197,0.143,0.136
"P09","Juntos por el Cambio",0.204,0.297,0.233,0.182,0.136
"P09","De los Liberales libertarios",0.1,0.082,0.144,0.084,0.109
"P09","De la Izquierda",0.036,0.048,0.05,0.054,0.051
"P09","Hacemos por nuestro pais",0.023,0.004,0.016,0.036,0.075
"P09","Otro",0.04,0.015,0.073,0.049,0.058
"P09","En blanco",0.022,0.054,0.088,0.109,0.047
"P09","No sabe",0.07,0.066,0.199,0.343,0.388
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.234,0.242,0.203,0.068,0.169
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.036,0.036,0.017,0.041,0.043
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.155,0.193,0.101,0.063,0.052
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.054,0.032,0.023,0.043,0.051
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.165,0.216,0.167,0.151,0.021
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.069,0.055,0.127,0.069,0.037
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.157,0.131,0.13,0.157,0.186
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.027,0.025,0.028,0.068,0.179
"P10","En blanco",0.02,0.014,0.061,0.084,0.009
"P10","No sabe",0.083,0.056,0.143,0.256,0.253
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.358,0.376,0.263,0.146,0.18
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.201,0.262,0.206,0.137,0.095
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.156,0.149,0.155,0.153,0.146
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.041,0.06,0.045,0.063,0.153
"P13","En blanco",0.06,0.035,0.096,0.129,0.043
"P13","No sabe",0.184,0.118,0.235,0.372,0.383
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.332,0.414,0.304,0.139,0.155
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.242,0.216,0.27,0.129,0.225
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.198,0.148,0.137,0.237,0.146
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.039,0.054,0.037,0.07,0.036
"P16","En blanco",0.037,0.054,0.049,0.121,0.112
"P16","No sabe",0.152,0.114,0.203,0.304,0.326
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.455,0.39,0.325,0.103,0.138
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.208,0.282,0.193,0.248,0.232
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.148,0.137,0.194,0.159,0.198
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.019,0.061,0.044,0.065,0.134
"P19","En blanco",0.047,0.095,0.06,0.103,0.063
"P19","No sabe",0.123,0.035,0.184,0.322,0.235
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.325,0.343,0.3,0.136,0.171
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.236,0.207,0.27,0.232,0.236
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.209,0.168,0.181,0.176,0.178
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.042,0.037,0.039,0.075,0.074
"P22","En blanco",0.051,0.142,0.059,0.107,0
"P22","No sabe",0.137,0.103,0.151,0.274,0.341
"P25","Totalmente seguro",0.756,0.671,0.398,0.499,0.299
"P25","Bastante seguro",0.086,0.191,0.252,0.098,0.157
"P25","Algo seguro",0.09,0.07,0.229,0.115,0.129
"P25","Para nada seguro",0.068,0.068,0.121,0.288,0.415
"P26","Tiene Decidido que va a ir a votar",0.915,0.886,0.843,0.745,0.662
"P26","Tiene dudas sobre si va a ir a  votar",0.047,0.1,0.141,0.126,0.287
"P26","Tiene Decidido que no va a ir a votar",0.038,0.014,0.016,0.129,0.051
"P27","Si",0.984,0.938,0.934,1,1
"P27","No",0.016,0.062,0.066,0,0
