"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P05","Mucho",0.37,0.156,0.292
"P05","Bastante",0.243,0.229,0.071
"P05","Poco",0.194,0.269,0.067
"P05","Nada",0.159,0.224,0.521
"P05","No sabe",0.034,0.122,0.049
"P06","Siempre",0.188,0.205,0.206
"P06","Casi siempre",0.283,0.268,0.022
"P06","Casi nunca",0.282,0.238,0.321
"P06","Nunca, pero esta es una excepción",0.247,0.289,0.451
"P09","Unión por la Patria",0.388,0.257,0.088
"P09","Juntos por el Cambio",0.263,0.249,0.243
"P09","De los Liberales libertarios",0.125,0.132,0.142
"P09","De la Izquierda",0.038,0.05,0.012
"P09","Hacemos por nuestro pais",0.019,0.093,0.122
"P09","Otro",0.038,0.022,0
"P09","En blanco",0.029,0.058,0.206
"P09","No sabe",0.1,0.139,0.187
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.196,0.311,0.134
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.032,0.074,0.01
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.145,0.018,0.025
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.041,0.05,0.027
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.193,0.187,0.149
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.093,0.032,0.022
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.167,0.126,0.303
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.033,0.026,0.012
"P10","En blanco",0.02,0.07,0.131
"P10","No sabe",0.08,0.106,0.187
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.301,0.195,0.218
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.235,0.206,0.153
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.162,0.189,0.122
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.044,0.101,0.012
"P13","En blanco",0.047,0.179,0.158
"P13","No sabe",0.211,0.13,0.337
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.31,0.306,0.132
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.242,0.287,0.06
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.181,0.133,0.292
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.039,0.105,0.012
"P16","En blanco",0.055,0.065,0.158
"P16","No sabe",0.173,0.104,0.346
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.362,0.311,0.122
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.227,0.312,0.209
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.159,0.145,0.265
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.036,0.026,0.059
"P19","En blanco",0.073,0.066,0.121
"P19","No sabe",0.143,0.14,0.224
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.289,0.253,0.288
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.252,0.231,0.049
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.196,0.186,0.278
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.043,0.05,0.012
"P22","En blanco",0.078,0.07,0.244
"P22","No sabe",0.142,0.21,0.129
"P25","Totalmente seguro",0.661,0.205,0.415
"P25","Bastante seguro",0.13,0.278,0.022
"P25","Algo seguro",0.116,0.172,0.105
"P25","Para nada seguro",0.093,0.345,0.458
"P27","Si",0.978,0.971,0.413
"P27","No",0.022,0.029,0.587
