"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.365,0.337,0.395,0.292,0.367,0.39,0.429,0.422,0.27,0.431,0.397,0.498,0.179,0.336,0.409,0,0,0
"El actual gobierno de Alberto Weretilneck",0.447,0.372,0.526,0.185,0.554,0.454,0.51,0.539,0.481,0.343,0.333,0.435,0.715,0.326,0.511,0,0,0
"No sabe",0.188,0.291,0.079,0.523,0.079,0.156,0.061,0.039,0.249,0.226,0.27,0.067,0.106,0.338,0.08,0,0,0
