"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"No tengo cable ni internet",0.158,0.153,0.162,0.069,0.182,0.119,0.242,0.242,0.181,0.101,0.168,0.127,0.23,0.149,0.141,0,0,0
"Si tuve",0.537,0.499,0.569,0.445,0.596,0.55,0.445,0.566,0.485,0.582,0.529,0.441,0.479,0.526,0.559,0,0,0
"No tuve",0.305,0.348,0.269,0.486,0.222,0.331,0.313,0.192,0.334,0.317,0.303,0.432,0.291,0.325,0.3,0,0,0
