"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.738,0.791,0.684,0.969,0.658,0.763,0.577,0.734,0.716,0.764,0.697,0.646,0.684,0.857,0.608,0,0,0
"Igual",0.207,0.15,0.265,0.031,0.275,0.17,0.341,0.238,0.244,0.153,0.264,0.283,0.233,0.104,0.298,0,0,0
"Mejor",0.024,0.033,0.015,0,0.033,0.033,0.021,0.028,0.022,0.024,0.02,0.017,0.083,0.018,0.043,0,0,0
"No sabe",0.031,0.026,0.036,0,0.034,0.034,0.061,0,0.018,0.059,0.019,0.054,0,0.021,0.051,0,0,0
