"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.628,0.625,0.631,0.66,0.599,0.658,0.627,0.423,0.621,0.718,0.612,0.709,0.653,0.68,0.67,0,0,0
"No",0.372,0.375,0.369,0.34,0.401,0.342,0.373,0.577,0.379,0.282,0.388,0.291,0.347,0.32,0.33,0,0,0
