"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.442,0.468,0.416,0.557,0.373,0.521,0.323,0.426,0.387,0.51,0.307,0.706,0.228,0.16,0.732,0,0,0
"Los gobernadores",0.45,0.424,0.477,0.443,0.463,0.398,0.512,0.375,0.524,0.404,0.638,0.184,0.772,0.825,0.168,0,0,0
"No sabe",0.108,0.108,0.107,0,0.164,0.081,0.165,0.199,0.089,0.086,0.055,0.11,0,0.015,0.1,0,0,0
