"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.17,0.17,0.17,0.062,0.165,0.268,0.121,0.198,0.167,0.161,0.133,0.347,0.075,0.071,0.292,0,0,0
"De acuerdo",0.241,0.233,0.247,0.363,0.263,0.168,0.183,0.186,0.288,0.213,0.262,0.277,0.197,0.13,0.327,0,0,0
"Ni de acuerdo ni en desacuerdo",0.224,0.199,0.244,0.237,0.183,0.247,0.283,0.368,0.221,0.163,0.267,0.272,0,0.188,0.248,0,0,0
"En desacuerdo",0.226,0.239,0.217,0.248,0.203,0.206,0.306,0.13,0.206,0.292,0.245,0.057,0.511,0.433,0.081,0,0,0
"Muy en desacuerdo",0.114,0.128,0.102,0.028,0.161,0.103,0.091,0.118,0.097,0.131,0.078,0.032,0.217,0.161,0.022,0,0,0
"No sabe",0.025,0.031,0.02,0.062,0.025,0.008,0.016,0,0.021,0.04,0.015,0.015,0,0.017,0.03,0,0,0
